 	ha	che	sono	usciti	</S>
è	0.95361077	0.0094888661	0.00108239025	0.034084512	0.0017334579
n	0.906999823333	0.0422555067	0.00643925058333	0.0364938713333	0.0078115331
a	0.598647587778	0.110812247567	0.0409173955278	0.238930816444	0.0106919114333
g	0.217047625126	0.269802352522	0.177919090176	0.314136157481	0.0210947405444
u	0.0873634809087	0.306217710841	0.309276533392	0.260952454494	0.0361897868481
ì	0.0468250668029	0.156618455947	0.298045371131	0.460212001498	0.0382990822827
k	0.020833118401	0.065813811649	0.486446520377	0.389704357166	0.0372021364276
a	0.020554305767	0.051527767883	0.536837620126	0.340845599055	0.0502346524759
n	0.0213977069223	0.0451837486277	0.421040326709	0.443473106352	0.0689050988253
e	0.0317333173074	0.0440722142092	0.396800802236	0.418247492117	0.109146159608
</S>	0.0503207836537	0.0596723351046	0.315810606118	0.428383706059	0.145812544804
