 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.967966125	0.0172547185	0.0014698144	0.00053524185	0.000155475195	6.08055035e-05	0.00012620803	0.00065179873	0.0002317317875	0.000114203695	0.000141029625	0.00295798411	0.001049340056	0.00129838356	0.004143730325	0.001843380675
t	0.827499258333	0.131958922833	0.00730530486667	0.000982108983333	0.000334177581667	6.49945468333e-05	0.000230869396667	0.00120040473	0.000735906769167	0.000523242811667	0.000431988428333	0.00296482895	0.00112848484533	0.00219877895333	0.00680091244167	0.0156398298917
t	0.675633886111	0.272832317611	0.0121547409556	0.00174648949444	0.000504036493889	0.000309724608944	0.000567418932222	0.00151252607667	0.000969701223056	0.000687144603889	0.000500476632778	0.00465850323	0.00059143955511	0.00195944140444	0.00574581868056	0.0196263803639
ù	0.46657492737	0.488001639204	0.0228638186519	0.00304614023148	0.000470800317963	0.000394636006315	0.000576591627407	0.000673055174223	0.000556934377685	0.000310250231296	0.000209628597259	0.00544774527667	0.00034425911837	0.00093812913248	0.00268548586552	0.00690601573797
s	0.207856259457	0.723213713068	0.0563070262173	0.00415556774383	0.000628303142654	0.000428963792105	0.000496113725802	0.000257007863408	0.000338744595895	0.000154239720432	8.56525600863e-05	0.00218613424889	0.000139779487123	0.000333314473493	0.00097364660384	0.00244553930266
t	0.0967942454857	0.773569337689	0.0820244187391	0.00621246068128	0.00271690709755	0.0095125596507	0.00631075524193	0.000163530544469	0.00156122603197	0.000726190653477	0.000496894418029	0.0169991480396	0.000283217513374	0.000576923276164	0.000982561944613	0.00106960988755
o	0.0362085174952	0.70281105923	0.19122317958	0.0150386595604	0.00443526683252	0.0125231359502	0.00817199060398	0.00021338208149	0.00215061754399	0.000954709534492	0.000667144499343	0.0228933764132	0.000429004834458	0.000664630858721	0.000930721214871	0.00068457258585
s	0.0160072744984	0.538567373077	0.381451293193	0.0332396121868	0.00715074191084	0.00490646061673	0.00341949582466	0.0011297246605	0.00120568837133	0.000613754341497	0.000358766143114	0.00869695105907	0.000263276119153	0.000467578362907	0.00165809777162	0.000863899905283
p	0.00668379376613	0.417625421026	0.495908114398	0.0440698393956	0.00881100297028	0.00384998963891	0.00301040837489	0.00141906500017	0.000705338480443	0.000473557700499	0.000241287874371	0.013226953541	0.000183090290718	0.000632699664302	0.00235133845721	0.000808146461761
ì	0.00303536342204	0.268657202009	0.575328358133	0.106815513799	0.0180644004901	0.00651438391297	0.00292604642496	0.00058534320339	0.000458735443481	0.0002474885015	0.00011788770579	0.015003037297	0.000159840673573	0.000466695913434	0.00125599947274	0.000363733498587
