 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.44054971	0.21377107	0.033608992	0.00202656895	0.0016205651	0.000382372645	0.000395684605	0.000296107675	0.00202844225	0.00373067535	0.010027687165	0.02051638997	0.271045721375
n	0.177773176923	0.201938683333	0.303462754	0.00246032495	0.00178447506667	0.000344325401667	0.000343923898333	0.000206294315	0.00199260051667	0.00364998898333	0.0101594958217	0.0243989326567	0.271485000592
ì	0.0597309696877	0.326225304444	0.492404118	0.00238054465	0.00140953632222	0.000742617947222	0.000617529809444	0.000487935235	0.00118122200222	0.00181020979444	0.00491852030723	0.0163781645522	0.091713282664
c	0.0209641627526	0.483546334815	0.433645526	0.00510021178333	0.00157292247407	0.000816738302407	0.000634837727815	0.000568873148333	0.000710226014073	0.00104715529815	0.00274794409574	0.0173631515174	0.031281845888
h	0.00889730625087	0.482658471605	0.376652115333	0.0416274862611	0.00517844145802	0.00874140515414	0.00884901883394	0.0135881003861	0.000883976088024	0.00101160659938	0.0180482617586	0.0230788911725	0.0107848629293
a	0.00501221248362	0.347064272535	0.384045738444	0.141602876754	0.026496547486	0.0117861219514	0.0125226357446	0.0183181785287	0.00181737709601	0.00132842189979	0.0244784763862	0.0217598460575	0.0037672445471
n	0.00537357729454	0.142155978845	0.443688079481	0.185125892251	0.034445381162	0.0052695588838	0.0059126445482	0.0070941432429	0.006391609032	0.0093334414666	0.0100262249621	0.143491623686	0.00169181278637
d	0.0153087580982	0.0534821659483	0.289075869827	0.327716997417	0.0283381487207	0.0167255169613	0.0110851560161	0.014959458081	0.00796638501067	0.0122647089555	0.00967755535403	0.211864749895	0.00153454582879
ì	0.0163538178327	0.0222555091494	0.119842530942	0.550310679139	0.104625237574	0.0248866823204	0.0151586033387	0.018173050627	0.00442782640356	0.0054057100185	0.0100424278847	0.107441456632	0.00107649068626
s	0.00631823149423	0.00967065721647	0.0648976419807	0.549054993046	0.149386525858	0.12332973344	0.0206667351129	0.0108774471423	0.00265960070119	0.0028825769395	0.00616903386157	0.0530186968773	0.00106811623875
o	0.00387450181474	0.00645462373882	0.0382114909936	0.430461051015	0.267499025286	0.16453686848	0.0283155857043	0.0105114787141	0.0040815094004	0.0032750414465	0.00562761875386	0.0356919852924	0.00145920667958
n	0.00569377683825	0.00515007371294	0.0218634536645	0.349386383672	0.378085185095	0.0753071964933	0.0197154519014	0.0070218641947	0.0134785058001	0.0130279019155	0.00403423991795	0.105829158097	0.00140681449319
t	0.00751524727942	0.00266036537098	0.0144454297882	0.340873887891	0.309815728365	0.0909868051644	0.0183126466338	0.0074595413549	0.0150316039334	0.0155277328052	0.00898214797265	0.166794002699	0.0015948701644
a	0.00723838042647	0.00404870059033	0.00618269816273	0.261653485964	0.426732922788	0.122713281721	0.0244957328779	0.0109753474516	0.00757424864447	0.0070757460684	0.0132245353242	0.1068595689	0.0012253412348
i	0.0317499351422	0.00851012799678	0.00523450748758	0.115964120655	0.415764202263	0.27065735724	0.052943575626	0.0148606548172	0.00520259144816	0.00412195598947	0.0174500771081	0.0530892989667	0.00445155542493
k	0.0712424717141	0.00806118626559	0.00473048352919	0.0532946932183	0.305382338754	0.31781155408	0.061554558542	0.0153703832724	0.0286770580494	0.0370954896632	0.0164380229027	0.0734096509889	0.00693206870831
i	0.0589951193047	0.00721944768853	0.00570261244306	0.0396413134061	0.385435352918	0.22563882636	0.0730037128473	0.0123053052575	0.0462473026831	0.0498206012211	0.0086014483009	0.078394688663	0.0089942386361
a	0.0364904051682	0.00879365099618	0.00665539981435	0.0234406523354	0.281117726639	0.27413040212	0.196429187616	0.0427052299192	0.0272598154944	0.0195970521737	0.0198417802336	0.0509136195543	0.0126250408787
t	0.0598106170561	0.00679820443206	0.00491196407145	0.0127052746451	0.155708414546	0.24010985904	0.227643359205	0.0554266029731	0.0689335264315	0.0622825244912	0.0219641520779	0.0742085181848	0.0094969609929
è	0.0534322680187	0.00601307267735	0.00982531049048	0.012904162215	0.143854261515	0.15332385468	0.276398189735	0.033817767991	0.121680885477	0.0893657861637	0.011799037026	0.0819225860616	0.00566279839763
r	0.0186742127596	0.00433902340912	0.0105325978635	0.00896625587167	0.122420457172	0.130197094893	0.469841016578	0.0340120133303	0.0914197198257	0.0494667957212	0.00820596900867	0.0481487866872	0.00377604425588
a	0.00733201433987	0.00340749045304	0.00533097318783	0.00985151309056	0.105157362391	0.101816928964	0.520930405526	0.0957678844434	0.0630263846086	0.0294969135737	0.00845056600289	0.0425664918957	0.00686509534196
m	0.00447782137996	0.00318755231768	0.00335283701261	0.0103090109635	0.0663271081303	0.0824861803213	0.562018515175	0.142896518148	0.0467592118695	0.0187020095246	0.012910664001	0.0384567742319	0.00811581031399
u	0.00409051605999	0.00710721827256	0.00608635842087	0.0141830529212	0.0430226467101	0.0649166591071	0.501815061725	0.105949381383	0.12112383429	0.0255412941749	0.0185514880003	0.0815316266773	0.00608086647133
t	0.00858053002	0.00839412489085	0.00700768604362	0.0152849616937	0.0303842617367	0.0264057612024	0.276001887242	0.0696092217943	0.28295210143	0.120512900058	0.0176530860001	0.131251448892	0.00596203255711
i	0.00997767134	0.00685779609695	0.00457200281787	0.0111632059512	0.0174782044122	0.0125835770008	0.164830142414	0.0577257252648	0.371525660477	0.157268126686	0.0233086653334	0.153749149631	0.0089600630857
n	0.01739242978	0.00631922022565	0.00371189395262	0.00966162558373	0.0117018417374	0.00662439394693	0.107319941805	0.0530076030883	0.408175813492	0.192565145562	0.0274683791111	0.144758781544	0.0112929419286
ì	0.0185631909067	0.00264870100188	0.00263927476421	0.00448379126124	0.0058639038458	0.00296431929564	0.063544360935	0.0425883073628	0.495580584497	0.246013691854	0.020761007037	0.087338378848	0.0070105265762
c	0.0064459499689	0.00136456340863	0.00250005723807	0.00267701345375	0.0042646906486	0.00450492756521	0.137894899645	0.0565881161209	0.492809694832	0.218864703951	0.0170991770123	0.0511187989493	0.00386742719207
h	0.0022231062363	0.000546891500877	0.00130344796269	0.00145274381792	0.00299164004953	0.00936487485507	0.232521923215	0.104130975374	0.388835044944	0.175139771317	0.0270938646708	0.0307810889831	0.0236146156974
a	0.0010450844721	0.000479134890292	0.00146396825423	0.00189802350597	0.00393804698318	0.00927827095169	0.172507887072	0.096702594458	0.340709908315	0.249163363772	0.0474937608903	0.0443504313277	0.0309695338991
p	0.00348315165737	0.000444706186764	0.00138642761474	0.00173563108199	0.00365533308106	0.00634587855056	0.0797632516907	0.064461677486	0.305690602772	0.385135981257	0.0534427036301	0.0726542187759	0.0218004779664
à	0.00406994495912	0.000332235008921	0.000778210868247	0.001091234774	0.00175549111369	0.00433723723352	0.0431651196636	0.044933427162	0.348330590924	0.384157087086	0.0663617495434	0.0829383362586	0.0177493718555
r	0.00148869110304	0.000266634602974	0.000730369789416	0.000833703444667	0.0011651806379	0.00281854086117	0.0357317363212	0.043425309054	0.407550053641	0.333369549029	0.100000529848	0.0571741777529	0.0154455268185
o	0.00142675027768	0.00223260291099	0.00126010262981	0.00383807803489	0.00317382614597	0.00571014125372	0.0393157177737	0.0691690716847	0.300074011214	0.25393509301	0.114721228616	0.179575574918	0.0255677589395
n	0.00274419712589	0.002928220497	0.0013128441966	0.0048719799383	0.00380402593532	0.00694010275124	0.0257534502579	0.0554618755616	0.174353733738	0.271474364337	0.175809628205	0.243678208306	0.0308673196465
t	0.0023953289053	0.00120731074233	0.00124927301887	0.0023946039061	0.00240976576511	0.00629311391708	0.020601527086	0.0259103301872	0.137726687913	0.286610704779	0.261278189402	0.127526396102	0.124396734882
a	0.00233475699843	0.00112259683078	0.00294196720629	0.0053235169687	0.0064501943217	0.0102826103057	0.0323223700287	0.0294884633957	0.124397855971	0.22818279826	0.226563699801	0.165529322034	0.165059811627
s	0.00434551276614	0.00096595692026	0.00280197138543	0.00571912822623	0.00686188604723	0.0093224226019	0.0290511295762	0.0287179059986	0.098411238657	0.189821026087	0.249280203267	0.201789068678	0.172912493876
i	0.00392617528871	0.00087549308342	0.00110923689181	0.00270485627874	0.00272725558908	0.0041406341673	0.0121950026254	0.0127723385329	0.0503023365523	0.110590873029	0.239811437756	0.403077054226	0.155767293625
n	0.00510801002957	0.00084404570114	0.00053589010627	0.00170599411291	0.00133754355969	0.0021687701491	0.00628336495847	0.00686829073097	0.0248641991841	0.0560516830097	0.297224235919	0.478036688075	0.118971310208
a	0.00532367877652	0.000532755307047	0.000321952684423	0.00095413079097	0.000658826649897	0.000993650643033	0.00294897130282	0.00295202926366	0.014948533628	0.0362295584366	0.303586574973	0.524433476025	0.106115851136
g	0.00456612955884	0.000516551355682	0.000306585251474	0.000863984630323	0.000579416366632	0.000862793681011	0.00222919740094	0.00167589938789	0.00928678610933	0.0265477259122	0.325252534658	0.577568998675	0.0497433797787
l	0.00460682321961	0.000832200338561	0.00197044095382	0.00238052671011	0.00376347553888	0.00370200339367	0.00890747666698	0.00183831456263	0.0186650343698	0.0587538636374	0.463127051553	0.345256386225	0.0861963815929
i	0.00317286220654	0.00141686567952	0.00280808431794	0.0043093396367	0.00564810774629	0.00816703913122	0.0186541255557	0.0211798561209	0.0241150627899	0.0611810118791	0.342539917184	0.415918742075	0.0908889561976
