 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.9104608	0.0150022005	0.0029168037	0.0028447906	0.00150504045	0.002671683165	0.015554011925	0.0031390258	0.0262110531	0.0196946424
d	0.9101351	0.0152838095	0.00289572705333	0.00217592270333	0.00136422548333	0.00276509672167	0.0154940732817	0.0034137473	0.0262952966667	0.0201770561333
r	0.912274333333	0.0448008998333	0.00261030853778	0.00286988787111	0.00306129196111	0.00180043394056	0.00834832040057	0.0030310968	0.0113049399556	0.00989852524443
e	0.815538567778	0.130051633278	0.00467212434593	0.0156136787237	0.0054814327537	0.00299603234685	0.00957969546686	0.00326428346667	0.00783035961853	0.00497222134814
f	0.603725979259	0.331060441093	0.00562882044864	0.0192345469079	0.0111670830179	0.00459718251562	0.00705145485562	0.00433827182222	0.00634300417284	0.00685322318271
f	0.398812499753	0.467892380364	0.0401317078162	0.0178776499693	0.0311347066726	0.00875687757187	0.00529750598521	0.0113684440741	0.00875474115761	0.0099734730609
ò	0.241823176584	0.534838576788	0.0916094509387	0.0343874369898	0.0482252905575	0.0165374401906	0.00567812699507	0.012504222758	0.0082975791192	0.0060986797503
m	0.104027595861	0.607406768929	0.132437770313	0.0511334889966	0.0432139315192	0.0251956627302	0.00728661199836	0.00921177865267	0.0117963221064	0.00829003031343
m	0.0413274380537	0.48472408631	0.182981036771	0.156461982999	0.0349083661731	0.0354768985767	0.0154495959995	0.0242537035509	0.0151267333688	0.00929012743781
u	0.0232413877846	0.264685675437	0.146163018257	0.247978944333	0.107296806391	0.118344269526	0.0174986423332	0.060673965517	0.0101643244563	0.00395297724594
e	0.0960853652615	0.148638038479	0.0581051517523	0.222381274778	0.153570438797	0.148523929842	0.0298843161111	0.0624123935057	0.0296473454854	0.0507517658486
m	0.116256243421	0.0908454878263	0.0322053082508	0.231130491593	0.259696436266	0.0993586732807	0.0365110807037	0.0299515108352	0.0370617388285	0.0669830450162
o	0.0840714894737	0.0649392576088	0.0280717664169	0.212801673864	0.398401465422	0.105050196094	0.0205014399012	0.0299061182784	0.0197872046095	0.0364694270721
m	0.0719595608246	0.0545535725363	0.0221809304723	0.168830724621	0.473081678474	0.119028993698	0.0198770666337	0.0296482363261	0.0146408098698	0.0261984622574
a	0.0567484779415	0.0384548041788	0.0177109351574	0.138317784874	0.513785869491	0.159708001233	0.0198414577112	0.0280436290087	0.0130593366233	0.0143297331525
i	0.0628767549805	0.0459117763929	0.0122163047191	0.100572558291	0.385505983164	0.249989320411	0.0647977490704	0.0307441286696	0.0234555262078	0.0239299168842
g	0.0456254886602	0.0325431956643	0.00577955850637	0.067840200097	0.359205167721	0.34376696347	0.0819425616901	0.0171292800232	0.0231543929026	0.0230131748281
r	0.0281103326534	0.0159388817548	0.00314022503546	0.0421915640323	0.414784802574	0.433731001157	0.0340610956634	0.0110488298077	0.00874523660087	0.00824801539603
a	0.0181020143178	0.0325767319183	0.00571934061182	0.0479808326774	0.308284734191	0.520933847052	0.0168537236545	0.0369360116026	0.00610826500029	0.00650447671868
m	0.0133237394393	0.0355468265394	0.00846600353727	0.0397107095591	0.16425686573	0.464770832351	0.193040193218	0.0457956395342	0.0272963853334	0.00779279200623
m	0.0098156958131	0.0292568554131	0.0131362775124	0.0662277871864	0.0980172062433	0.44119022745	0.260609778406	0.0342090441781	0.0421479884445	0.00538914473541
è	0.00995894010437	0.0282409752377	0.0121967256608	0.0717259205621	0.0801665634144	0.555752175817	0.113061558135	0.0988680933927	0.0264589668148	0.00357008667847
n	0.00578845436812	0.0117451904259	0.00482937747693	0.0284951881874	0.0879634458048	0.555893498606	0.158510594045	0.113263369464	0.0304777042716	0.00303321879282
a	0.00735779562271	0.0294496493886	0.012160354259	0.0313235558958	0.0906316186016	0.426610939535	0.165947286682	0.188386324821	0.0412475210905	0.00688500603094
a	0.0306073802076	0.12299855313	0.0172532474197	0.0784236186319	0.0621756628672	0.252536324845	0.064009246894	0.276216481607	0.0466136753635	0.049165836677
n	0.0409491367359	0.132143470043	0.0119818426399	0.0802779742106	0.0381962222891	0.138065976615	0.0974616049647	0.261084493869	0.135819228455	0.0640200562257
g	0.0326816955786	0.0637794823477	0.0113766210466	0.0561755094035	0.0632258520964	0.239516795538	0.112284573988	0.239217677956	0.153510272818	0.0282314940752
r	0.0233826928595	0.0383053779159	0.0103472735822	0.0448886001345	0.0656483765321	0.250418983179	0.0646671336627	0.208600175985	0.263108487606	0.0306328906917
à	0.0094090195865	0.0144628499386	0.00632412176073	0.0178820842115	0.024570094444	0.0961526487263	0.0443940975542	0.448211645328	0.307124539202	0.0314689264639
m	0.00355200782883	0.0060405062462	0.00304058302024	0.0077430773705	0.009386750898	0.0382915477088	0.0283463921847	0.496483548443	0.394114323067	0.013001312388
m	0.00160640650961	0.00376987594873	0.00301379010675	0.0054320369235	0.00409245308267	0.0196388597029	0.0279628937282	0.381885076148	0.530602447689	0.021996190796
a	0.00368572473654	0.0192843620829	0.0162660533689	0.0234830346412	0.0115481451609	0.0405957352343	0.0319431275761	0.474161375383	0.350773615896	0.028258830932
</S>	0.00604193086827	0.0341826295415	0.0284042766845	0.0403032723206	0.0197163590805	0.0629295976172	0.0399242337881	0.497857537691	0.249534397948	0.021105779466
