 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.8855252	0.102891119	0.00133115575	0.00358333425	0.00068178195	0.00022025669	0.000588034565	0.0043785804	0.0008006138
e	0.818121446667	0.159766926333	0.00394767158333	0.00719213901667	0.00235681858333	0.000320247493333	0.000672451955	0.0068232108	0.000799132713333
f	0.528787302356	0.443967958778	0.00492915192778	0.00773755917222	0.00310566196111	0.000348976254444	0.000398224700333	0.0102142246	0.000510991917778
ò	0.236846364252	0.686348052926	0.0357648417093	0.0169368378907	0.00558538608704	0.000279391284815	0.000216948562111	0.0177181828667	0.000304067375926
r	0.154805927417	0.692347984309	0.0762721339031	0.0286373679636	0.012735186029	0.000708719961605	0.00121083486737	0.0235664826222	0.00971538456198
s	0.0842764994723	0.531780718103	0.121612347968	0.0546007216545	0.0166176630097	0.00688552452054	0.0361292398558	0.0201146482074	0.127982634854
i	0.0656726641574	0.280537589368	0.284493012656	0.120051138885	0.0185170850032	0.00932187864018	0.0479707281186	0.0142888870691	0.159147013618
è	0.0488630880525	0.265828389789	0.411616370885	0.152781239628	0.0220515706677	0.00501528301339	0.0179288270395	0.0161194193564	0.0597958008727
n	0.0222765880175	0.280449363263	0.469653750295	0.135208901876	0.0389611412226	0.0032738421378	0.00724436281317	0.0163616384521	0.0265704198909
a	0.0154588633392	0.168308007421	0.581728800098	0.157029922625	0.0458901504075	0.00408855117927	0.00474439690439	0.0112780958174	0.0114731967636
m	0.0139817329797	0.0595745985737	0.642878386699	0.172560524208	0.0700573101358	0.0102408287264	0.0044290336348	0.0182050222725	0.00807253878787
b	0.00777433842657	0.0216401617679	0.679320982233	0.166187948069	0.0779499273786	0.0115944334755	0.00348894487827	0.0231288814242	0.00891438259596
ì	0.00538285804219	0.00826303983263	0.613639220744	0.218966636023	0.104166393126	0.0164238290585	0.0105846466261	0.0154274591414	0.00714589596532
k	0.0029061802474	0.00518061157754	0.498883866915	0.272536688674	0.150446587709	0.0199356690195	0.013000279542	0.0125258003805	0.0245842890884
e	0.00758137964913	0.00544432452585	0.358502228972	0.227443896225	0.21958045257	0.0685862456732	0.0372175928473	0.0209507814602	0.0546930930295
à	0.011072600883	0.00949241830862	0.163364389657	0.121306255408	0.42750682419	0.110248198558	0.0452966805158	0.0665517404867	0.0451608801098
t	0.00599526412767	0.00916364853621	0.0657801855523	0.0529143964693	0.682672041397	0.0758423805193	0.0162928551053	0.0739694281622	0.0173697389699
t	0.00368967920922	0.00363955009207	0.0419848121841	0.0413912794898	0.558929393799	0.0702534491731	0.0203739730684	0.0356716207207	0.224066156157
i	0.00547273673641	0.00254167401069	0.034908080728	0.0433746394966	0.3199451446	0.202876747724	0.0465322103561	0.0389625192402	0.305386220386
f	0.0046460088788	0.0022450894169	0.0187321475093	0.0253603234655	0.407144081533	0.313782375908	0.049104501452	0.0579853487467	0.121000125795
i	0.00966483659293	0.00151112918563	0.0185317944364	0.0356587777885	0.367977253844	0.326467091969	0.0661299418173	0.0786828595822	0.0953763059317
n	0.0114585971976	0.00143204166188	0.0181151809121	0.0388588346962	0.234662487948	0.40495510399	0.0790605919391	0.112027916527	0.0994292676439
è	0.00840949873253	0.00150276425396	0.0132255017374	0.0296788493321	0.193597905983	0.494296224663	0.054892675313	0.143895668842	0.0605009548813
s	0.00733410096084	0.00140343424132	0.0116251067125	0.0269723421107	0.176593008661	0.565406731554	0.0427717071043	0.131999529614	0.0358940886271
t	0.00291377321695	0.000818626173773	0.0048520562375	0.0109520341702	0.128585095554	0.485466537185	0.0361827073681	0.079307411538	0.250921799876
r	0.00142934699565	0.000380421561258	0.00240501637917	0.0054497524234	0.0509633608513	0.332093722395	0.040847760456	0.035608707846	0.530821923292
a	0.00155603717522	0.000854733620419	0.00323265965972	0.00693185637447	0.0248782919504	0.361955704132	0.124016095152	0.048980018282	0.427594627764
o	0.00713610782507	0.00522651180681	0.00772713165324	0.0164054524582	0.0155268609835	0.381820868044	0.145404587051	0.216533576094	0.204218915921
l	0.00821415444836	0.0061505221356	0.00713929426775	0.0151073310461	0.0114004815612	0.313201709348	0.0952071293503	0.374042882031	0.169536475307
à	0.00341393305612	0.0024071849252	0.00328434313925	0.00715885744203	0.00765603558707	0.238109903116	0.101775654783	0.498227530677	0.137966537102
d	0.00174254363871	0.00116975214507	0.00197231625975	0.00460524633401	0.00598222102902	0.190649631039	0.089543208261	0.639854363559	0.0644807077007
r	0.000933204276237	0.000556328875023	0.00111702183325	0.00269649696467	0.00391239678634	0.14556149368	0.082353816087	0.485519071186	0.277350192567
o	0.00201473126875	0.00120467329501	0.00373189447775	0.00739738285489	0.00393446870545	0.10729906456	0.141702898696	0.336830917062	0.395883990856
</S>	0.00313850763438	0.00208718089751	0.00633979123888	0.0120120369274	0.00545599485273	0.11346345228	0.193572979348	0.376691773531	0.287238285428
