 	non	ha	mangiato	mai	un	rustico	</S>
e	0.4762719665	0.213877345	0.00682787065	0.0033481543	0.00495523175	0.012090431215	0.2826290273
n	0.169916448167	0.501484715	0.0186317542167	0.0051387021	0.00678599948333	0.016241929405	0.2818004926
è	0.058049019589	0.804091451667	0.0222123314056	0.0045425569	0.00511661262778	0.010788373635	0.0951996514333
c	0.0203624282963	0.905254880556	0.0294136081352	0.0031901985	0.00311576177593	0.00604136271167	0.0326217249111
h	0.00977037399877	0.790262876852	0.125674076045	0.0176320451667	0.00480240925864	0.0399448089039	0.0119133563704
i	0.00639383619959	0.457838687951	0.394925308682	0.0462296740556	0.0384143860862	0.0516043145013	0.00459373405013
f	0.00391492479986	0.180140814984	0.639897112894	0.0702286313519	0.0536232900287	0.0467580497004	0.00543715924338
a	0.00796173746662	0.0893048616613	0.652073457631	0.129299713784	0.0679593980096	0.0468486242335	0.00655217674779
m	0.0154560334889	0.0493966212204	0.533467162544	0.260061394595	0.0717726593365	0.0562668874112	0.0135792059159
è	0.013188619363	0.0208929490735	0.373486084181	0.453908841532	0.0641411547788	0.0586781751371	0.0157042022386
n	0.005921016321	0.0104034837578	0.256134851394	0.624746910511	0.0658296479263	0.0276968660457	0.0092672508462
a	0.00594441777367	0.00850928831927	0.163424336131	0.641244843504	0.148738857309	0.0248687766819	0.00726947664873
m	0.00837033892456	0.00776691733976	0.0720137817103	0.696867434501	0.17720994577	0.031923768894	0.00584782108291
à	0.00655628730819	0.00464277201325	0.0326467320701	0.646737688167	0.27737929859	0.027369676298	0.00466755322764
i	0.0126334291027	0.0149826093378	0.0288523205234	0.350998831389	0.568824756197	0.0165351134327	0.00717292594255
è	0.0299717820342	0.0249068891126	0.0306024705078	0.14338466913	0.726646818732	0.0128994531442	0.0315879163142
n	0.0261042865781	0.0165577733375	0.0170989038026	0.06270850471	0.813172039577	0.0276552443814	0.0367032721047
a	0.0141456582594	0.0217736857458	0.0262169645675	0.07070048657	0.800932766526	0.0355816584605	0.0306488113682
n	0.0111418342198	0.0235100661819	0.0291176739725	0.0689955105233	0.528932560842	0.30639959182	0.0319027751227
r	0.0069380007066	0.00954383076063	0.0129563527742	0.0400708885078	0.460984505614	0.436191380607	0.0333150290409
ù	0.00515332536887	0.00536878918688	0.0091709293914	0.0337336945026	0.575701601871	0.337079526869	0.0337921220136
s	0.00295367212296	0.00254885833229	0.00511808314713	0.0190562618342	0.431362240624	0.499763708956	0.0391971396712
t	0.00694539157432	0.00200410838076	0.00446772366571	0.0157188819447	0.273458503541	0.484579726319	0.21282562989
i	0.0192107981914	0.0139242266269	0.0348664756219	0.0641989866482	0.320969317847	0.291420672106	0.25540949963
k	0.0185865186305	0.0168510845206	0.042479173094	0.0732391987494	0.275536334182	0.380878344035	0.192429319543
o	0.0302347654435	0.0444645238185	0.053643088918	0.0667318494498	0.159926296294	0.478914794678	0.166084676614
</S>	0.0498388177218	0.0804545219092	0.085953564459	0.0963266997249	0.179903483147	0.422128547339	0.085394373457
