 	possono	essere	ancora	svegli	</S>
i	0.79081553	0.055715395	0.01452709505	0.08220951255	0.0567323673
s	0.486013692	0.346698371667	0.0178713176833	0.0887620005167	0.0606545871
ò	0.233665232667	0.691291723889	0.0125885835611	0.0374058110722	0.0250486358333
z	0.145961034222	0.816994041296	0.00999072252037	0.0138883119241	0.0131658837444
o	0.0744377067407	0.875440760432	0.0361630715068	0.00512983781137	0.0088286303648
n	0.0299773337802	0.915109400144	0.0442051179689	0.00506531544046	0.0056428745716
e	0.0163945904601	0.904802890048	0.0681658234563	0.00519827646349	0.00543846502387
ì	0.01880276882	0.752117120016	0.198590357819	0.0149679674712	0.0155217701746
n	0.0145252525067	0.658145273339	0.269450872606	0.0253913534904	0.0324872243915
e	0.0133220707356	0.480257721113	0.455030584202	0.0163407372301	0.0350489067972
a	0.0167882892452	0.194071055038	0.464185206067	0.283926217477	0.0410292375991
n	0.0117061537484	0.070813692846	0.198044275689	0.682898692492	0.0365371731997
k	0.0464199072495	0.162627564115	0.220980620896	0.551691030831	0.0182808787332
ò	0.0577950934165	0.197942612038	0.521115983632	0.209905125277	0.0132411839111
r	0.0207091037388	0.0743628850793	0.631984247877	0.257131676759	0.0158120843037
a	0.0197801155129	0.0798561154264	0.615348935959	0.262493341786	0.0225215071012
a	0.0839706695043	0.116246283809	0.51683084532	0.219464000129	0.0634882313671
t	0.107487246501	0.0832413449363	0.240043314107	0.473582623376	0.0956454904557
s	0.080551382167	0.111741913312	0.288005223702	0.438019124125	0.0816823784852
ù	0.067879765389	0.173886234437	0.438692737901	0.177121707708	0.142419604495
n	0.0343716756963	0.121446648812	0.301950741967	0.284391519236	0.257839441498
n	0.0144012175654	0.0458574730373	0.124918606656	0.315813625079	0.499009100499
i	0.0289885472885	0.0832943671124	0.235173942219	0.16918639036	0.483356800166
t	0.0318034558428	0.0938254888241	0.256543794473	0.16255587012	0.455271423389
i	0.0368037456943	0.184251282728	0.220453201891	0.11908001204	0.43941176613
</S>	0.0574910758472	0.321375921364	0.312319235945	0.06811797402	0.240695785565
