 	deve	che	entra	da	qui	</S>
è	0.995844475	0.0019858801	0.00058137635	0.000343047398	0.000549286745	0.00069597564
n	0.979899128333	0.0101030546333	0.00336049518333	0.00162429871133	0.003876503445	0.00113651394
g	0.650537265444	0.0680545172111	0.182215197394	0.0699180462371	0.0250843331483	0.00419059564667
h	0.237115645815	0.209831155737	0.360223655798	0.132519985412	0.0388551827161	0.0214543402156
i	0.0972670122717	0.318372041912	0.329966468599	0.167884365137	0.061706956572	0.0248031112385
s	0.0400285000906	0.293110160637	0.3869505962	0.166660711712	0.101594832191	0.0116551742462
e	0.0257402743635	0.199764355212	0.3767092854	0.254154327237	0.131866104064	0.0117656484154
n	0.0201328364978	0.099752337804	0.2160595318	0.447114209079	0.206680794688	0.0102602994718
a	0.0107794925426	0.0423830503347	0.151226877267	0.50068447636	0.249298594896	0.0456275088239
m	0.00899682684753	0.0249144064449	0.104372300422	0.46525973212	0.336594278299	0.059862438608
b	0.00755272794918	0.0159065486483	0.0521389248073	0.399784117373	0.496070662766	0.028547017536
i	0.00764928264973	0.0204423077161	0.0431287216024	0.299384682458	0.602612774255	0.0267822448453
a	0.0195948798832	0.0208612962387	0.0303480623675	0.162525547286	0.743944008085	0.0227262239484
p	0.0215346262611	0.0106941085396	0.0118463910458	0.0576558547287	0.889171152695	0.00909787538447
ò	0.00758221716703	0.00385184108653	0.00472212297193	0.0212069356762	0.958969717565	0.00366717612982
t	0.00284183321901	0.00152773225218	0.00230654335064	0.0085842042254	0.981433639188	0.00330608314327
t	0.00136015895634	0.00213960886073	0.0100025516102	0.0169331788085	0.867847979729	0.101716559548
ù	0.00310399448545	0.00934331162024	0.0286320952034	0.0473897029362	0.77181295991	0.139717947849
</S>	0.00496807874273	0.0152188233101	0.0386342361017	0.0659789464681	0.795326229955	0.0798736809245
