 	la	pasta	vuole	sale	</S>
i	0.9466772	0.0387187145	0.00346673665	0.00466360385	0.00647366735
p	0.844654233333	0.0813773381667	0.02207146805	0.0425548441833	0.00934210978333
à	0.700627944444	0.190737266056	0.0443112560167	0.0561176607278	0.00820590489444
s	0.449838408148	0.459654362019	0.0546492343389	0.0245691219093	0.0112889149315
t	0.174648134083	0.74070368734	0.0490567017796	0.0117851697698	0.0238063306438
a	0.0761984873943	0.60243939578	0.26959270426	0.0296224067233	0.0221469855479
ì	0.0467219761314	0.245390821927	0.47101371142	0.224700555574	0.0121729188493
t	0.0198461389771	0.0831703481423	0.575139993807	0.308967908525	0.0128756076164
e	0.0134212575924	0.0328937930474	0.592235211269	0.330193959508	0.0312557505388
l	0.0110102507975	0.0170357350825	0.407595453756	0.519792186503	0.0445663401796
e	0.00822991786583	0.0094338219275	0.259206601252	0.681785428834	0.0413441967265
à	0.00761460658861	0.00570449367583	0.121494659417	0.835708192945	0.0294780089088
l	0.0029921996162	0.00232942724861	0.046638565639	0.919117327648	0.0289224813029
a	0.00405312665873	0.00204361627287	0.0326911743797	0.926100189216	0.035111922101
</S>	0.00656334432937	0.00286335593644	0.0382277356898	0.922368994608	0.0299765910505
