 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.9846569	0.01251602175	0.000320520445	0.0010737503	0.000142331455	0.00045363322	0.00083688453
p	0.961420663333	0.0323000675833	0.000343526575	0.00399043	0.000109446105	0.00072355564	0.00111236466333
e	0.660285914444	0.298655364194	0.00455423470167	0.0313578118333	0.001472871365	0.00243566008	0.00123817002111
r	0.257481651481	0.675251821398	0.00833486603389	0.0471204132778	0.00290354092167	0.00764630716	0.00126142420704
i	0.104626103827	0.803581573799	0.022384264478	0.0549220337593	0.00376697344056	0.00893976588667	0.00177923690235
k	0.049401469609	0.832516947933	0.0327965901593	0.0631346535864	0.00548009814685	0.0147898111289	0.00188029356745
u	0.022427863203	0.831952772644	0.0338942087198	0.0705572868621	0.00533271518228	0.0167276722763	0.0191074242892
l	0.0134165218677	0.748129204215	0.0587801495733	0.096445568954	0.0130967095274	0.0449253573254	0.0252065037297
ò	0.00597146708923	0.573191868072	0.244079976524	0.097831726318	0.0159365823425	0.0537005044418	0.00928785714323
s	0.00281864341974	0.333969391024	0.558943458841	0.0671100177727	0.00838175028083	0.0221798458139	0.00659687831441
o	0.00824826619658	0.151698867675	0.535027659614	0.126306934924	0.127929240427	0.0410351942713	0.0097538311048
n	0.0102467985322	0.065636018225	0.274679694538	0.361008778308	0.192846930142	0.0877749314238	0.00780684396827
a	0.00901892864407	0.044577006075	0.131597314179	0.521860226103	0.163504520047	0.0963157224746	0.0331262689228
n	0.00844012089469	0.032437030025	0.0519141905263	0.557763728701	0.215072693349	0.0928731861582	0.0414990405076
a	0.0054067916449	0.0285450580083	0.0216004363088	0.585435229567	0.22398926445	0.0982254220527	0.0367977877025
t	0.00440797862163	0.0269532398028	0.0108563152363	0.544153109856	0.259739204817	0.118608604018	0.0352815208342
è	0.00186808518054	0.0116127773009	0.0053085101121	0.408996873285	0.428684651606	0.130898514673	0.0126305967781
t	0.00092155617018	0.00648288926697	0.0028106919707	0.262900774428	0.581596000535	0.137968178224	0.0073199514927
s	0.00038905787006	0.00276639380566	0.00372873302357	0.145774293476	0.624984383512	0.187736992741	0.0346201734976
i	0.00164405822669	0.00359570148522	0.0151452016745	0.062285001492	0.622541911171	0.24651484758	0.0482732934992
a	0.0115596254089	0.0267007249284	0.0396654305582	0.0564115888307	0.52598472039	0.265999869193	0.0736780481664
t	0.0134957321363	0.0322586852761	0.0371815409861	0.0472065437102	0.324150953463	0.469506483064	0.0762000548221
s	0.0050304508121	0.0124628545254	0.014380338462	0.0211204520034	0.181226594488	0.737330247688	0.028449031474
è	0.00222005634737	0.00632403097513	0.00774650138733	0.0134550783345	0.143148158163	0.809879915896	0.017226236258
n	0.000863553870457	0.00288568637171	0.00420086910644	0.00715886251817	0.0925452795543	0.875663605299	0.0166821594193
ì	0.00132749750149	0.0038750145039	0.00577678511281	0.0125348195794	0.0723065366848	0.889480401766	0.0146989744731
t	0.00149521429583	0.00426585650797	0.0063434404676	0.0144251493798	0.0665023952283	0.892959613922	0.0140083741577
t	0.000836853893943	0.00260019350932	0.00795296125253	0.00781730531327	0.0657516947428	0.843787917974	0.0712530953859
a	0.00334120873131	0.00599813516977	0.0209928240842	0.0155687517711	0.177882691581	0.634637029325	0.141579341795
</S>	0.00578067836566	0.00904234658489	0.0293313870421	0.0229610418855	0.26534209579	0.512430129663	0.155112300897
