 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.9714757	0.0223694185	0.00134378965	0.00032381104	0.000358108915	0.00048978555	0.00115928945	0.00248012365
A	0.798679533333	0.195063132167	0.00229511975	0.00024767273	0.000262039961667	0.000419800073333	0.00106441185	0.00196828891
n	0.731539144444	0.254647280056	0.01077322815	0.000452159836667	0.000364433823889	0.000352245501111	0.000850626816667	0.00102086589667
n	0.679014924815	0.102793727352	0.0718974537167	0.0200548584622	0.0376740049746	0.073112628687	0.00658918783889	0.00886320519889
a	0.381248018272	0.231496413784	0.171536724572	0.0374865534874	0.0558946726582	0.101396822896	0.0096290530463	0.011311753483
à	0.166409959424	0.571760344595	0.146912875857	0.0247358898291	0.0272753928861	0.0419103032987	0.0129613414488	0.008033880911
r	0.065536009808	0.786284384865	0.0883803609523	0.00957833847637	0.0118176152354	0.0179992247662	0.0133868963829	0.00701710427033
t	0.028287163036	0.582026871622	0.202865741651	0.0240126493588	0.0494547316851	0.0865900429221	0.0148677020276	0.0118950470568
e	0.0154825994453	0.285244833874	0.433661973884	0.0538418894529	0.0683764942284	0.113147902974	0.0166788147425	0.0135654683523
n	0.0094277953151	0.261650167958	0.575507254628	0.055065946151	0.0315618831761	0.0422776109913	0.0188834816475	0.0056258348841
a	0.0074556362717	0.200200849319	0.609073568209	0.0982016600503	0.0301626991587	0.0221302133304	0.0232009595492	0.00957437006137
s	0.00704014145723	0.11341784444	0.633928922736	0.145963066683	0.0332316217196	0.0153813696435	0.0397321651831	0.0113048186871
t	0.00396764351908	0.0779775067467	0.714793407579	0.113180458894	0.0249130255732	0.0084316179145	0.0509223333944	0.00581396122903
è	0.00280607417303	0.0274115855156	0.56738653586	0.288468416298	0.0657883448577	0.0156444358048	0.0296608353981	0.00283371755968
i	0.00304545659101	0.0119611837385	0.23617601062	0.561825372099	0.0990483482859	0.0230995762683	0.0595606327327	0.00528339500323
i	0.0126684167303	0.0080798273795	0.0924711288733	0.519507934033	0.175206559429	0.0860816344228	0.0709842235776	0.0350002653344
t	0.0208943985768	0.00571568189317	0.0617237596244	0.468551121344	0.22420750981	0.107608920474	0.0694150605259	0.0418835291115
t	0.0143422415256	0.00341218018772	0.0497043182081	0.612983940448	0.176681216603	0.0532244254913	0.0743254915086	0.0153261837505
u	0.00734242050853	0.00162237988591	0.0258640500694	0.611367546816	0.209426465534	0.0764350448304	0.0614584551695	0.0064836174635
m	0.00504572743618	0.00097536575197	0.0180348986898	0.489897725605	0.282934765178	0.12730902161	0.0622363800565	0.0135660773212
b	0.00257734451206	0.00041169001399	0.0135238548299	0.521195418535	0.285694368393	0.121465230537	0.0399892940188	0.0151427892071
r	0.00194708780402	0.000267023954663	0.0101977475433	0.496170012845	0.288996862798	0.135271376846	0.0513479370063	0.0158019515024
ò	0.00161792350134	0.000216763339554	0.00678965245443	0.299129657615	0.314873474266	0.305549225615	0.0560931770021	0.0157301088341
s	0.000601838352447	0.000115602269851	0.00286754982481	0.180152669205	0.345152764755	0.430852628538	0.0317854110007	0.00847152327803
e	0.000945363602816	0.000366078735284	0.0089186133416	0.143052669735	0.322930781585	0.448143802846	0.0633837643336	0.0122589330927
m	0.00117069179427	0.000459442354428	0.0118841979139	0.126682583245	0.246910513862	0.509419720949	0.0824423164445	0.0210305240309
è	0.00115625329142	0.000257206010809	0.00583203603797	0.093292168415	0.185142669287	0.611959106983	0.0842635571482	0.0180969682436
n	0.00108034660047	0.000185429868936	0.00255278212266	0.044531601805	0.149089554429	0.688866135661	0.103749599049	0.00994453164787
a	0.00177718860349	0.000834311438312	0.0102774768842	0.049993103935	0.157271581476	0.588683511887	0.181038619683	0.0101242078826
s	0.00207474155783	0.00106005797944	0.0132226642281	0.0452278428783	0.112016340492	0.366939460629	0.444282923228	0.0151759692942
t	0.00108622605594	0.000431303753147	0.00685209357603	0.0214422965261	0.0670240634973	0.31045503021	0.559503351076	0.0332056454314
e	0.00115013059865	0.000602587511049	0.0106979817587	0.033983937842	0.103036484499	0.366728663403	0.448440683692	0.0353595241438
p	0.000931318576217	0.00061344526835	0.0102390369396	0.033405814814	0.0912543314663	0.251708827801	0.579390827897	0.0324563880479
l	0.000458535055406	0.000230085842117	0.00483544366653	0.0123231656713	0.0358262621221	0.114348645934	0.788437052632	0.043540855016
ò	0.000353940638469	0.000222118118706	0.00311427708884	0.00721907009043	0.0220267667074	0.0927082953113	0.833372317544	0.0409832953387
n	0.00022371282349	0.000212625699569	0.00133668099961	0.00479968289681	0.0145606924025	0.102229865104	0.794250022515	0.0823867797796
n	0.00015852402183	9.3510496523e-05	0.00178671476987	0.00382079483227	0.0178612366342	0.128091941701	0.640072957505	0.20811435326
i	0.00075924501061	0.00142904535217	0.00813127458996	0.0423647756108	0.0701547022114	0.189625827234	0.475038565835	0.212496587753
</S>	0.00134009320531	0.00279219467609	0.013410552295	0.0800211328054	0.114729571106	0.233229428617	0.416294652918	0.138182398876
