 	non	ho	cosa	a	fare	</S>
e	0.44092303875	0.053055355	0.00176603103	0.00518150435	0.1180730735	0.38100103575
n	0.15055881275	0.210345961667	0.00471764091	0.02621664845	0.202207401167	0.405953568583
è	0.0561853629167	0.458882780556	0.0219632756367	0.0522080094833	0.202827130389	0.207933469528
c	0.0228371055056	0.569202643519	0.0684637752122	0.0596077748278	0.12842072613	0.151467963176
h	0.0096589617352	0.408394348506	0.366572498404	0.0510677212759	0.07389351371	0.0904129502587
o	0.00663848761173	0.166736896835	0.452255681135	0.254169768425	0.0765136319033	0.0436855626196
t	0.00790466420391	0.0861440206117	0.217250746712	0.389001889475	0.244776598968	0.0549221042065
i	0.027118696068	0.124168848537	0.132241066904	0.358466689825	0.285989203989	0.0720155047355
k	0.031210896456	0.134061154112	0.069284097768	0.348185779942	0.35544063233	0.0618174505785
à	0.0136898235853	0.0652888736373	0.0306605477227	0.418858569981	0.432858150777	0.0386440215262
i	0.0770644281951	0.234592232212	0.0423378089076	0.40608201666	0.220263200592	0.0196602551754
</S>	0.143191934098	0.406846601106	0.0603264644538	0.26352086833	0.113460890796	0.0126531710877
