 	stava	ancora	cucinando	</S>
ì	0.99427753	0.00155084756	0.00100978861	0.0031618224697
s	0.994174553333	0.00222610122667	0.00225247761	0.0013468701197
t	0.956779727778	0.0156399931756	0.0217860162033	0.00579426095657
i	0.897481809259	0.0626025493919	0.0327943784011	0.00712123873219
g	0.864297569753	0.0754121547973	0.0550540758004	0.00523615299073
g	0.757296323251	0.0931672799324	0.107030451933	0.0425059269969
h	0.60072644775	0.133613459977	0.144623447311	0.121036635666
e	0.43065587925	0.328175539992	0.130985701104	0.110182883155
a	0.263666903083	0.589355946664	0.0844346140347	0.0625425423183
n	0.142100438361	0.684952462221	0.117965306345	0.0549817441061
k	0.0602500334537	0.74968337074	0.146838392115	0.043228132702
ò	0.0315722073846	0.82580222358	0.111697907372	0.030927633534
r	0.0134243848615	0.81187093786	0.126902275791	0.047802397478
a	0.0398831127872	0.584904055953	0.31285235193	0.0623604791593
m	0.0479277699291	0.355748705318	0.530064860643	0.0662586867198
a	0.0239348073097	0.243062721773	0.673960496881	0.0590419897733
r	0.0153829895732	0.125908843924	0.83386231896	0.0248458621244
è	0.00634697972773	0.0478684126413	0.932187092987	0.0135975553748
o	0.0308943843092	0.0621026722138	0.897562317662	0.00944064245827
n	0.0381813895697	0.0636195734713	0.882758872554	0.0154401661528
t	0.0163281266566	0.0291263248904	0.937103437518	0.0174421180509
a	0.0348000645522	0.0353769776301	0.895078945839	0.0347440076836
</S>	0.0564207902761	0.045779001315	0.842137972919	0.0556622363418
