 	è	che	è	entrato	da	qui	</S>
è	0.88281175	0.097356083	0.00502134385	0.0063592963	0.003015417675	0.001630902025	0.00380528097
n	0.73810685	0.220104884333	0.0137210755167	0.0069239878	0.007978100325	0.00737106820833	0.00579410102333
a	0.457265366667	0.293782554778	0.0916441871722	0.0837165224333	0.038741450775	0.0283654564028	0.00648448580778
m	0.186257194556	0.247471061593	0.229447609057	0.139487947478	0.0632448782583	0.118833453468	0.0152578819359
b	0.0679011649853	0.179991180531	0.301208219686	0.192561502493	0.0715235327528	0.167491221156	0.0193232096453
ì	0.0272281519618	0.113049769177	0.313955553229	0.235352267498	0.191693727584	0.108269653719	0.0104508777484
k	0.0117231420206	0.0545356473923	0.37238851441	0.274727349166	0.210363072195	0.067647354573	0.00861494611613
e	0.0226060928735	0.0494034911308	0.302528022803	0.240100149722	0.240140860398	0.122395824858	0.0228256040387
a	0.0607681309578	0.0577794617103	0.147331752268	0.120489259907	0.277324926799	0.296323988286	0.0399825006796
p	0.0581062773193	0.0371705245701	0.0791776495893	0.088001074969	0.1534605276	0.553719596095	0.0303643839599
ò	0.0244292064398	0.01551684069	0.0356347820298	0.0519293469897	0.134168227867	0.727805165365	0.0105164698533
t	0.0106867129466	0.00722153083	0.0169614009433	0.0231360505632	0.121565202622	0.814786008455	0.00564312131777
t	0.0047245195822	0.00367224651	0.00927630691443	0.0148826710877	0.0700746542073	0.685068656152	0.212300963006
u	0.0134002089941	0.01235403197	0.0252166696381	0.0273409923626	0.0848378147358	0.548885968717	0.287964317002
</S>	0.0230817409971	0.021297897485	0.041516831319	0.0388250346813	0.117326327368	0.601140809359	0.156811352501
