 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.989668825	0.00804814425	0.00051844696	0.00035226852	0.000188513495	6.30469285e-05	0.000125427315	1.5936104e-05	0.00011077714	0.000115811885	0.00025681428	0.000535915965
ì	0.990542775	0.00814421425	0.000272231088667	0.000153183211667	9.70298682e-05	2.81651765e-05	8.93893018333e-05	1.01082012333e-05	6.51178084667e-05	7.11627182333e-05	0.000201900734333	0.000324670268333
o	0.976929078333	0.00766363918333	0.000363531674889	0.000501692695556	0.000228905129267	0.000428955666833	0.000698268384111	0.00519066997998	0.00160983524462	0.00115382467264	0.00152891473578	0.00370266283611
ì	0.778675559444	0.0437871828278	0.00469049312496	0.00289345113185	0.00128172364309	0.00263100595561	0.00535342182804	0.0449524984933	0.0142680790815	0.0120404967575	0.0251997645786	0.064226333612
s	0.437869813148	0.339750980943	0.0107018210417	0.00365071914395	0.0015841037277	0.00296113171854	0.00628984718268	0.0530492267478	0.0169240778738	0.0145562311278	0.0317211099529	0.0809409782573
s	0.188795603383	0.700202673648	0.0219767276806	0.00673904731465	0.00426256848923	0.00270712303951	0.00388578630089	0.0185643210993	0.0076853188046	0.00564674905127	0.0121271392776	0.0274069791191
e	0.0726471307943	0.619540837883	0.23404262256	0.0255107147715	0.00980575682974	0.0036393700465	0.0036564991003	0.0077676730331	0.00512198960153	0.00288072851709	0.00573204732587	0.00965463428637
r	0.0344383688314	0.569656099294	0.32651931752	0.0390303139238	0.00964744484325	0.0027120938155	0.0027398432001	0.0033211500447	0.00272294760051	0.0014751097257	0.00405756264196	0.00367979061879
e	0.0196885808438	0.478328284765	0.421509142507	0.0574049653079	0.00804909751442	0.00217022360517	0.0021861599667	0.00202208564857	0.00167186290017	0.0009099156819	0.00340733531399	0.00265239036293
k	0.0147303124813	0.212485913255	0.570342864169	0.165139730103	0.0180012121715	0.00341750036839	0.00277189172223	0.00159334055019	0.00174690083339	0.00102487148063	0.005366557038	0.00337890658764
a	0.00884262569377	0.115942463752	0.605278904723	0.227225483368	0.0218664170572	0.00405257435613	0.00278690255074	0.00135128735073	0.00157815921113	0.000982852083543	0.005947613146	0.00414470966255
s	0.00640467496459	0.0500248312507	0.558128988241	0.329369567789	0.0336337666857	0.00634066785204	0.00276345232691	0.00126632935358	0.00157627050371	0.00104481428451	0.00565385251533	0.00379279072085
ì	0.00357056972153	0.0285088078836	0.411903939414	0.49163975593	0.0434658235619	0.00727631531735	0.00288435629897	0.000552120031193	0.00156783898124	0.00105368846817	0.00556043020844	0.00201635350362
m	0.00186727667518	0.0121945104279	0.356639493138	0.56895498531	0.0375128355206	0.00811792463912	0.00343854212299	0.0020521273204	0.00248380054041	0.00165043346272	0.00385430177281	0.00123373499787
b	0.000665912830393	0.0044534446993	0.255339554379	0.621364328437	0.0394176395069	0.0240009365464	0.00888434437433	0.0193817622401	0.0107135919801	0.00673209375424	0.00760186859094	0.00144451123262
e	0.00105805201413	0.00241774645643	0.14535226046	0.655603622812	0.0899906398356	0.0398142035155	0.0116981831248	0.0240001919134	0.0135125779934	0.00782393581808	0.00765670746365	0.00107189425087
r	0.00134102538138	0.00328948605214	0.0810802071533	0.583011380937	0.204245476612	0.0607477045052	0.0179104660416	0.00867889850447	0.00993737766447	0.00540219303936	0.0234905247546	0.000865274023623
i	0.00153696860379	0.00433183965071	0.0728164703844	0.402608253646	0.373863405537	0.0681146668351	0.0220015750139	0.00563911553482	0.00917031788816	0.00479409321312	0.0291683025182	0.00595500550787
k	0.0016776349346	0.0061373756169	0.0536775551281	0.275915307882	0.524211921846	0.079556970945	0.020766484338	0.00459936821827	0.00668774862939	0.00307080447104	0.0157642287727	0.00793458463596
à	0.00122303784487	0.0061889228723	0.0280724810427	0.196168629294	0.630999477282	0.0917868036483	0.0223009347793	0.00238609911276	0.00473895547646	0.00191632909035	0.0106715721242	0.00354674131199
