 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.91159015	0.0420291175	0.000483146235	0.000784527885	0.000462447578	0.00060757723	0.00069648732	0.00168161198	0.00201214616	0.023919902745	0.01573286122
d	0.65305078	0.293704995833	0.000506033991667	0.00109824782833	0.000465241574333	0.000795601476667	0.00082097794	0.00244963476	0.00293846382	0.0267867552483	0.01738321764
e	0.437850356667	0.451793965278	0.0256384075539	0.00517967860944	0.0184161446731	0.00299103849222	0.00167416401333	0.00496675085333	0.00358221837333	0.0141493536161	0.0337578544467
r	0.299005189556	0.575471921759	0.0340425773346	0.00665049080315	0.0243923159222	0.00358053102407	0.00200367300444	0.00524078231778	0.00317353489111	0.0083614497387	0.0380774765822
f	0.114442291852	0.82241379392	0.0134541914282	0.00834807953438	0.00844355880523	0.00274650116802	0.00147068993481	0.00243237260593	0.00216004349704	0.0098418009129	0.0142466481274
ì	0.0543291296173	0.89694076464	0.0115609843094	0.0122465085115	0.00330849588174	0.00272296392267	0.0011240441916	0.00145689066864	0.00153634101901	0.00913132393763	0.00564253875647
m	0.0233591940058	0.833747901547	0.108351489103	0.0144757691705	0.00591708110725	0.00276897867422	0.000712612010533	0.00228494378955	0.00155315592634	0.00374144824588	0.00308738439949
u	0.0260650894686	0.605936090516	0.155109910701	0.0993617130568	0.0361079290357	0.0218006008914	0.0238665191368	0.0160044488299	0.00721598597545	0.00350902138196	0.00502265473316
s	0.0277940260562	0.414175653505	0.1242064579	0.244154177686	0.0440762941452	0.0345432979638	0.0321693231456	0.02078037161	0.0122063876585	0.040262355794	0.00563169591105
i	0.0248453832521	0.289884491168	0.126947447633	0.385561799229	0.0440123891817	0.0270008463213	0.0188307744819	0.0130363942033	0.00981946145283	0.0514190248647	0.00864200830368
e	0.035947776084	0.177603350389	0.153381510878	0.47804856641	0.0570231847272	0.0218656987738	0.018361749994	0.0110605936344	0.00762056388428	0.0241105022216	0.0149764591012
n	0.0272470736947	0.093394852463	0.134555031626	0.576338022137	0.0362336334091	0.0427397379246	0.020330248498	0.00927499611147	0.00982619362809	0.0379133417405	0.0121468095337
è	0.0117537422982	0.0391577594877	0.0551485328753	0.723804597379	0.0351506759697	0.0590538393082	0.018519768166	0.00762007697049	0.0084346577427	0.0364676219268	0.0048886771779
e	0.00798298016607	0.0300443578292	0.0247977608584	0.59286644246	0.0400114583232	0.0763441131027	0.164203554722	0.0226466835902	0.0183108836142	0.0177810469889	0.0050106725593
r	0.00831255005536	0.0291682049431	0.0116730825195	0.421429667487	0.0240921967744	0.168875294368	0.247979128241	0.0292005825301	0.0229627152047	0.0304663773296	0.00584016278643
