 	io	voglio	che	Maria	venga	qui	</S>
e	0.97279978	0.0156719985	0.00068091228	0.0071237375	0.000278616075	0.00098933665	0.0024555753
v	0.846895213333	0.101502602167	0.000682962446667	0.0449808658333	0.000577138381667	0.00208057945	0.00328061576667
ò	0.701019917778	0.234950794056	0.00137937728222	0.0571653772778	0.000762992873889	0.00225778271667	0.00246377670556
t	0.522118422593	0.430077538019	0.0127821204274	0.0249095557593	0.0019288843713	0.00450359397222	0.00367995135185
è	0.250280243198	0.660899466006	0.0596750991425	0.0121521386531	0.00461876712377	0.00843985915741	0.00393450898395
l	0.095829955066	0.743255442002	0.124057769714	0.00754717128437	0.00783416020792	0.0136443468858	0.00783121352798
o	0.0445779506887	0.540823990667	0.274048376571	0.00759561199479	0.056680653736	0.0609595966286	0.0153138665093
n	0.0226380962962	0.265800846889	0.460960658857	0.0458580558983	0.0779215512453	0.11451611221	0.0123046766364
a	0.0203803508321	0.152854806963	0.513107909619	0.0680138666328	0.0714045350818	0.136929767403	0.0373087353455
r	0.0194223191107	0.077779949321	0.39454226654	0.211764546878	0.0845774446939	0.166361139134	0.0455523507485
t	0.00851238120357	0.0339112887737	0.413794448847	0.258244513959	0.0703884465646	0.152898629711	0.0622503058828
i	0.0172578730679	0.0323224182579	0.477626896282	0.114810019653	0.107943345522	0.168558233237	0.0814811906276
e	0.022241059356	0.0309010877526	0.281225204761	0.322977889884	0.121543565841	0.165153286412	0.0559579255425
M	0.0125159406187	0.0170722906842	0.10893981192	0.530036863295	0.106978762614	0.186748287471	0.0377080931808
a	0.0211441193729	0.0309985919947	0.06305472064	0.364237871098	0.168322407538	0.30156476249	0.0506775190603
r	0.0227970752576	0.0340684080316	0.03723917188	0.242180173699	0.235119869179	0.378196897497	0.0503983683734
ì	0.00787323588587	0.0118119815605	0.0149304868933	0.192376252566	0.39799360306	0.356306089166	0.0187083253778
a	0.00337455859529	0.00575277437017	0.00998507256443	0.101592272189	0.509566957687	0.359590536389	0.0101378214926
e	0.00658042683176	0.00839557879006	0.00928178735481	0.0941046173963	0.334555802562	0.490486445463	0.0565953529642
t	0.00866075207725	0.00938038653002	0.00683994628494	0.0824306934654	0.141877129521	0.679971995154	0.0708391136547
t	0.00638345029242	0.00713321144334	0.00825896076165	0.0516836888218	0.145726098507	0.751777628385	0.0290369545516
ù	0.00410457177747	0.00483197535111	0.00735768733722	0.0357353636739	0.155945792836	0.775697046128	0.0163275135172
</S>	0.00212176470874	0.00252724398056	0.00403629729361	0.018741127937	0.116280606418	0.844996003064	0.0112968837586
