 	ho	finito	di	scrivere	</S>
s	0.8613939	0.067035639	0.03405082075	0.01926582375	0.0182538218
p	0.6219415	0.229412935	0.09581336025	0.0332909745833	0.0195412494
ì	0.302149427667	0.564662125	0.0988161124167	0.0260497985811	0.00832253879333
c	0.115813045222	0.775682621667	0.0864909364722	0.0132499409137	0.00876343145778
c	0.0454045165407	0.626922340556	0.307381408824	0.0111034368379	0.00918824565259
e	0.0697979853136	0.463700700185	0.453870579608	0.0074167892793	0.0052138843842
t	0.0775535769712	0.313991701395	0.547180169869	0.0532918612264	0.0079826644614
s	0.0278080205237	0.132612601798	0.746874806623	0.0823115180755	0.0103930466538
a	0.0757003998412	0.293280387266	0.566779852208	0.0505157726918	0.0137236267179
à	0.261128476614	0.397968699089	0.217821052269	0.0489408745639	0.0741409435726
t	0.259030455805	0.211023779196	0.129167955623	0.233331139521	0.167446704524
s	0.0902305922017	0.081221435232	0.112376768541	0.542323626507	0.173847608175
e	0.122832374067	0.197258677744	0.086924632847	0.464505895502	0.128478389392
g	0.132119951289	0.232599594248	0.129530980949	0.312361218501	0.193388199797
r	0.0550624096963	0.161693399749	0.173389696983	0.333330632834	0.276523843266
à	0.0813028792321	0.288284199916	0.184460318994	0.213690658611	0.232261957755
t	0.0810507115107	0.251344733305	0.134929941665	0.368978807204	0.163695825918
s	0.0462580589369	0.117654324435	0.0689267458883	0.578996902401	0.188163988639
i	0.112116342979	0.163943188145	0.0544668206294	0.432545447467	0.236928206213
</S>	0.173348161489	0.221848794073	0.0552543883147	0.309759243734	0.239789393106
