 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.9817271	0.00511695748	0.00364724686	0.00050737716	0.002382957385	0.00039103472	0.00017780889	0.000272307125	0.00041576107	0.00024660248	0.000458424375	0.0033867728	0.001269634915
l	0.97185658	0.0163817218133	0.00268880432667	0.000455341993333	0.002075253285	0.00055022244	0.000152881236667	0.000252677401667	0.000503315223333	0.000269845676667	0.000470100225	0.00311510126667	0.00122814228167
l	0.935404116667	0.0441403759378	0.00449385917556	0.00147921511111	0.005201759495	0.00138843064667	0.000356650428889	0.000558063243889	0.00110424917444	0.000379682408889	0.000640502475	0.00295745642222	0.00189562333722
ò	0.881263728889	0.0710714173126	0.00437013472519	0.020303451237	0.006407571165	0.00664071868222	0.000737429192963	0.000981936347963	0.00130281859148	0.00038232480963	0.000745248268333	0.00378688607407	0.00200630436907
r	0.85826237963	0.0741449357709	0.00303821457506	0.031937667079	0.00477510772167	0.0119262102274	0.00203178089765	0.00185021228265	0.00233131196383	0.000535433459877	0.00113587093278	0.00405649995802	0.00397435754636
a	0.593759939877	0.170021591924	0.0173329033584	0.116735568026	0.0123606599072	0.0472572870758	0.00750433796588	0.0102815514276	0.00508987048794	0.00141557835329	0.00444550817759	0.00805585831934	0.00573936118212
f	0.224486110626	0.493563307308	0.0258052581195	0.140780444009	0.0168315839691	0.0558114960253	0.00806041320196	0.0123766729759	0.00448800851931	0.00140532392776	0.0051018861392	0.00783475953978	0.00345475959404
è	0.0865593223087	0.736504712436	0.0227535480398	0.0932608793363	0.0112888261897	0.0295175236751	0.00401851568065	0.0057731357253	0.00193715794644	0.000569538812587	0.00235595055973	0.00389117941326	0.00156973051468
t	0.0336367852029	0.745822800812	0.0290829936799	0.125772813112	0.0086516449299	0.028995701225	0.00541590896022	0.00415131130843	0.00309685683215	0.000627750930862	0.00146490631991	0.00817560960442	0.00510490862156
i	0.016319596401	0.622760670271	0.08714108956	0.160002131037	0.0180970476433	0.0463208374083	0.0128362919867	0.00927152193614	0.00488166767738	0.00115359507695	0.0032957384733	0.0104902913015	0.00742951497385
p	0.007935452467	0.62106144009	0.119257139853	0.135455169012	0.0305162525478	0.0449897538028	0.0127514499289	0.0104284977454	0.00345720199246	0.00099349446565	0.00386212971443	0.00552019396717	0.00377185132462
ò	0.00430500102233	0.595268623363	0.106305063284	0.214051098337	0.0326886408493	0.0299331402676	0.00563366100963	0.00426318394847	0.00145192864082	0.000403452321883	0.00161718430148	0.00269308025572	0.00138595747021
r	0.00261755424078	0.423841174454	0.123169517761	0.347451019446	0.0385306302831	0.0461493494225	0.00801770843654	0.00255382474949	0.00127819329027	0.000324842133961	0.00078890600716	0.00367505775191	0.00160224175207
k	0.00137237333359	0.294200676151	0.159459549254	0.295008109815	0.0347373194277	0.0479647531408	0.0216459458122	0.00620263608316	0.0220553224968	0.013028618778	0.00679389540239	0.0891594297506	0.00837142571736
e	0.00119266456453	0.140291671384	0.191167766418	0.339632353272	0.0470204091426	0.0591799893803	0.0294820459374	0.00948656969439	0.0290582016989	0.0173053688927	0.0095252410008	0.117094482517	0.00956326601912
t	0.00125935058818	0.105111961795	0.227669795473	0.348876677757	0.139867216381	0.0752560064601	0.0245769066458	0.00866716489813	0.011521979533	0.00662211406423	0.00580920236693	0.0413175449057	0.00344408916971
e	0.00236737722939	0.0949352179317	0.181805850158	0.355466742586	0.209899532127	0.0975137921534	0.0187216232153	0.00674820266604	0.00530052847767	0.00301206535474	0.00401417665564	0.0153803474352	0.00483452910657
è	0.00278232994313	0.0393854522106	0.101242675053	0.341677030862	0.351230517376	0.118825920718	0.0224756627384	0.00463638778868	0.00273781222589	0.00148084556825	0.00201307908521	0.00619687876173	0.00531538182219
r	0.00146074777104	0.0172716942035	0.078260327351	0.234373603621	0.389358089125	0.196219176906	0.0671156955795	0.00598397446289	0.00237455860863	0.00114897377275	0.00132069449507	0.00301181407058	0.00210065737073
k	0.000704918640347	0.0103270776345	0.064530488117	0.28719434454	0.215898616375	0.226733352302	0.11227284186	0.011558494821	0.0162701235362	0.0163883345909	0.00862540446502	0.0178110078902	0.0116850084336
o	0.000404980326782	0.00622468224483	0.0511595473723	0.241241684847	0.130585092125	0.264040404101	0.189521257287	0.0216473542737	0.0217842091787	0.022139363197	0.0133244120217	0.0229323384967	0.0149946868112
m	0.000297246652261	0.00274246254828	0.0293249444574	0.195335544949	0.123676980708	0.328000928034	0.249395462429	0.0261768634246	0.0106417287262	0.00939412773233	0.00762814540723	0.0119986483656	0.0053869355504
e	0.00176306914075	0.00383146838276	0.0201489500191	0.188755874983	0.135602026903	0.361155476011	0.21957780081	0.0370414268082	0.0100217555754	0.00584371307744	0.00549038190241	0.00781900328853	0.00294904406347
m	0.00231785207025	0.00419787212759	0.00960565687303	0.184977368328	0.130803468968	0.384060925337	0.208822643603	0.0439723509361	0.0106312510251	0.00508291319248	0.00511472373414	0.00805759792951	0.00235535608782
a	0.00287294564675	0.0043563837092	0.00582915945768	0.182050402776	0.120582416323	0.389042108446	0.209338684534	0.0496335536454	0.0142928785084	0.00582207139749	0.00507147777805	0.00854181244317	0.00256612449594
p	0.00333285254892	0.00493964286973	0.00522370198589	0.102797834259	0.206457638774	0.367226956149	0.179518048178	0.0883450612151	0.0175345088361	0.00769202479916	0.00936926892602	0.00505360581439	0.00250890894865
à	0.00167791767631	0.00292293592324	0.0048037024953	0.0547979040863	0.213036451925	0.34622526205	0.217522749393	0.123004267072	0.0145247649454	0.00719218459972	0.00982263030867	0.0033332209048	0.00113602772622
l	0.000786452795437	0.00159848136441	0.00210283471177	0.0449406633621	0.105967056308	0.384652944017	0.303850916464	0.118627411024	0.0172869306485	0.00839242003324	0.00535508496956	0.00576229106827	0.000676495135407
