 	lo	posso	finire	di	scrivere	</S>
o	0.52247413	0.0416541715	0.0333821422	0.05890671385	0.184953306015	0.1586295062
s	0.2013743274	0.360672727167	0.0339469957333	0.0589431097167	0.185274986372	0.159787860167
ò	0.0720113128667	0.621521162389	0.0308817725778	0.0448133316722	0.132612733157	0.0981597381557
z	0.0357195412889	0.667841870796	0.0515400595259	0.0427512213907	0.118928625386	0.0832187557186
o	0.0309246100963	0.708172983599	0.154554895175	0.0199566696302	0.0451760592953	0.0412148432395
s	0.0233504210321	0.6882373912	0.233494835058	0.0140323325434	0.0195696245984	0.0213154737465
p	0.020663277344	0.4973932454	0.280354475019	0.145108581848	0.0451444498661	0.0113360209155
i	0.0487494641147	0.197268198467	0.474797885006	0.207061208949	0.0586235269554	0.0134997443052
c	0.0474367187049	0.0953413828223	0.675729305002	0.127429052983	0.0390768193185	0.0149867507684
c	0.0175083921683	0.0471615689408	0.759819935001	0.137326725994	0.0283599961062	0.00982340135613
è	0.00953103132277	0.0280294626469	0.816799945	0.125851950665	0.0144420109687	0.00534561978538
t	0.00599426233426	0.019491924549	0.619803705	0.226655975555	0.118550072923	0.00950406549513
s	0.00268551000475	0.008201742183	0.307490918333	0.306730935185	0.302163344308	0.072727555165
i	0.0225752526683	0.108243904394	0.331741846111	0.177519174728	0.255080867603	0.104838978388
à	0.0381130495561	0.400831968131	0.34468142537	0.0681582526427	0.0922741880343	0.0559411391293
t	0.0224144858254	0.395287086244	0.18690805079	0.148281882281	0.141373655345	0.105734839376
s	0.0138225899151	0.138812464948	0.14505710593	0.225431537427	0.328627518448	0.148248801792
e	0.0254520939717	0.129090860983	0.31188944531	0.137932166809	0.292516804816	0.103118642597
g	0.0248461573239	0.120831375628	0.307072636103	0.21017897327	0.177582946939	0.159487924199
r	0.0123222704413	0.046895759176	0.238491343034	0.274924974423	0.210505102313	0.2168605614
à	0.0136400968138	0.0697645317253	0.388564924345	0.185491634808	0.165327725438	0.177211087133
t	0.0118746699713	0.0720889886751	0.312700296782	0.142181283269	0.341824226479	0.119330551711
s	0.0077633083571	0.0286766966584	0.142501157594	0.105980487756	0.571865508826	0.14321285657
i	0.0193059314524	0.0923945012195	0.209917535865	0.0682491159187	0.409437629609	0.200695305523
</S>	0.0291999857262	0.16397952061	0.295290987932	0.0543974554593	0.254522704805	0.202609372761
