 	mi	si	gonfiò	il	dito	</S>
m	0.522820413	0.020405826	0.054783001	0.00245259505	0.22401741575	0.17552080935
u	0.273994983	0.080484642	0.165956423667	0.00457324318333	0.26773116525	0.207259598117
b	0.16306304	0.234744804	0.317790304556	0.00504416806111	0.17697680375	0.102380887606
r	0.0600229496667	0.501253731333	0.286607008185	0.0092040748537	0.102375692583	0.0405365697687
i	0.0539515672222	0.577541313778	0.282779379395	0.0194134989512	0.046390710861	0.0199236102896
s	0.0486835502074	0.333188549593	0.360244486465	0.135079312984	0.0946846776203	0.0281194554632
t	0.0181296427358	0.199321054864	0.402060472155	0.182843710995	0.106794049207	0.0908510474877
ì	0.0153390487786	0.184958918288	0.477808724052	0.154310026998	0.073263761069	0.0943195008292
o	0.0261490205929	0.117976128429	0.380387984684	0.144362165666	0.28662631169	0.0444984019431
d	0.022418361731	0.053423090043	0.178020810561	0.219836378555	0.496852670563	0.029448706981
à	0.0235859234437	0.0277720582477	0.0789765035203	0.321535842852	0.527227790188	0.0209018786603
t	0.0237102585946	0.0182733096492	0.0430949910734	0.261721890951	0.632685530063	0.0205140105534
t	0.00899505431153	0.00698828838307	0.0167471830245	0.150266312984	0.484529466688	0.332473694518
i	0.0174876581038	0.00837514706102	0.0158096984415	0.0720501559947	0.375492878896	0.510784484839
l	0.0194433441799	0.00816684060701	0.0140161700572	0.0795298009982	0.560517676299	0.318326191613
o	0.056984032872	0.0301465924557	0.0392403669291	0.0689697913327	0.570940475433	0.233718750538
</S>	0.104201051436	0.0561395412279	0.0713792634645	0.0422098421664	0.517603087716	0.208467225269
