 	hai	già	mangiato	</S>
è	0.99294043	0.0026378749	0.0017172379	0.00270445355
c	0.980071696667	0.0115397179667	0.00499828823333	0.00339027211667
h	0.907489082222	0.0323472489889	0.0532813847444	0.00688222857222
i	0.648388624074	0.166822353996	0.177955548248	0.00683340839074
g	0.304434048025	0.445971307999	0.238384259416	0.0112103179969
i	0.132942696008	0.652721869333	0.194995879805	0.0193394993323
à	0.0772551506693	0.645832806444	0.257846649935	0.0190653557774
f	0.0329058730564	0.490558952148	0.454055116645	0.0224800339258
a	0.0239179738521	0.281990476383	0.665798705548	0.0282928129753
m	0.021208682784	0.119682579128	0.814646235183	0.0444624813251
è	0.0105732217613	0.0497007580427	0.895993945061	0.0437320784417
n	0.0066607607971	0.0224727533476	0.91814591502	0.0527205508139
a	0.090050605809	0.0579747414492	0.794979855007	0.0569947816046
</S>	0.176378842904	0.102597760725	0.684400252504	0.0366231478023
