 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.99455542	0.0015615986	0.0018375416	4.43186265e-05	1.7896541e-05	2.76911235e-05	0.00028343771	0.00167207495
ì	0.99615004	0.00131318126667	0.00114659612667	4.98267915e-05	6.56006816667e-05	3.48077268333e-05	0.000180428173333	0.00105951914
n	0.968098803333	0.0229033743222	0.00293426906889	0.000549680117167	0.000332960737222	0.00112515406561	0.00297635859778	0.00107940457
i	0.758056031111	0.0563543081074	0.0614805687563	0.0166190668724	0.0157954318457	0.0368107651552	0.0514624238659	0.00342143169
e	0.500948523704	0.0484662930358	0.110859784585	0.0281789099575	0.0953750962819	0.0622604193851	0.069270739622	0.0846402380633
n	0.296726664568	0.0197038685119	0.384158689862	0.0161814303458	0.106869595527	0.035494479395	0.0294116372073	0.111453611454
è	0.145451124856	0.013253128004	0.659023219954	0.0190982338086	0.0645899552757	0.0267486517317	0.0268676070691	0.0449680605847
r	0.0837543384187	0.0116555401347	0.655727806651	0.0525502546029	0.0664168150919	0.0518070339106	0.0468601466897	0.0312280375282
k	0.0301668617596	0.0118460128449	0.450573022217	0.162854121534	0.058831818364	0.132685474637	0.11680414423	0.0362385258427
o	0.0144513247399	0.0191486049483	0.318352107406	0.179741683845	0.0558735771213	0.145702449879	0.23146684141	0.0352634162809
t	0.0104113007133	0.0157243643161	0.392314115802	0.116713917948	0.0592712000404	0.143844451626	0.239527413803	0.0221932695603
t	0.0051879386711	0.00929948877203	0.261724943767	0.123993000983	0.0846650100135	0.344839393875	0.157064034601	0.0132262329868
e	0.0126943825237	0.0210647682573	0.115507561089	0.0861206493277	0.0918558153378	0.394580277958	0.264398324867	0.0137782313289
e	0.0172079096412	0.0227603936858	0.0679999721297	0.0336027112759	0.0879425404459	0.455987172653	0.290922440956	0.0235768481096
t	0.0091664504804	0.00995681616193	0.0263512561432	0.013109855592	0.0772586301486	0.629854990884	0.211339966319	0.0229620368699
u	0.0158682692935	0.0159415793873	0.0195312253811	0.00737509999733	0.0529087133829	0.509980143628	0.36430045544	0.01409451779
s	0.0173635612978	0.0175374025958	0.0160975746604	0.00504038406578	0.0339541631276	0.316580601209	0.576681131813	0.0167452152633
m	0.0112245189659	0.0140628916653	0.00851101275347	0.00477220262193	0.0175144147092	0.32822210707	0.601177143938	0.0145157784211
è	0.0108373288886	0.0134383948884	0.00987579491782	0.00520556170731	0.0141779892364	0.313695532357	0.592632314646	0.0401371661404
n	0.0058598509962	0.0063450988828	0.00764562834594	0.00342972453577	0.0366887840788	0.325798674119	0.563705821549	0.0505264833801
o	0.00640514813207	0.0370426072143	0.0243543201553	0.0185622823119	0.0415654930263	0.295220989373	0.549681840516	0.02716732246
m	0.00635228062836	0.0471138847814	0.0298669876818	0.0240425279706	0.0187473963421	0.235799304458	0.618619183505	0.0194584231533
e	0.0333373437938	0.0339001823038	0.0312248455239	0.0150224031902	0.010454096114	0.215355515486	0.650593614502	0.0101119792511
t	0.0423576808066	0.0296634949679	0.0317140152746	0.0123954912967	0.00629008080467	0.104396199162	0.764639551501	0.00854346295037
r	0.0141653994059	0.0103331870326	0.0107152048915	0.00768637866557	0.00614024536822	0.0760240837207	0.8652136105	0.00972188531679
ò	0.00579058746363	0.0065592348542	0.0061776323305	0.0100460262219	0.00814573245607	0.0471382602402	0.900127516833	0.0160149684389
m	0.00299415700121	0.00521829577807	0.00460191758483	0.00954190867397	0.00800747598536	0.0258002417467	0.925254892278	0.0185810694796
e	0.0422449807804	0.0833046797527	0.0297356883363	0.0424084108247	0.0197280214951	0.0316822749156	0.728725650759	0.0221702831599
</S>	0.0829790003902	0.163874039876	0.0571524541681	0.0790101254124	0.0316555007475	0.0398164539578	0.51463387538	0.0308785440799
