 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.974784215	0.01003641005	0.001462717715	0.001043432505	0.000365138425	0.000466875152	8.8011225e-05	0.001552084165	0.00039356091	0.00053899738	0.000684251619	0.00054586313	0.00183299087	0.001541636625	0.00466379213
v	0.943648881667	0.03538542055	0.00119107248167	0.000511384258333	0.000390655653	0.000473951444	8.92425436667e-05	0.00228190393167	0.000519804003333	0.00135874934	0.000757843049667	0.000639698143333	0.00346387102333	0.001705269375	0.00758224171
ò	0.855681860556	0.118951373517	0.00334757629389	0.00158070123944	0.00109328589567	0.001091006108	0.000662273613222	0.00243383106056	0.000495363187778	0.00139972875	0.00183563605989	0.000614115314444	0.00311328662111	0.00125228439167	0.00644767957
s	0.583878036852	0.391701481172	0.00733471776463	0.00216996987981	0.00147412294189	0.001312959636	0.000920260317741	0.00134233680352	0.000348496915926	0.000593137656667	0.0021641641033	0.000485627601481	0.00146284078704	0.00116682446389	0.00364501785667
t	0.248358278617	0.642114817057	0.0314701662549	0.0086640379266	0.014660056124	0.002696747012	0.0127338164192	0.00104988850117	0.00461800737198	0.00102457772222	0.00788062111777	0.00357564629716	0.00503736406235	0.013360993388	0.00275493628556
o	0.098795862539	0.631316572352	0.0916677504183	0.0627089039755	0.0229623253747	0.008097575004	0.0204093331397	0.00229713836706	0.00780128012399	0.00186952417407	0.0155671457059	0.00567119466572	0.00682080598745	0.0196306189293	0.00438390776185
d	0.051042552513	0.480373657451	0.298570996806	0.0744267273252	0.0121880590916	0.00773016740133	0.0106920445032	0.011542750789	0.00495575467466	0.00282590289136	0.0111899746486	0.00315648356857	0.00805521646248	0.0166756017764	0.00657407358728
e	0.0358004508377	0.28637195915	0.458631888935	0.117804175108	0.0104528113305	0.0133218322004	0.0129004082911	0.016402347263	0.00332528002489	0.00293348076379	0.00873481096287	0.00185267283619	0.00809766205416	0.0141281062588	0.00924207786243
r	0.0272357177126	0.134473335717	0.607610986312	0.134346222369	0.00984698441017	0.0151870190268	0.0136160185637	0.020170412421	0.0026923305083	0.0025675006546	0.00784045140762	0.0013435250554	0.00472673858472	0.0084042224196	0.00993847328748
f	0.0110502588375	0.0505965905723	0.816862062104	0.0543765314563	0.00691026077006	0.0056093959356	0.00600213832123	0.0200027931403	0.00180224706943	0.00234186508487	0.00324289352254	0.000728333248467	0.00497367296157	0.00865589080653	0.00684502486249
ò	0.00563354044583	0.0229064309908	0.843675887368	0.0699840238188	0.01284838559	0.0063075949452	0.00892458577374	0.00987825971343	0.00229482102314	0.00153623314162	0.00174429518751	0.000527865526156	0.00369623036386	0.00647511883551	0.0035667109895
m	0.00257279001194	0.0104234963636	0.791126662456	0.0869451269396	0.0345479958633	0.0374663709817	0.0200099319246	0.00463825318448	0.00324436984105	0.00119780522721	0.00099889120917	0.000707022165385	0.00177338238462	0.0029820613785	0.0013658276885
u	0.00393601620065	0.0265847500212	0.599822854152	0.133236921313	0.0433773969544	0.0583899919939	0.0637224239749	0.0179064803415	0.018312273347	0.0151292294091	0.00322461983639	0.00300415368846	0.00403870844821	0.00704585532617	0.00226834345283
e	0.00811859406688	0.0384612550071	0.379750568051	0.216686083771	0.0280945859848	0.102685047331	0.098731833325	0.0492468011138	0.0271860927823	0.0210019514697	0.00562083571213	0.00394803286282	0.00574471808274	0.00903204784206	0.00569156895094
n	0.00803529802229	0.0226446060024	0.28626738935	0.203900461257	0.0150478737616	0.107244150777	0.0683550211083	0.220570313705	0.0253664532608	0.0146649741566	0.00403361058738	0.00210949655427	0.00607887529425	0.00917614468069	0.00650533231698
t	0.00547576750743	0.0133010746675	0.25933733645	0.271825860419	0.0124322516872	0.0761557585923	0.0473782850361	0.255197061902	0.0226031550869	0.0113004790189	0.00192331954579	0.00136562478476	0.00563565796475	0.0124891942269	0.00357916529899
u	0.00658497266914	0.0236143428892	0.214541888817	0.35794926014	0.0134528902291	0.104033586197	0.0845594183454	0.130218127967	0.0301500676956	0.00746676797297	0.00474814628193	0.00254627462825	0.00439975508825	0.013949055409	0.00178545425966
t	0.00607546158971	0.0240570443964	0.117667027606	0.237171731047	0.00896639164303	0.0799129770657	0.0872754767818	0.339294809322	0.0504816625652	0.013182311991	0.00591657496064	0.00288243927608	0.00737381259608	0.017143910803	0.00259843171989
ò	0.0058399802299	0.0149455735655	0.0895325038687	0.129115784682	0.00913473144768	0.0569476273552	0.0797101945939	0.440167559774	0.117025715522	0.0213844003303	0.00430162385355	0.00325160622536	0.00861581006536	0.017409684101	0.0026172575733
g	0.00566061995663	0.0120863439552	0.0826806272896	0.101479845561	0.0140945988159	0.132191715785	0.173269796531	0.252826949925	0.176358951841	0.0228288824434	0.00380274495118	0.00419355037512	0.00589369932179	0.0113292929337	0.0013023715411
r	0.00216229541388	0.00469958365173	0.0424350204299	0.0590861398537	0.0211126476053	0.248842991928	0.309356932177	0.121063650208	0.144000175947	0.0180112226478	0.00569911865039	0.00941121885837	0.00500615010726	0.00757033104457	0.00154249703037
a	0.00125097991963	0.00488980111724	0.01830802281	0.0542992439512	0.0205954632018	0.209506918976	0.273081697392	0.101840693636	0.242458703982	0.0278194367159	0.0103676812168	0.0160615386195	0.00669508826909	0.0112741383482	0.00155060982012
z	0.00099890726321	0.00478679058241	0.00988279530333	0.0461791634171	0.0111677436339	0.0988151646587	0.154097351131	0.287833014545	0.300267217994	0.042525065572	0.0100196481389	0.0127681044398	0.00759126055636	0.0120510661161	0.00101672851671
z	0.000679113977737	0.00240597173747	0.00555753626778	0.027971493239	0.0177417754446	0.157945994886	0.172500602377	0.309502883182	0.233198899331	0.0347414588573	0.00984899377963	0.00997967371327	0.00674059488545	0.0093163590387	0.0018686305389
a	0.000939810092579	0.00499524324582	0.00872930988926	0.033085335413	0.0242940474815	0.159534388295	0.153438120792	0.139150556061	0.364527609777	0.0511996766191	0.0141891005932	0.0201591665711	0.00858490386182	0.0149202610129	0.00225245421297
m	0.000937635577526	0.00611876988194	0.0104322552964	0.027320550471	0.0154548108272	0.087355982765	0.125221796931	0.118243348687	0.463836263259	0.0673074255397	0.0240300371977	0.023174698857	0.00925709262061	0.0186668033376	0.00264249043766
à	0.000971272172509	0.00359587842731	0.00616702146547	0.012844934557	0.00770706289573	0.0602925135883	0.104218493044	0.102190097896	0.512315261086	0.113654648513	0.0253473957326	0.0228921979523	0.0115808708735	0.0138345684459	0.00238771830589
i	0.0015658865575	0.0107454141424	0.0129569385218	0.018083005919	0.00400104235191	0.0210837902628	0.0363944134813	0.0909379109653	0.447289113695	0.269938199504	0.0135156310109	0.0313641536508	0.0174396806245	0.023401822482	0.0012829512953
è	0.0017337975525	0.0162876170475	0.0197532905073	0.024117941973	0.00282666928397	0.00780062285427	0.0136585771371	0.160517350322	0.228962604565	0.420760956501	0.0068906817703	0.0467775785503	0.0174453645415	0.030175477494	0.00229144089843
n	0.00113531367083	0.00931368503917	0.0122098892691	0.0127684905043	0.00131811170799	0.00291179919142	0.00487862260237	0.168618360107	0.198017128188	0.468126168834	0.0068014475901	0.0621388975168	0.0180551205138	0.031288202498	0.00241873699948
a	0.00464810314361	0.0237344473697	0.0158295061897	0.00762272968143	0.00319562478266	0.00194555193714	0.00414571784746	0.0972530300357	0.280345412729	0.371620182945	0.0106171898634	0.0520244825056	0.0420741488379	0.0681456374993	0.0167981886998
n	0.0059965907312	0.0287924507232	0.0180633053966	0.00679271289381	0.00490334632755	0.00232102347905	0.00714405561582	0.104980350012	0.279268207576	0.315761620982	0.0277488442878	0.0504833841685	0.051911533946	0.0735747214998	0.0222577906999
g	0.00249610202707	0.0104074080744	0.00884397516553	0.00485307073127	0.00949240250918	0.00484560599302	0.00742556087194	0.102652824471	0.226067689192	0.340556220327	0.0406175464293	0.150570534723	0.0355698856487	0.0463719428333	0.0092292001333
r	0.00120026857569	0.00414669565813	0.00479811792184	0.00434141077709	0.0169553431697	0.0133628909977	0.0123702999573	0.039231117957	0.166382436397	0.254940236776	0.173591082143	0.225194511574	0.0294809882162	0.0340583796111	0.0199462374778
à	0.000578545916897	0.00172063330271	0.00237723010728	0.0029186645257	0.0135673498899	0.0136264668992	0.0129995376858	0.016240192919	0.091450430799	0.249638775592	0.217579628381	0.305290787191	0.0299446614054	0.019407170537	0.0226599376793
m	0.000218670545632	0.00067749685957	0.00096981943576	0.00133227811523	0.00552745149663	0.0060733646664	0.00519912288193	0.006409719173	0.0562613845997	0.251788741864	0.18541981046	0.414020439064	0.0273295371351	0.029815506179	0.00895662807977
m	0.000112538610211	0.000466259528523	0.00049775231192	0.000889342345077	0.00318351886554	0.00448560602213	0.00237901351398	0.00273644580767	0.0532471085332	0.203585193955	0.209785503487	0.444561816355	0.0261411267117	0.0373350020597	0.0105937546933
a	0.000153874606737	0.000988241642841	0.000829567103973	0.00233491344836	0.00474775595518	0.00596415834071	0.00420686310466	0.00414640825256	0.0466051918444	0.228716361318	0.123131803829	0.491333278785	0.0457080622372	0.0306384933532	0.0104950322978
u	0.00254203675891	0.0263333698476	0.0257071473013	0.0879530982828	0.00796695965173	0.00817358311357	0.00698522070155	0.0408367782509	0.0324569402815	0.178019700439	0.0473425624763	0.370120488262	0.0603254340791	0.0994186011177	0.0058180630326
d	0.00413688225297	0.0358108798492	0.0414152971004	0.118031565428	0.0103366445506	0.00766135990452	0.00697703323385	0.056174084417	0.0220456107605	0.11293136348	0.0268565180254	0.246981828087	0.119307984693	0.186498813706	0.00483411667753
e	0.00315453701766	0.0168018831831	0.0237449796001	0.0434209173093	0.00750178701687	0.00430129155484	0.00431327523628	0.0254399530723	0.0145240062535	0.0787614434933	0.0198481507751	0.210599689362	0.160123781564	0.384299391235	0.00316493672584
r	0.00207925561589	0.00948398159437	0.0133552381	0.0174404863698	0.00778322783896	0.00254520523828	0.00379275510376	0.0119549596241	0.00820209875117	0.0423564201644	0.0147110423584	0.181390999787	0.218615353855	0.459770313745	0.00651869194195
f	0.000982773991963	0.00410317742146	0.00964147446667	0.00875541098993	0.012670240613	0.00351959631276	0.00448712770125	0.00812531060803	0.0137714689171	0.0711721600548	0.0198684277861	0.351900116596	0.216684972618	0.266249335915	0.00806839664732
ù	0.000506927004654	0.00170677888049	0.00505320587889	0.00397213796331	0.010053119371	0.00352609623759	0.00291961303375	0.00433101960268	0.0159118338724	0.0914415893516	0.0169799505954	0.465721158865	0.228110775539	0.144573156638	0.00519262254911
m	0.000190397038885	0.000626244375497	0.0017965163353	0.00150138844444	0.00435767140367	0.00210918991253	0.00154799915792	0.00184556273889	0.0070625049008	0.0529066374505	0.0200901405318	0.474461889622	0.262830431846	0.161558132213	0.0071152878497
m	0.000101803616295	0.000381352523832	0.000743873137433	0.000782842004813	0.00284149381456	0.00231710277084	0.000907179599307	0.000687582624297	0.0042094734436	0.0316988858168	0.0245393515106	0.515902513207	0.223421307282	0.170331104071	0.0211341189499
u	0.000275787502098	0.00169128154128	0.00140213438581	0.00309508726827	0.00832614150485	0.00796378779028	0.00734377826644	0.00519249571477	0.0162824285812	0.0616523569389	0.0317110501702	0.420402507736	0.278391169094	0.13239243469	0.0238775351166
</S>	0.000445512401049	0.00294272477064	0.0022424467929	0.00539231863413	0.0134009377524	0.0128448383951	0.0137030016332	0.00996781385739	0.0281623117906	0.0924792184694	0.0412685075851	0.312445808868	0.316105334547	0.134076577345	0.0145226207583
