 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.987535355	0.00627986565	0.000726916265	0.00082161882	0.000168681215	0.00025795026	0.00026603206	0.00394358305
à	0.983777568333	0.01115527765	0.000489508808333	0.000435994696667	0.000122745375667	0.000203862676	0.000240784388333	0.00357428402967
o	0.843863509444	0.07655727055	0.00318202544611	0.00124059884222	0.00330028512922	0.002359125558	0.0442224676478	0.0252747320229
c	0.479194202815	0.412947533517	0.0056323131487	0.00253997151407	0.00441451290974	0.00326776334267	0.0589334877193	0.033070238541
e	0.177335224272	0.778496487839	0.0058090338829	0.00253068140469	0.00176292806991	0.00143188423756	0.0206315337431	0.0120022458803
r	0.0703806731907	0.895173522613	0.015699657461	0.0039089445349	0.00101775473664	0.00127610694585	0.0078238877657	0.00471942540677
k	0.0266184014969	0.919252357538	0.0270207901537	0.0078878916783	0.00392747105888	0.00975812831528	0.00342161710657	0.00211333224892
è	0.011457827799	0.918129205846	0.0423932677179	0.00761071095943	0.00523897468629	0.0122339463384	0.00198375189552	0.000952359016307
o	0.011337546233	0.793795565282	0.146462462573	0.0156818277198	0.00847356522876	0.0148796080128	0.00417866882517	0.00519079143877
n	0.0114418348777	0.600606425094	0.309611724191	0.0396258809066	0.00968857047625	0.0166084506709	0.00497558589839	0.00744153827959
t	0.00535888075923	0.421387241698	0.467598441397	0.0469415846355	0.0242472672254	0.023378690557	0.0069368319228	0.00415107362653
a	0.00424351025308	0.218754585233	0.659006197132	0.0485073325452	0.0322537597418	0.0269456346523	0.00798323647427	0.00230577202551
è	0.00557654708436	0.094574051411	0.730109615711	0.105484800848	0.0228943779139	0.0182741923508	0.00561167585809	0.0174747860918
n	0.00463429615145	0.045329400137	0.646569501904	0.233399453616	0.027491291638	0.0153351266503	0.00448064259603	0.0227603265306
a	0.00358058184048	0.0248759090457	0.467724900635	0.286577161205	0.093870405546	0.0875315217501	0.00946671797534	0.0263728023435
f	0.00324239371349	0.0135615505152	0.273617410212	0.393967313735	0.155312251849	0.12119231225	0.0113120555584	0.0277946856145
ù	0.0015708349045	0.00615310257173	0.152447551404	0.491315137912	0.23369050395	0.09856106575	0.00558683458613	0.0106749540382
r	0.000933932628167	0.00314172579058	0.086753893468	0.456960622637	0.342686657983	0.0921253509167	0.010596494362	0.0068013176794
n	0.000458629649389	0.00163294239353	0.057803906156	0.342793527546	0.371226429328	0.0834874059722	0.105511863787	0.0370852645598
o	0.000587306896463	0.00160645669451	0.0283393363853	0.188352544515	0.432850296443	0.155734938657	0.143913291262	0.0486158088533
k	0.000649492072154	0.00175110041484	0.0154718270284	0.213925106838	0.493437225481	0.171459484886	0.080138135754	0.0231676306178
a	0.00167979269738	0.00281302352161	0.0126206699095	0.210342042279	0.484637668494	0.218424620295	0.0528673015847	0.0166148768726
k	0.00212995324579	0.0033497663072	0.0099569308365	0.14874663076	0.478833396165	0.307967783432	0.0358218275282	0.0131937122909
à	0.0012766620286	0.0021014752024	0.0052913043455	0.11624993692	0.431462552055	0.411645671144	0.0252334041761	0.00673901056363
n	0.0008803843162	0.0013419743408	0.00326786201517	0.0747764289733	0.390568940685	0.441225457048	0.0834715037254	0.00446747298788
n	0.0003976049954	0.000671681796933	0.00182338030506	0.0516630499911	0.341520880228	0.315990975683	0.255130167908	0.0328022896626
i	0.000730607415133	0.00168671984231	0.00403055270169	0.0262284626637	0.233750116743	0.321193328561	0.367666349303	0.0447138725542
r	0.000829207061711	0.00203567393077	0.0045217211739	0.0166143738879	0.136668552248	0.341961896187	0.459425376434	0.0379431868514
ù	0.000637019743904	0.00108839415026	0.0022111971313	0.00948147296263	0.0796707240827	0.436669138729	0.437441302145	0.0328007516171
s	0.000564167474635	0.000718765366753	0.00142051052043	0.00552352735421	0.0512645796942	0.413099938243	0.512967377382	0.014441143339
t	0.000230057788212	0.000322634548918	0.00067960517681	0.00267119001807	0.0286532098981	0.219423091414	0.705162559127	0.0428576912463
i	0.00145930713274	0.00372560668297	0.0084639603856	0.011518328206	0.0666613816327	0.234468403805	0.617978753042	0.0557243184154
k	0.00185236313558	0.00484499849432	0.0109456016685	0.0142868595087	0.0737017401109	0.195946208602	0.630104964347	0.0683173274718
u	0.00557176446986	0.00710136676477	0.0159715834295	0.0179335316096	0.117929319604	0.196336176867	0.570671768116	0.0684845426573
</S>	0.0102062357349	0.0117375553824	0.0264353417147	0.0286027373048	0.198255809802	0.286329818434	0.401934684058	0.0364978465787
