 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.530703722	0.036035705	0.0079350849	0.012071032	0.011960115	0.024900977175	0.01357328463	0.27983170235	0.082988297835
c	0.209349808567	0.322948561667	0.0094277674	0.0171047146667	0.0133628719	0.031186511725	0.01396471201	0.29511413745	0.087540888945
h	0.123649916089	0.538915507222	0.0264302602333	0.0242268475556	0.0137281995333	0.0541836592417	0.00819972947	0.174572535817	0.0360933309817
r	0.11249836003	0.419869519074	0.0460643400778	0.0317445908519	0.0232313735111	0.127400909747	0.0326861968233	0.192053285272	0.0144514092939
ò	0.15602060801	0.307956579691	0.155067350026	0.0250762109506	0.0300835725037	0.132542227582	0.0411951252744	0.146919547757	0.00513877299797
n	0.174509399337	0.26333319323	0.203112610009	0.0121686029169	0.0232096589679	0.094328570194	0.0185577664248	0.199666938586	0.011113270266
o	0.123680593112	0.26192125441	0.209016540003	0.011892916239	0.0479728841226	0.080797185398	0.0274293371416	0.222194921195	0.0150943530887
k	0.0842858510373	0.27957331147	0.286844123334	0.0437912937463	0.0596127460409	0.0674559571327	0.0311263020472	0.139579048732	0.00773135109623
a	0.0979176503458	0.218926809157	0.381644751111	0.0600049289154	0.0496662800136	0.0547823267109	0.0191714060157	0.108480720911	0.00940516476541
m	0.107040528449	0.0942886980523	0.571588883704	0.0712408906385	0.0479483810045	0.0321244075703	0.0144263413386	0.0515727713037	0.0097691571218
b	0.045668469483	0.0418455593508	0.743876414568	0.0735867355462	0.0299980516682	0.0214759168568	0.00967711677953	0.0300798467679	0.00379193891727
è	0.0208636664943	0.0182040123169	0.808496878189	0.0680550688487	0.0337672528894	0.0180351187856	0.00734149242651	0.0237906875893	0.00144583977909
n	0.0087114013981	0.0134983093056	0.77950951273	0.109391424616	0.0372390629631	0.0170741880952	0.00490252864217	0.0274309845298	0.00224254992303
n	0.00502068816603	0.0113629027019	0.732361557577	0.102638171539	0.033203784321	0.0186380646984	0.0114741468807	0.0533529381766	0.0319477101743
i	0.010107019522	0.0068101916673	0.560094365859	0.117388820513	0.12527887944	0.0320390992328	0.0382270039602	0.0693897327255	0.0406648707248
è	0.0102190607073	0.0074041483891	0.275256202286	0.310806266838	0.25322443648	0.0316803976109	0.0510451026534	0.0456463243752	0.0147180601749
n	0.00363510942243	0.00576106689637	0.117599907762	0.501775412279	0.286372845493	0.0236916560703	0.0341332358845	0.0213751149251	0.00565567910163
a	0.00597818846081	0.00380241293212	0.0714930279207	0.38775626276	0.353716888498	0.0714047353568	0.0552961069615	0.0373292516417	0.0132231224772
f	0.00702297168694	0.00297629371071	0.0375782233069	0.289140246253	0.355555392833	0.170451255119	0.0720584589872	0.0493716095472	0.0158455145124
à	0.00292435742898	0.00134376705357	0.018231730269	0.237427682418	0.353099114278	0.23807060504	0.103360959662	0.0397335708491	0.00580815925747
o	0.00261208380966	0.00532853230119	0.0110775385897	0.101009914473	0.365119718093	0.188785146347	0.290686879887	0.0293349959497	0.00604516348582
p	0.00491782426989	0.00738652976706	0.00853717036323	0.069099313491	0.286753442698	0.209187026782	0.379738693296	0.0282792506499	0.00610076521861
o	0.00528155315663	0.00472817152235	0.0146096426211	0.047872996497	0.249504797566	0.250220485594	0.383297107765	0.0395880052166	0.00489726596287
d	0.00360614341888	0.00486020544078	0.014363076847	0.0310463631657	0.165618684189	0.200624938531	0.530022655922	0.0443443427389	0.00551360728762
d	0.00332336440629	0.00350597453259	0.00600768982233	0.0193579405219	0.075708359063	0.30082676951	0.458422935307	0.12695947858	0.00588747822921
h	0.00253935525876	0.00121044799986	0.00338753737411	0.00680787044063	0.041517711021	0.330242289837	0.423974318436	0.183054599527	0.00726585040974
à	0.00130828210959	0.000689234003287	0.00280669949137	0.00317693951354	0.024959533007	0.208337883279	0.594117662812	0.157312346509	0.00729139713658
g	0.00075687191653	0.000495579475762	0.00243131126379	0.00183390278785	0.0172680720023	0.174985781093	0.495847227604	0.29161700217	0.0147642313789
l	0.00088889528551	0.000186650098921	0.00119200098793	0.000678328859283	0.00922687980077	0.235036603698	0.323939972535	0.348844870723	0.0800058014596
i	0.00214385956184	0.00376376756531	0.00425811462931	0.00216046283309	0.0175972000669	0.197860137899	0.444080587512	0.222883730241	0.105252116153
c	0.00202125700061	0.0050453364951	0.00513962600977	0.0031732665777	0.021118498889	0.0911324109663	0.599208732504	0.216060496747	0.0571003203843
è	0.000993797513537	0.00396173573837	0.00700444913659	0.0049405698259	0.021634513163	0.0590949439888	0.588143020835	0.286261658916	0.0279652790281
a	0.00452900237118	0.0148335626795	0.0174055447122	0.013494249942	0.0417301003877	0.0461481733296	0.588346313612	0.252532096305	0.0209809592427
</S>	0.00818466618559	0.0244233928398	0.0235498293561	0.019523765971	0.0539983801939	0.0475071466648	0.603761081806	0.191754548153	0.0272972196214
