 	che	consuma	poco	benzina	</S>
n	0.98732575	0.00273560145	0.0018796085	0.0029699387	0.0050891235
a	0.9862743	0.00442079668333	0.0027478287	0.00253356129	0.00402351777
k	0.718432183333	0.153708778228	0.0340411188333	0.0903552426533	0.00346264506
o	0.527316694444	0.241109660743	0.0484828699444	0.121576149718	0.0615146507867
n	0.409310258815	0.351408334914	0.0510529269815	0.107396342073	0.0808321562622
s	0.150513058938	0.645019294971	0.0585577489938	0.113287169691	0.0326226665874
u	0.162598918313	0.706306158324	0.0580323096646	0.0575291012303	0.0155334526291
m	0.160802969104	0.689972262775	0.0872990532215	0.0465691310768	0.0153565714764
è	0.065973978368	0.644438270925	0.231569101074	0.0377835716923	0.0202351224921
t	0.0333360287893	0.618148873642	0.281053367025	0.0201030208974	0.0473587724974
s	0.0135767285964	0.646785341214	0.230240275675	0.0266730249658	0.0827246458325
i	0.0155789858655	0.423879024738	0.441818278558	0.0562865989886	0.0624371119442
a	0.0324612062885	0.164376878246	0.677266479519	0.0696740846629	0.0562213659814
l	0.0282296220295	0.0620057359487	0.62650553984	0.228224496554	0.0550346299938
ì	0.0122499886098	0.0254423835162	0.629436526613	0.309718495518	0.0231526141979
o	0.00783011790327	0.0141679281721	0.520186188871	0.441872445173	0.0159433189326
b	0.00412723563442	0.00724650382403	0.220525037957	0.752882048391	0.0152191759775
e	0.0101684715115	0.0181337193747	0.179429860986	0.78293279613	0.00933515212583
n	0.0117028071038	0.0209675581716	0.151421275862	0.790538065377	0.0253703191753
z	0.00521051106793	0.0111924847705	0.057977833154	0.877388041792	0.0482311550584
ì	0.00343732315598	0.00934624425683	0.0329830020513	0.871959780597	0.0822736383528
n	0.00188708590199	0.00690424875228	0.0297991586838	0.813478426866	0.147931089451
a	0.0338991481173	0.0822814679174	0.0999275722279	0.649137718955	0.134754114484
</S>	0.0663741365587	0.157880133959	0.167468406114	0.522379224478	0.085898094242
