 	lo	posso	finire	di	fare	</S>
t	0.8942093	0.048312291	0.005200154	0.0090242226	0.0167592054	0.02649479525
o	0.59406915	0.0813571736667	0.170865573333	0.0882743958667	0.0310358231333	0.03439787775
s	0.21955501569	0.399483744556	0.225415799978	0.109598860646	0.0258783145778	0.0200682484833
ò	0.09750787092	0.708500981519	0.126338662193	0.048629455572	0.0107723748259	0.0082506481611
z	0.0761491719733	0.72245664384	0.114126674064	0.0496533451907	0.0092951463753	0.0283190148204
o	0.0630417623244	0.660708514613	0.188727731355	0.0403846683969	0.00897799045843	0.0381593176068
s	0.0400656952081	0.667267938204	0.247927690452	0.0191469384656	0.00647001561948	0.0191217361023
p	0.0274842811694	0.508627651735	0.275363180151	0.157901111822	0.0183524183398	0.0122713446008
i	0.0572156207231	0.201727485578	0.47874535005	0.224072717274	0.0273979471133	0.0108408528669
c	0.0545675294077	0.0972091661927	0.66727746335	0.120630612425	0.0442563790378	0.0160588459556
c	0.0197790322692	0.0504214783976	0.77196365445	0.0958100441417	0.0443895238459	0.0176362863185
è	0.00974975572307	0.0267755884659	0.864865951483	0.0728050523806	0.0168346125486	0.00896905027283
t	0.00547205941102	0.0160500873553	0.675429857161	0.191348121794	0.10390548795	0.00779437825761
s	0.00301352544034	0.00811710475177	0.39840942572	0.301296070598	0.205959589317	0.0832043017525
i	0.0282718162801	0.0942533070173	0.43158995524	0.186084935199	0.149219330772	0.110580671584
t	0.0356146984334	0.120698871709	0.344040128413	0.308418726733	0.134577041257	0.056650563528
s	0.0153409298178	0.0417604078063	0.201687072804	0.495176545578	0.161943868752	0.0840912065093
è	0.0181955772726	0.0548190424688	0.374331090935	0.357750138526	0.108957289917	0.0859468561698
k	0.0157573752909	0.0577514389209	0.348394668778	0.231599102842	0.302443465306	0.0440539680566
à	0.0626527979636	0.0478017490716	0.269900194726	0.209310297614	0.382221501769	0.0281135256855
m	0.0783672165212	0.0451413857572	0.247031786575	0.183984545871	0.42545513059	0.0200199868952
i	0.132079979374	0.0571139413191	0.214443770525	0.150549641957	0.42643918553	0.0193734396317
</S>	0.224834839687	0.0906306806595	0.299170715262	0.126699260978	0.240211330765	0.0184530598158
