 	il	morto	vuole	pianto	</S>
o	0.711171435	0.114031367	0.075333408	0.088795437	0.01066838652
p	0.40566359	0.344432132333	0.142028788	0.090295846	0.01757966884
e	0.147191602	0.651434604111	0.132234184667	0.0532189623333	0.0159206406133
s	0.0538943829667	0.81398660137	0.086407636889	0.0363289338444	0.00938246213777
a	0.0246549692889	0.87738995379	0.0696138672963	0.0201962443481	0.00814501931259
m	0.0162747702296	0.883511251263	0.0528438507654	0.035320958116	0.0120492057709
m	0.0121278298765	0.848601867088	0.0773216669218	0.052111601372	0.00983704904363
è	0.0224323672922	0.840642105696	0.0821477606406	0.0462725664573	0.00850518346788
n	0.0213601838641	0.856077335232	0.0566164252135	0.0550836494858	0.0108623928226
o	0.049738724388	0.662080668411	0.146456591738	0.0901337798286	0.0515902622742
t	0.0586868779893	0.35395581947	0.432250830579	0.0924872899429	0.0626192118247
è	0.0212185191898	0.181675293157	0.704423610193	0.070299827981	0.0223828048082
l	0.00875762044327	0.101574535719	0.760074586731	0.116089283994	0.0135040469027
i	0.0228069568611	0.0931476699063	0.69163377891	0.142867144665	0.0495445028009
g	0.0274628127137	0.0690610103021	0.624722726303	0.220488311555	0.0582651781003
l	0.00964591456457	0.0271301056007	0.432306855434	0.495905983852	0.0350111515334
a	0.0287889774215	0.0571382237002	0.218860255145	0.637284694617	0.0579278405111
m	0.0348540268738	0.0645011036667	0.113031097482	0.730697598206	0.0569161555037
m	0.0151356620246	0.0501419569889	0.0917006749273	0.796923066069	0.0460986505012
è	0.0185463670082	0.060282275663	0.235273471642	0.62334249869	0.0625554388337
n	0.0162933266551	0.0357055813877	0.245886095547	0.51729387623	0.184821141611
o	0.0918306388707	0.0762679566292	0.190103143516	0.430783078743	0.211015162204
</S>	0.175486889435	0.133878423315	0.234587471758	0.334508119371	0.121539073602
