 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.99399425	0.001326893121	6.362081245e-05	2.379113235e-05	0.000602130603	0.00183618634765	0.0021531714665
c	0.997635116667	0.000515419927667	2.659316545e-05	5.177868235e-05	0.000235557789667	0.000643413314317	0.000892166799833
h	0.994585388889	0.00277562291589	0.000257890424817	0.000744532270783	0.000660602883222	0.000483205804772	0.000492770369944
a	0.991688646296	0.0039943883053	0.000359721724939	0.00216370345693	0.00114975042774	0.000449211928257	0.000194531815981
n	0.972218182099	0.0214785395351	0.00047516372498	0.00261006471898	0.00122848060925	0.00102507923609	0.000964400127994
a	0.9467421607	0.0314436871784	0.00108179269499	0.014064957173	0.00328769986975	0.00162887704536	0.00175080154266
v	0.721677773567	0.232569694393	0.00388431099833	0.0188813937243	0.00646924095658	0.00943554854845	0.00708207841422
o	0.348584299189	0.297927601798	0.0204942559994	0.0399215455748	0.0101853893189	0.0645159485162	0.218370961471
r	0.171487179063	0.279225624266	0.0308648339998	0.0583178241916	0.0326440211063	0.123712219505	0.30374829049
à	0.117358127021	0.297869608089	0.103541095667	0.218338812064	0.0392848953688	0.093346563835	0.130260902163
s	0.0585250511403	0.13245234803	0.411357578556	0.269521598688	0.0228350661229	0.0406251972783	0.064683153721
o	0.0472084498468	0.0504829564433	0.596502792852	0.188553707563	0.034877098041	0.0428055560928	0.0395694425737
o	0.102752596616	0.0198631472478	0.430625614284	0.283678169188	0.066132239347	0.0457765743643	0.0511716711912
t	0.098695813872	0.0098349259826	0.227551113428	0.512641563063	0.0662509597823	0.0314582524548	0.0535673903971
s	0.0391075842907	0.00508772862753	0.121326101143	0.746298854354	0.0399815265941	0.0259785934849	0.0222195856657
o	0.0496894360969	0.00379993427584	0.0807805737143	0.593548551451	0.104679315531	0.132509026828	0.0349931007552
m	0.051839834359	0.00338168335861	0.0454702079048	0.560391470484	0.12640822451	0.173045233609	0.0394633245851
ì	0.018766474913	0.00220881891954	0.0210138309683	0.497501519828	0.34702687417	0.098354539203	0.0151279413617
k	0.00764603919433	0.00146361107318	0.0143476239894	0.181691406276	0.598630814723	0.189757183068	0.0064633127539
u	0.0540905061548	0.00378104692439	0.0243357759965	0.079824869092	0.484850204908	0.347258127689	0.00585945871797
à	0.143565918718	0.0053270544748	0.0250613756655	0.0367319686973	0.323507451636	0.455924342563	0.00988188307266
i	0.123909346239	0.0028685080416	0.0110115243885	0.0170732535658	0.180913114545	0.626416780854	0.0378074768576
m	0.0434274689963	0.0012852568772	0.0043175911295	0.00948734885527	0.0908739531817	0.807064313618	0.0435440566192
è	0.0187904942488	0.0023576199724	0.0027435553765	0.00691717568509	0.105656052061	0.841672924539	0.0218621708731
r	0.0105927860729	0.00276897934747	0.00212830379217	0.00328331139503	0.11297157402	0.853748094846	0.014506994991
i	0.107891979014	0.00865064960582	0.0235426160974	0.00692102289834	0.108747854673	0.722525024949	0.0217209233637
</S>	0.210270419507	0.0154386063029	0.0457050405487	0.0117558464492	0.129300037337	0.553098572475	0.0344315486818
