 	io	non	so	cosa	è	da	scrivere	</S>
e	0.97598357	0.0017663378	0.00122925838	8.21250495e-05	0.00020825469	0.000295293605	0.013369269265	0.0070660079
v	0.971388703333	0.00153838016667	0.00319571812667	9.92122898333e-05	0.00020157658	0.000589616395	0.0141461625883	0.0088407204
ò	0.976320251111	0.00398499722222	0.00361570377556	0.000342327583278	0.000350339726667	0.00104264119833	0.00862182836277	0.0057219517
e	0.675678385704	0.00596233907407	0.0309209178585	0.00840051572776	0.00324243820889	0.0154964055328	0.0988127231209	0.1614863167
n	0.286918418568	0.00637524135802	0.291665825953	0.0120227967759	0.00758233640296	0.0236633035109	0.143190993374	0.228581105567
e	0.259687097523	0.0202031224527	0.358242189318	0.0183953704586	0.0612993981343	0.084499623837	0.099132861458	0.0985403568557
s	0.228808646841	0.0265731576509	0.306748397106	0.0401534721529	0.133552262711	0.121450415946	0.0816366471527	0.0610770406186
s	0.0966403326137	0.0527086793836	0.303919822369	0.173994764051	0.16476833757	0.0913910133153	0.0719772843842	0.0445997765395
è	0.0393884938712	0.0589034061279	0.12480758254	0.40766841135	0.19418738919	0.102011067772	0.0550533170614	0.0179803367132
r	0.0153488516957	0.0219903049426	0.0444677765967	0.648175117117	0.15963564473	0.0788393292573	0.0233548586205	0.0081881083044
o	0.0063285884039	0.0158536865475	0.0176157511322	0.542296782372	0.25509070991	0.140415569752	0.0132226603402	0.00917623196813
t	0.0036994463013	0.0153958912825	0.0085659101774	0.267456030791	0.49622456997	0.191135523251	0.00868584724673	0.00883682122271
i	0.00345833383377	0.0178335711942	0.00551050395247	0.153927102597	0.536989756657	0.255395934417	0.0143505360822	0.0125342936409
e	0.00433019151126	0.0198786907314	0.00384055351082	0.0551528438657	0.362036035552	0.304258958139	0.183464172027	0.067038558547
n	0.00311497185042	0.0145617089105	0.00431440733694	0.0214569650219	0.355502061851	0.27112503938	0.248444637342	0.081480188849
a	0.0115883337301	0.0196843726368	0.00274448697231	0.00910916217397	0.384349040617	0.403733879793	0.127937115781	0.0408535739497
g	0.01425660209	0.0192952602123	0.00211110131744	0.00585783339132	0.259250423539	0.542177726598	0.12111844526	0.0359325769832
r	0.00536754137667	0.0135176987374	0.00188107295248	0.00772828403044	0.234082164513	0.601568308866	0.108213011753	0.0276418818277
à	0.00262936772556	0.0114148864458	0.00132444479749	0.00858443001015	0.184388978171	0.710821912955	0.060649849251	0.0201861071092
s	0.00126309738319	0.0063961246386	0.00113984911916	0.00541331210338	0.0826897085903	0.562798452652	0.320961815084	0.0193375923697
s	0.00044800061573	0.00495305950287	0.00101108702639	0.00674502746779	0.0345338177301	0.266974842551	0.601623038361	0.0837110764566
o	0.00190457208524	0.0314028568343	0.00904432924213	0.0307318894893	0.0980126182434	0.30231480085	0.416282329454	0.110306554486
</S>	0.00356445169262	0.0562095014171	0.0168343171211	0.0510860917447	0.170080694122	0.402798400425	0.230509189727	0.068917280743
