 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.994825675	0.000748781748	4.763045835e-05	0.000549356778	0.0018043523166	0.0020242317775
c	0.997875475	0.000289734503	4.54551316833e-05	0.000231916858	0.0006478548166	0.000909518430833
h	0.988320291667	0.00761900158933	0.00145908658056	0.00118378869933	0.000824871938867	0.000592902883611
a	0.982525630556	0.0103478838298	0.00385953876019	0.00206154953311	0.000935282036289	0.000270075031204
n	0.960551243519	0.0291038639099	0.00453534898673	0.00200581774437	0.00185022773543	0.0019534795604
a	0.92684434784	0.03757299847	0.0244000338289	0.00523192251479	0.00280373007848	0.00314697962013
v	0.664300182613	0.27247916999	0.0358440212763	0.0081920781716	0.0103824325262	0.00880212564004
o	0.289030272871	0.359537298663	0.0812039370921	0.0127999397239	0.0749497835087	0.182478768547
r	0.140967362957	0.230067348221	0.176965655697	0.0417172122413	0.146774077836	0.263508362849
à	0.079011764319	0.17842529874	0.464238338566	0.0471810524138	0.109607832612	0.121535729283
s	0.0320949734397	0.0773350102467	0.666401799522	0.0616465391379	0.0812050108707	0.0813166680943
o	0.0236945764799	0.0412692229822	0.674787999841	0.0903877797126	0.10165832829	0.0682021103648
t	0.01911211746	0.0152719480941	0.78873783328	0.0709678709042	0.0771592527633	0.0287510542549
s	0.00688812901	0.00749112343137	0.877344364427	0.0492089836347	0.0449225229211	0.0141449375516
o	0.03953001756	0.00535901334379	0.678454888142	0.104792573545	0.142361860974	0.0295016455172
m	0.05041734912	0.00995502978126	0.508190609381	0.162925291182	0.231937020325	0.0365746661724
ì	0.01881012564	0.0103833110271	0.376449648027	0.389918250394	0.187217100108	0.0172215082908
k	0.00821179339	0.00487075030903	0.132559150909	0.543668150131	0.303320790036	0.00736932843027
u	0.0606560333067	0.00690222063634	0.0592362559697	0.40416100671	0.463201710012	0.00584276057676
à	0.127408784436	0.00764391307878	0.0361729933232	0.286187232237	0.532484753337	0.0101023091923
i	0.0944899581453	0.00399031462626	0.0207437673411	0.163820458412	0.679407634446	0.0375478560641
m	0.0342739682918	0.00384372394209	0.0110479816804	0.0749255544707	0.833665228149	0.0422435681214
è	0.0189853383406	0.0088223629807	0.00862908266013	0.0895938021569	0.849084509383	0.0248849604738
r	0.0141623375135	0.0123290446602	0.00566899162004	0.0986630353856	0.849415786461	0.0197608737246
i	0.130002150571	0.0245356805534	0.0169161211733	0.0925204297952	0.702213322154	0.0338123538082
</S>	0.252339845286	0.0369713932767	0.0297338105866	0.114373074898	0.511569501077	0.0550124099041
