 	oggi	io	non	ho	cosa	da	fare	</S>
s	0.986221025	0.0079858918	5.65386135e-05	0.000321837965	2.3657176e-05	0.000531610575	0.00197894582	0.002880481835
ì	0.979830845	0.0148591252667	7.90933635e-05	0.000268010711667	3.4089784e-05	0.000583879391667	0.00171872349333	0.00262625798633
m	0.940737535	0.0250168517556	0.00746768314783	0.00245823468389	0.005236053677	0.00752855283056	0.00196786818444	0.00958725703678
m	0.627159435	0.0592285522519	0.0377225320493	0.0708895189946	0.017265838059	0.17199461561	0.00365701159481	0.0120825387456
e	0.289843101667	0.238190060751	0.0474417176831	0.120074316332	0.0243536580197	0.264675228537	0.0102992225316	0.0051227254152
r	0.154617189389	0.581374943584	0.0257872092277	0.0727432187773	0.0164904436399	0.134234560546	0.0115267173772	0.00322574587173
i	0.0634484486297	0.697052991195	0.0322501367426	0.0493499895924	0.0386409445133	0.058179295882	0.0155993306591	0.0454788859239
e	0.0374770012099	0.730178047065	0.0323062255809	0.0387565766975	0.0469051153378	0.0329151421273	0.0183124602197	0.0631494399746
v	0.0187075256033	0.887626185688	0.0119055188836	0.0193532230658	0.0166495025226	0.0122726635924	0.00820406617323	0.0252812973049
ò	0.00997462173443	0.889123065229	0.00826352398453	0.0635269150219	0.0087127470842	0.00886375191413	0.00298367081441	0.00855168984497
e	0.0464066802448	0.664422495076	0.0104695779948	0.117070815007	0.0420129863614	0.021997260638	0.00922350826147	0.0883967047117
n	0.0608741550816	0.412686988359	0.00788896059827	0.283006658336	0.0533940401205	0.0288671508793	0.0314563847538	0.121825688237
è	0.0289504940272	0.23415528512	0.00645517213276	0.518826672779	0.0739215867068	0.0502392609598	0.0358394735846	0.0516120824123
c	0.0143815787757	0.0922959953733	0.00641339381092	0.59728632426	0.180537215569	0.0674542516533	0.0178427602615	0.0237884724708
h	0.00612075919857	0.0383957634211	0.00546899350364	0.45897607142	0.414144221856	0.0569497442178	0.00874452358717	0.0111998932236
o	0.00664028657286	0.0145571842037	0.0118610619679	0.268700713807	0.450626850619	0.221039430406	0.0172132109624	0.0093612486412
t	0.00761061712429	0.00846795830123	0.0152363099893	0.171677512602	0.333084216873	0.348974960135	0.0919705936541	0.0229778200471
i	0.0108784423081	0.0106129019004	0.0224220783298	0.151541325534	0.241304408958	0.421651713378	0.112201631885	0.029387501349
k	0.0115113288027	0.0099611231668	0.0229118977766	0.122384297845	0.0983771776527	0.549289221126	0.154875584628	0.030689391783
à	0.0059510243009	0.00788535392227	0.0100362185922	0.057334458615	0.0428563252176	0.681705673709	0.168245976209	0.0259849440943
m	0.00376646266697	0.00659896726076	0.00438549936407	0.0319366080717	0.0174670792725	0.60485860457	0.318756926736	0.0122298363314
i	0.012861891789	0.0160934897069	0.034394163288	0.135742734557	0.0438583926242	0.370938211523	0.377634998912	0.00847612857713
</S>	0.0237709988945	0.0288221498534	0.066310578644	0.255065997278	0.0761700463121	0.329923525761	0.212102884456	0.00783379178856
