 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.9884916	0.005607564	0.00075342381	0.0012670674	0.00030841798	0.000181737045	0.000575043375	0.00281512933
ù	0.988895866667	0.00645650833333	0.000568068593333	0.00058026907	0.000249554253333	0.000122509591667	0.000535214594	0.002591988431
t	0.967338198889	0.0278245587778	0.00122809436444	0.00036404472	0.000887208424444	0.000284674287222	0.000925838600333	0.001147387898
t	0.711491076296	0.158450972926	0.0302304913215	0.00158447843333	0.0217918756748	0.0243463494624	0.0499730490668	0.002131712266
o	0.339946525432	0.463824640975	0.0591620637738	0.00296527324444	0.0313907215583	0.0337190120208	0.0661317596223	0.00286000598867
s	0.138661936811	0.718736926992	0.0757840679246	0.00628403944815	0.0157930258528	0.0140664260736	0.0285147864741	0.00215879906289
p	0.0521949044703	0.772485888997	0.112468215975	0.00752079528272	0.0134736699509	0.0091979958912	0.0306918054914	0.0019667122543
ì	0.0208169157568	0.655896996332	0.272159838658	0.00447301046091	0.0129255161836	0.0065833792304	0.0257563737971	0.0013879537241
t	0.0085180803856	0.491012465444	0.464309879553	0.0035821916203	0.00902302992787	0.0040491706768	0.0167137705657	0.00279139434737
i	0.00731139236187	0.312099691815	0.594736426518	0.0181324764401	0.0182693706426	0.0224861922256	0.0211587791886	0.00580564931579
t	0.00675201892062	0.134172104272	0.662378092173	0.10474495048	0.0266525605475	0.0296949857419	0.0306744980629	0.0049307812386
o	0.00559074460687	0.0627721037573	0.705498424058	0.14317768016	0.0209322218492	0.0180369502473	0.029399660021	0.0145922328795
f	0.00506715491229	0.0315708407191	0.570194561353	0.315788793387	0.0248798962831	0.0143073024158	0.0195218173403	0.0186696436265
a	0.00516132468076	0.0193000237064	0.491417163784	0.409840751129	0.030432070761	0.0111046083053	0.0155537764468	0.0171902838755
b	0.00542166086025	0.0150278893021	0.423628226261	0.454038450376	0.057077782587	0.0111559772684	0.0173486808156	0.0163013409585
b	0.00327126018675	0.00906380916737	0.29633622042	0.506327196792	0.101202332196	0.0260142547561	0.0486236516052	0.00916125598617
r	0.00290585666225	0.00797072238912	0.266461468807	0.401358362264	0.136193700732	0.044022012252	0.112995260535	0.0280926029954
i	0.00411729255408	0.011113940463	0.152072948269	0.362011237421	0.188577800244	0.104639627417	0.123446276845	0.0540208759985
k	0.00384367806136	0.010510167821	0.082771075423	0.413081425807	0.223606820081	0.122064415806	0.102081325615	0.0420410869995
è	0.00184197403045	0.004978014107	0.042034059141	0.450350211936	0.301294586694	0.0929559752687	0.0906447285383	0.0159004325432
t	0.00122543060015	0.003557605269	0.039120521047	0.380620713979	0.397858068898	0.106629198423	0.0628975908461	0.00809086049107
s	0.000636921233383	0.00240541898967	0.0323873980157	0.287579201326	0.338886629633	0.211787252808	0.0788538049487	0.0474634129304
a	0.000750825054461	0.00262186242989	0.0172773679386	0.151868383775	0.289871256544	0.377347250936	0.10164229665	0.0586207932435
n	0.000774389548154	0.0022479888533	0.0086676065462	0.107224307925	0.374425752181	0.360710900312	0.12088414055	0.0250649446812
o	0.00173215087938	0.0057877130611	0.0137206871487	0.0866666671417	0.50623525406	0.236567060104	0.132841130183	0.0164493630604
p	0.00207732882646	0.00700243488037	0.0152499793496	0.0400023898806	0.561872634687	0.218117530035	0.145796106728	0.00988157755347
e	0.00265667400882	0.00846303215346	0.0131953847499	0.0227773349602	0.567737378229	0.252282510012	0.127598968243	0.00528870751782
t	0.00283882226294	0.00893352643449	0.01239574525	0.0120412372534	0.513323126076	0.289079400004	0.154618765414	0.00676938347261
t	0.00117380768098	0.00352655229483	0.00529793075	0.00586312715113	0.422311108692	0.383808986668	0.169978673138	0.00803982449087
ì	0.000566774926993	0.00169734353161	0.00296939011667	0.00310752955038	0.288845298564	0.566928462223	0.131478845713	0.00440638578029
n	0.000235637605664	0.000722092867203	0.00138654445556	0.00209574438346	0.191374411855	0.645641744074	0.154190531904	0.00435332254343
t	0.000131119083888	0.000533890612401	0.00115288563519	0.00166008348115	0.173389059285	0.602527204691	0.160417637301	0.0601881348478
a	0.000429893813296	0.00171998360413	0.00327339324506	0.00469809801372	0.0936539627617	0.600458001564	0.217640145767	0.0781265262826
c	0.000527139233099	0.00191908609138	0.00348081231169	0.00560246223791	0.0615659752539	0.487809113855	0.378945015256	0.0601504134275
h	0.000389317506366	0.00110937468713	0.0020000877339	0.00228861052597	0.0689877650846	0.419360384618	0.406945851752	0.0989186211425
r	0.000688062235455	0.00133924009571	0.0021756260113	0.00124295425532	0.0869642683615	0.392112234873	0.381669177251	0.133808420381
ò	0.000672643718485	0.00132209829857	0.00217924147043	0.00200173561844	0.0683067749538	0.280882148291	0.54472852575	0.0999068163603
n	0.000301267054162	0.00079437556119	0.00147907155848	0.00210676049615	0.0337238234846	0.267177302764	0.58885047525	0.10556690502
u	0.00585727652605	0.0123537133821	0.0191850793878	0.0108415947887	0.0437285488282	0.240259434255	0.555059558417	0.11271477634
a	0.00927903227535	0.026926907794	0.0472511777959	0.0344251712629	0.0547256709427	0.329743554752	0.447774406139	0.0498740641133
m	0.00508892432512	0.0208088601313	0.040573169932	0.0337757595543	0.0414605333142	0.397587924917	0.414210372046	0.0464944153711
p	0.00243890078837	0.00906179924377	0.0172915819773	0.0145488716514	0.0271338791047	0.407720614972	0.479831794015	0.041972569257
ì	0.00128953397612	0.00476942771459	0.0087709504591	0.00902111355047	0.0177074912349	0.363539471657	0.563211084672	0.0316909895523
</S>	0.00087395573806	0.00347022330729	0.00720452092955	0.00815693727524	0.0124712304175	0.237739135829	0.691381942336	0.0387021082762
