 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.8977765	0.081428384	0.0041577257	0.000396236125	0.0006940037375	9.343064e-05	8.0687783e-05	0.00016213457	0.000112787795	7.92817895e-05	0.00015212596	9.9453973e-05	7.9430832e-05	0.000131626415	0.000142121937	9.78096795e-05	7.3016821e-05	6.03803615e-05	8.69979995e-05	5.2544686e-05	0.000448947332	0.002966359795	0.00317679759	0.0019651954	0.002257009335	0.003228979985
v	0.7786533	0.189596534	0.0111774242667	0.000384792725	0.0003520868175	7.98838166667e-05	0.000109178621	0.000372762713333	0.000134122095	8.00710131667e-05	0.0001622767	0.000161470369667	0.000115225005333	0.000199782508333	0.000174191222333	0.000171958964833	7.86128e-05	8.92385881667e-05	0.0001825778045	7.25976706667e-05	0.00256724966733	0.00304906174833	0.00326792259	0.00221305326667	0.002251873845	0.00430273412833
ò	0.545443753333	0.417697141333	0.0210863767556	0.000753075875	0.000300964665833	0.000103490815556	0.000118686583667	0.000398010411111	0.000146095788333	0.000114270804389	0.00014034065	0.000168382346556	0.000101308740111	0.000234766199444	0.000135903585778	0.000165864644611	8.9954948e-05	8.39390797222e-05	0.000183523281833	6.39000595556e-05	0.00304202200111	0.00169787843278	0.00219997019	0.00126978473889	0.001110096715	0.00315052930944
o	0.315122176444	0.463951373778	0.0741672465852	0.00369196875833	0.000899919168611	0.000315331051852	0.000280304764556	0.000725483063704	0.000618352952778	0.00111355229146	0.00160262179333	0.000747116885519	0.000438990685037	0.00146006735648	0.00205074479693	0.000256262041204	0.00254002315933	0.000136056810241	0.000152792400944	0.000188588011185	0.0013324426457	0.0321525095109	0.06816785633	0.0073194361963	0.00411638953833	0.0164524317031
s	0.123536861481	0.382874764593	0.289768418862	0.0150626522528	0.00328330738954	0.000420364583951	0.000361267524852	0.000901872294568	0.000776353547593	0.00138208306449	0.00208421383778	0.00097635607184	0.000566546091679	0.00186739355883	0.00268347654098	0.000334688590401	0.00333730972978	0.000175661876747	0.000204744920315	0.000244005847062	0.0021003982819	0.041918345137	0.0892956492233	0.00961960926543	0.00517869332611	0.0210449810677
p	0.0441969007603	0.287576554864	0.534066529621	0.0590635254176	0.00545519389651	0.00146725922798	0.000268889114951	0.000425933804856	0.000490058345864	0.000727389355497	0.00079373058926	0.00043684188728	0.000234571787226	0.00079285733961	0.000945707842327	0.000175614590134	0.00138300810993	9.31655055823e-05	0.000169664908105	0.000113823125687	0.00219178009397	0.0147778734123	0.0303330830211	0.00416688975514	0.00204098230204	0.00761218256923
ì	0.0161163788534	0.156744449955	0.600307143207	0.183384618473	0.0140881878988	0.00234097947599	0.000332474614984	0.000287920761619	0.000395025465288	0.000514826654166	0.000358162031753	0.000220392691093	0.000108076311409	0.000409495713203	0.000347899267776	7.64633280447e-05	0.000737405579977	4.15159545274e-05	9.4204101035e-05	5.45148218957e-05	0.000897705961323	0.0057552441041	0.0108938157737	0.00198172714171	0.000857973952347	0.00265343141141
t	0.0063430662178	0.0807710583183	0.540604197736	0.321325339491	0.0301931516329	0.00586364945866	0.00109765209833	0.000491028647206	0.000723728971763	0.000356360953722	0.000335472009251	0.000314304272364	0.000105914476136	0.000365744491068	0.000142259370592	7.57455906816e-05	0.000336253863326	4.25654075091e-05	0.000119401047345	4.51827919652e-05	0.00194910491711	0.00213259375803	0.0040690995079	0.000794112203903	0.000342554112449	0.00106051041214
i	0.0037324478726	0.0496485774394	0.379063592579	0.464121113164	0.0795572905443	0.00893888891955	0.00201794986611	0.0018271438824	0.00128850942392	0.000366455407907	0.000622227303084	0.000510151990788	0.000291867742045	0.000546798663689	0.000122320661197	0.000215016300227	0.000283745017775	5.6785696503e-05	0.000135347024448	5.00869369884e-05	0.00229721339904	0.00093668088601	0.00180210835263	0.000470042947968	0.000179540917483	0.000918132804047
o	0.00470497115753	0.0231579898131	0.187359572526	0.578275924388	0.161742043515	0.0107143354065	0.00264566305537	0.00271958829413	0.00110461370797	0.000548883092636	0.00100437476769	0.000546963480263	0.000379599014015	0.000839454887896	0.000275183510399	0.000327685350076	0.000631542819258	0.000130971032834	0.000175622966816	0.000181249170663	0.00275845095968	0.004567653272	0.00667119665088	0.00270462092932	0.00111162736249	0.00472024250135
