 	non	avete	mangiato	mai	un	rustico	</S>
e	0.49927507	0.1185799435	0.005600023	0.003039329315	0.00546642285	0.01374365365	0.3542955325
n	0.185392932333	0.3435140745	0.0581633843333	0.0108887994383	0.01334584745	0.0329073808833	0.355787540167
è	0.0686930259777	0.661865644833	0.0830941157778	0.0142539493461	0.0151196472833	0.0337975666278	0.123175992922
c	0.0260701633592	0.839545948278	0.0571965972593	0.00843598921537	0.00859518042777	0.0168068681093	0.0433491757407
h	0.0109599330531	0.798177182759	0.12447772342	0.0162031546385	0.00639527767592	0.0280562502698	0.0157304160136
e	0.0057587552177	0.48650955792	0.401114884473	0.0366442478795	0.0333651365586	0.0307331358899	0.0058742910612
t	0.00451232683923	0.18422669964	0.661161784824	0.0587190772932	0.0464095195195	0.03953877243	0.00543184554373
e	0.00796126094641	0.09719970988	0.697669648275	0.0872171557644	0.0570259805065	0.0455982611433	0.00732800218124
f	0.0079289623488	0.05781861606	0.649430869425	0.151894068588	0.0672686841688	0.0556302360478	0.0100285410604
a	0.0083291431496	0.0379424037867	0.559004689808	0.243093412863	0.0665230687229	0.0575079203493	0.0275993203535
m	0.0180473763832	0.0354920985956	0.401538129936	0.400026070954	0.061096489241	0.0476094051164	0.0361904534512
è	0.0166327289944	0.0191933720985	0.227952099979	0.602801756985	0.069546172747	0.0430516111721	0.0208222731504
n	0.00623388633147	0.0090188707995	0.13949750666	0.737919385662	0.078536584249	0.0192241191907	0.0095695957168
a	0.00485413491049	0.00700483079983	0.09386837122	0.677021078554	0.190342208083	0.0207680600636	0.0061412651056
m	0.00700719197016	0.00680774136661	0.0466204520733	0.661326922851	0.231589091694	0.0402281010212	0.00642050390187
à	0.00565126359005	0.00455141605554	0.0215769019244	0.567700294284	0.354074566231	0.0406696203404	0.00577597652062
i	0.0118420734633	0.0174911421852	0.0287949452081	0.273968024761	0.637945122077	0.0228332434468	0.00712544039354
è	0.0355099918211	0.0345625717284	0.0390687210694	0.118207954587	0.725929697359	0.0167237194823	0.0299973154645
n	0.0339673934504	0.0254550583761	0.0236652588898	0.0533175441957	0.793271655786	0.0350824114941	0.0352406614882
a	0.0162694643268	0.0249984559254	0.0294062481633	0.0664688777319	0.790098971929	0.0431714018314	0.0295865474961
n	0.0108213990423	0.0249511109518	0.0310697438678	0.0668329599773	0.515399063976	0.318499681944	0.0324260174987
r	0.00539714094743	0.0104563784273	0.0141951291026	0.0384921693924	0.443018074659	0.452463057315	0.0359780551662
ù	0.00365606504914	0.00641711214243	0.0111992367009	0.0348414094641	0.568619374886	0.337791382438	0.0374754180554
s	0.00209081571638	0.00336270126748	0.00678050443363	0.0208404931547	0.416213481629	0.503023394146	0.0476886123518
t	0.00514938920546	0.00420986144249	0.00558322434454	0.0165005793849	0.24688457721	0.503302324715	0.218370054117
i	0.0140235770685	0.0167108291475	0.0405082891148	0.0678532891283	0.30576341907	0.300067534905	0.255073053372
k	0.0132051551895	0.0179987023358	0.0490910314183	0.0774382854761	0.26997232219	0.355579898302	0.216714596457
o	0.0194300722298	0.0398412733986	0.0524472955194	0.0683677209254	0.160099849897	0.461364226101	0.198449578319
</S>	0.0314856476149	0.0705337816993	0.0802319077597	0.0974684604627	0.183186089948	0.43513102305	0.10196312341
