 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.4085472775	0.16836274	0.055527057	0.002172643335	0.0028524264	0.00088424378	0.00065243317	0.0034261544	0.0049943195	0.00999218355	0.0148518953	0.327736705
n	0.163300008013	0.133168429	0.332157127	0.00274784706833	0.00234266736667	0.000649018396667	0.00037852822	0.0026864065	0.00396753716667	0.01009742505	0.0203256177667	0.328179455133
ì	0.0553954666843	0.222098658667	0.567092265667	0.00435259898944	0.00230956075556	0.00131890508222	0.00077425839	0.00202288866667	0.00259070948889	0.00656372205	0.0241176442556	0.111363334578
c	0.0199843391948	0.351296846222	0.531966455222	0.0149642141631	0.00244638958519	0.00139755698407	0.000852955385333	0.00128886055556	0.0016599490963	0.00448803664333	0.0315395424185	0.0381147959593
h	0.00891884666493	0.346760255407	0.439997375074	0.123767616721	0.0046127107284	0.00599121061802	0.00883323441711	0.00123249181852	0.0014123506821	0.0137088950078	0.0317469574728	0.0130180084198
a	0.00598973148831	0.240150154136	0.330316681691	0.309566218907	0.0353981949095	0.0119874318727	0.0124626066057	0.00259892100617	0.00199509717737	0.0186865674359	0.0263413114909	0.00450707969127
n	0.00643660096277	0.0925158142787	0.346391743897	0.360672836302	0.0464445319698	0.00998897345757	0.00646578566857	0.00636389223539	0.00848839585912	0.00876816401197	0.105512310497	0.00195095458176
d	0.0262547783209	0.0342147883262	0.250222401299	0.411381135434	0.0286952766566	0.0192092449859	0.0336815565562	0.00733216174513	0.010707015353	0.0153318617707	0.160722598832	0.00224715112725
ì	0.0306534365736	0.0143612776754	0.0963549037663	0.585534695145	0.0754337512189	0.0304346189953	0.0446055705187	0.00455853648171	0.00517296438433	0.0181349614236	0.0928281406107	0.00192709668575
s	0.0116857131912	0.00666382962513	0.0532759012554	0.636561581715	0.120160715406	0.0519761936651	0.0301541171729	0.0038303273939	0.00414860642811	0.0124868519745	0.0664294325369	0.00262669447192
