 	il	morto	vuole	pianto	</S>
t	0.91809585	0.020333194	0.024282165	0.022967946	0.01432091802
o	0.644614295333	0.205981262667	0.0514867483333	0.0822218946667	0.0156958492067
n	0.260379608111	0.537614624222	0.100252389444	0.0936306695556	0.0081227546689
a	0.0996538163703	0.744644961407	0.108254891148	0.0420470631852	0.0053992969563
p	0.0402337579568	0.840883453802	0.093310221716	0.0219230819951	0.00364948701877
e	0.0191306181523	0.897278651267	0.0676662352387	0.0115032069317	0.00442125570626
s	0.0119315024274	0.912995507089	0.0620766730796	0.00824744717723	0.00474882016875
a	0.00875214451913	0.915312445696	0.0609121676932	0.00696266025908	0.00806058732292
m	0.0101633978397	0.819354135232	0.0672165725644	0.0836255470864	0.0196403481076
m	0.0130241872799	0.692394111744	0.124741670855	0.151843342362	0.0179966788359
è	0.0231073094266	0.640135270581	0.210596346952	0.111243789787	0.014917296412
n	0.0196993881622	0.647878770194	0.223078432317	0.0916375635957	0.0177058701373
o	0.0441337004074	0.500447353398	0.270628017439	0.124324195865	0.0604667540458
t	0.0519900067125	0.216729020133	0.541798139146	0.118755685288	0.0707271318153
è	0.0179573291475	0.0836837253777	0.789601979715	0.0838709827627	0.0248859527051
l	0.00662568150917	0.0357948367926	0.787960626572	0.155792028588	0.013826831535
i	0.0266353569631	0.0644387409309	0.671186042191	0.188087562863	0.049652302845
g	0.0333227623044	0.071279971377	0.48399366073	0.351053987621	0.0603495892817
l	0.0115344555848	0.0266329170923	0.246714004243	0.66781276254	0.0473058347606
e	0.0299515866949	0.0673430445974	0.136003832081	0.693120077513	0.0735814749202
m	0.035901985765	0.0790353997325	0.0842245377937	0.732378369171	0.0684597516401
m	0.0159082807883	0.0618809247775	0.0677200063646	0.797031143057	0.0574596805467
è	0.0217795472628	0.0757813439258	0.198587128788	0.635284681019	0.0685672901822
n	0.0199975891376	0.0457762673419	0.210225828596	0.474427993673	0.249572296727
o	0.0949890347625	0.067700872814	0.158295775199	0.381804007891	0.297210307909
</S>	0.179945782381	0.111545021407	0.2012811076	0.340566018945	0.166662092455
