 	è	possibile	che	è	entrato	da	qui	</S>
i	0.64408161	0.1920945385	0.00783377465	0.0048362718	0.0055508923	0.02910006375	0.017689433175	0.09881339195
s	0.323506456	0.510299352833	0.00862498841667	0.0049282684	0.00395872956667	0.0293276776833	0.0185097890583	0.100844741117
o	0.148809288	0.684920617611	0.0246631780056	0.0109477082667	0.0169826065556	0.0269826499944	0.0115403550194	0.0751536075057
g	0.0885321248	0.69346960587	0.0636158650019	0.0279084427556	0.0229249961852	0.0260760888648	0.0098097045398	0.0676631560019
g	0.0322983995667	0.76435115529	0.101653921667	0.0412169402519	0.0142352643951	0.0109326483549	0.00828629937993	0.0270253775006
è	0.0150293071222	0.545701325097	0.299985500556	0.0669143234173	0.0285885737984	0.0217928936516	0.0116568097933	0.0103312678502
s	0.00821250274073	0.370788515032	0.442859566852	0.0935339811391	0.0331664389328	0.0283923882172	0.0180187209311	0.00502788590007
t	0.00408641794691	0.282265862477	0.376786865617	0.0987377250464	0.101013573311	0.0594149554057	0.042849576977	0.0348450452334
e	0.00617280574897	0.0964661952257	0.281615931872	0.129447189682	0.170370611104	0.199763361802	0.0724928169923	0.0436710790111
k	0.00638606289632	0.0409090620086	0.182014507291	0.277022266561	0.164434057035	0.210656227934	0.102570420331	0.0160073914704
a	0.0175043719454	0.0229984698029	0.136516725764	0.334147832187	0.140070613678	0.200323176645	0.13145887011	0.0169799416901
m	0.0229879267485	0.0101518887343	0.091119543588	0.228864587396	0.162602049226	0.227000908882	0.23887713337	0.0183959673967
b	0.0144598340162	0.0052713945781	0.056132640196	0.194512962465	0.243775006409	0.157226412961	0.31877221779	0.00984955146557
ì	0.0105495916721	0.00295438752603	0.0379213640653	0.146301743155	0.195923158803	0.35849376432	0.24273874593	0.00511724875519
k	0.0049296903907	0.00128136608868	0.0179386260218	0.0891449567183	0.217552672934	0.428249788107	0.236025941977	0.00487695068506
e	0.0239141402969	0.00385028794289	0.0389151700073	0.103217165573	0.236488727645	0.236442709369	0.318096433992	0.0390753932284
a	0.0611406234323	0.00842959798096	0.0626224933358	0.119999721858	0.116566538548	0.13041218879	0.448014071331	0.0528148027428
p	0.0520885275441	0.00667875522699	0.0408587025119	0.083455697886	0.054878357516	0.04884080413	0.690403623777	0.0227955334859
ò	0.0183428375814	0.00262705808566	0.014660625204	0.0304094092287	0.021309591672	0.02102606501	0.883564891259	0.00805947986697
t	0.0067798097838	0.00121512405855	0.00567183895467	0.0121102782996	0.00822755141067	0.00979397353667	0.952313713753	0.00388767908899
t	0.0037772260846	0.000987977239517	0.00551573190489	0.0132753459899	0.0106972964902	0.00871605194556	0.796424664584	0.160605712363
u	0.0134878739282	0.00563754404651	0.0213406529683	0.0525936526633	0.0338873244967	0.0580141509819	0.573268781528	0.241770010788
</S>	0.0228880784641	0.00994961852326	0.0346064079842	0.0849926563316	0.0509259122483	0.104392920491	0.526821840764	0.165422545394
