 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.99399425	0.001326893121	6.362081245e-05	2.379113235e-05	0.000602130603	0.00183618634765	0.0021531714665
c	0.997635116667	0.000515419927667	2.659316545e-05	5.177868235e-05	0.000235557789667	0.000643413314317	0.000892166799833
h	0.994585388889	0.00277562291589	0.000257890424817	0.000744532270783	0.000660602883222	0.000483205804772	0.000492770369944
a	0.991688646296	0.0039943883053	0.000359721724939	0.00216370345693	0.00114975042774	0.000449211928257	0.000194531815981
n	0.972218182099	0.0214785395351	0.00047516372498	0.00261006471898	0.00122848060925	0.00102507923609	0.000964400127994
a	0.9467421607	0.0314436871784	0.00108179269499	0.014064957173	0.00328769986975	0.00162887704536	0.00175080154266
a	0.9255951369	0.0189368942261	0.004113892665	0.0235431090577	0.00498304072325	0.00140683978179	0.0214211130809
g	0.689168878967	0.220412611242	0.0221559522217	0.0186730493526	0.00922690667442	0.00684288182726	0.0335197433603
o	0.323886457322	0.286977017414	0.0424758670739	0.0369911001175	0.0214008312248	0.0557974356091	0.232471303453
r	0.154924903441	0.178613159471	0.049999132358	0.0863968287058	0.0630835370749	0.126318025203	0.340664427818
à	0.109440565814	0.147568089157	0.0863685061193	0.312403289569	0.0683457136916	0.106888692734	0.168985202606
s	0.0591926715047	0.0593758362857	0.36913577204	0.353500252523	0.0358326608972	0.0496036992447	0.073359170202
o	0.0394317347349	0.0226110028952	0.55098238068	0.242527796841	0.0496475219657	0.0545574504149	0.0402421394007
o	0.078767124245	0.0106866720651	0.35273418356	0.304581945614	0.111405517322	0.0705794801383	0.0712450631336
s	0.0754500710817	0.00705437108837	0.157826162853	0.494624505205	0.126700819107	0.0586636400461	0.0796803923779
s	0.0304792223606	0.00432010689612	0.0853783726177	0.708787968402	0.0797181740357	0.0581122583487	0.0332038482926
o	0.0468419031202	0.00354515373204	0.0601762265392	0.532511399467	0.121241955679	0.205010537783	0.0306727949309
m	0.0499460567167	0.00339222777735	0.0316309887464	0.494279826489	0.133761760226	0.257425665928	0.029563447977
ì	0.0179890775156	0.00241362319245	0.0143273819821	0.44985004783	0.342607561742	0.159996921976	0.0128153561923
k	0.0072253524352	0.00145077246415	0.00758159749403	0.15768638361	0.559033560581	0.261186987325	0.0058353348641
a	0.0648331111417	0.00419759405472	0.0202287431647	0.0648309865367	0.426813310194	0.413891882442	0.00520436222137
m	0.0840043151822	0.00513701665157	0.0233643355549	0.0478070171789	0.238297650065	0.592742590814	0.00864707374046
è	0.0345858945291	0.00478991951719	0.010768017285	0.0368811628596	0.193132320022	0.711350540271	0.00849214091349
r	0.0181613943564	0.00456833049573	0.006307625195	0.0133067869199	0.195750336674	0.754624446757	0.00728105597116
i	0.143587259632	0.00839468248858	0.030985263565	0.01420746614	0.146769135558	0.642891995586	0.0131641846571
</S>	0.277997554816	0.0143377072443	0.0584911097825	0.02086311307	0.145799467779	0.464532117793	0.0179789343286
