 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.992717485	0.00141338915	0.000860120385	0.00031504596	0.00019785709	0.000350034585	0.000245869908	0.000218608615	0.00057259237	0.000617357285	0.002491647
v	0.989010315	0.00107391978333	0.001094034085	0.00038489742	0.00019371875	0.000915118128333	0.000269290352667	0.000231087795	0.00147560157	0.000594016818333	0.00475801833333
ò	0.980180391667	0.00747806856111	0.00194652182833	0.000810764606667	0.000314780553333	0.00104454564278	0.00114679200089	0.000389259621667	0.00164985752333	0.000699653919444	0.00433939319111
e	0.733022380556	0.0174252668537	0.0140263180761	0.0173497993689	0.00336177769444	0.00551454208093	0.0728917208336	0.0174731583739	0.0206539730078	0.0230149061198	0.0752661678104
n	0.348610076852	0.0147761361179	0.308205848025	0.028686043123	0.00492465379815	0.00874790102698	0.0959649154112	0.0231152752246	0.0296269236693	0.0322782002066	0.10506404927
ì	0.153444834617	0.0107181668726	0.681615532675	0.023005187041	0.00472642883272	0.00629654000899	0.0341703276704	0.0095888903082	0.0148597683564	0.0197828782355	0.0417914952233
m	0.0687107719723	0.0121622406242	0.746056410892	0.0269241396803	0.0200274419442	0.026521547003	0.0150965159568	0.0143642635694	0.0207034679188	0.0317309914118	0.0177022368744
e	0.0381009000908	0.0231360722081	0.588987226964	0.0384287435601	0.0691716596481	0.0900397056677	0.0154865599856	0.0239930485231	0.0334256113063	0.0677163171373	0.0115141639581
g	0.0294164136969	0.0243319143027	0.346012608988	0.232522116853	0.114442376549	0.101173573556	0.0142939888952	0.0184415691744	0.0395418231021	0.0723469930458	0.00747659731937
r	0.0126043164523	0.0171530573342	0.158926270496	0.560842938951	0.11358087885	0.0476715133187	0.00871958286507	0.00789668639147	0.0306428773674	0.0371076536819	0.00485419257312
a	0.00971021137077	0.0305997854447	0.0747369409987	0.47919353965	0.294859709617	0.0350020695729	0.013447908955	0.00912068146382	0.0166139521225	0.0336803022273	0.00303487432437
m	0.00872948297359	0.0288822823482	0.0442407507996	0.387289573217	0.424071579872	0.0366007905243	0.0134124173183	0.00939320368794	0.0119039117075	0.0328045267424	0.00267142897479
m	0.00498615117453	0.0282138949827	0.0245372637332	0.353134302072	0.498176616624	0.0296749311748	0.0112370581061	0.0103035377626	0.0110213982358	0.0263497159141	0.0023650729116
è	0.00404155599151	0.0269325317276	0.0212567042444	0.126116753291	0.639631138875	0.115451812058	0.0137680300354	0.0146452912542	0.0131070207453	0.0237362423047	0.00131288148053
n	0.0019223581605	0.0103276124425	0.0121732734148	0.0534632210303	0.708882246292	0.147611148019	0.0311103276785	0.0139900817514	0.00928814224843	0.0102954465682	0.000936139766843
