 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.992067725	0.00559081415	3.07024375e-05	0.000253280725	0.00023092905	0.001062727415	0.00076376124
ì	0.994471841667	0.00380816215	1.63482628333e-05	0.000133002273333	0.000139298745	0.00101774742167	0.000413533705267
s	0.990430780556	0.00303663371667	0.000105292945611	0.000249537552778	0.000289887456667	0.00556088265722	0.000326972567022
i	0.939199493519	0.0355280449056	0.00300228098854	0.00662284375093	0.00553429569889	0.00920532781907	0.000907749022341
f	0.783629864506	0.164626089969	0.00392222489951	0.00942486585031	0.0075977936663	0.0292177995397	0.00158138207411
a	0.613336321502	0.325736063323	0.00517173486984	0.00894351088344	0.0066379583221	0.0365290928466	0.00364532149137
m	0.374027161501	0.503474597774	0.0111911739566	0.0136767562945	0.0133816551074	0.0742449522822	0.0100036819638
ì	0.133715341167	0.717544385925	0.0173168906522	0.0182192957648	0.0149555597025	0.0881333887607	0.0101151128879
g	0.0499165815557	0.702911188642	0.0974865812174	0.0299352289216	0.0230355565675	0.0817408109202	0.014974037196
l	0.0179786885852	0.402008131881	0.406546500406	0.0307076026405	0.0441717855225	0.0795398346401	0.019047450732
i	0.0110302822617	0.180562321294	0.433581857469	0.20043912888	0.106789688507	0.05678676088	0.0108099759107
a	0.0490120035872	0.180220442098	0.16659859649	0.366394709627	0.139535466169	0.0660451202933	0.0321936603036
e	0.108892601196	0.201880470699	0.0732142971633	0.331973169876	0.113428880056	0.0600698367644	0.110540736768
n	0.0900396784987	0.1308803939	0.0285179972544	0.381950723292	0.140632351352	0.105316570588	0.122662272256
è	0.0326045266996	0.0527203966333	0.0106920297515	0.586556507764	0.143252307117	0.118167148863	0.0560070376853
c	0.0122262647332	0.0229141502111	0.00447922088383	0.738111969255	0.114506712372	0.0848065149543	0.0229551093284
h	0.00444828214107	0.00944027767037	0.00748866912794	0.761478756418	0.134332037457	0.0688445009848	0.0139674709428
i	0.00468515654369	0.00934336349012	0.0120504457093	0.623196518806	0.243305132486	0.0942863663283	0.0131330903143
n	0.00480030755123	0.00908844104337	0.0092988916031	0.336703253935	0.313467984162	0.309307585443	0.0173335901048
a	0.00353959155374	0.00629738556112	0.00700597090103	0.154127365645	0.265479338054	0.544906948481	0.0186433920349
f	0.00306509937791	0.00528212591371	0.00517280020034	0.078330286415	0.192761896018	0.701798102827	0.013589669345
à	0.00141650718597	0.00265460436457	0.00222148283345	0.031703490005	0.114587444006	0.838739420942	0.00867707118167
i	0.00497731559532	0.0254966894549	0.0191294424778	0.169998126668	0.116466740002	0.650807590314	0.0131241091272
</S>	0.00869109129766	0.0483844867275	0.0367311472389	0.317504413334	0.150842760001	0.417496970157	0.0203491025636
