 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.980450675	0.0059600403	0.00659894115	0.00088891705	0.00049647818	0.000227530475	7.0075796e-05	9.36756025e-05	0.00016036389	0.00016735925	0.00011835585	9.0131363e-05	9.4187015e-05	0.000148371853	0.000200193685	3.7100239e-05	0.000140400615	0.000121465395	0.000768075885	0.001970007425	0.001197717
l	0.963335885	0.0119801759667	0.0183549694833	0.00065502295	0.000406023726667	0.000183838393	6.20097924667e-05	6.63160071667e-05	0.000136777583333	0.000152468826667	9.8066108e-05	7.66176356667e-05	8.0092785e-05	0.000116827969667	0.000296949385	4.20635566667e-05	0.000147225498333	0.000107587308333	0.000792754761667	0.001829818275	0.00107853748333
l	0.893802571667	0.0598996066556	0.0328827358278	0.00509528335	0.00179910320889	0.001327517249	0.000240855304622	7.90855537222e-05	0.000263940877778	0.000285356048889	0.000101952220667	0.000121059609889	8.0754813e-05	0.000127006383222	0.000518514128333	4.18112655556e-05	0.000216509459444	0.000142976632778	0.000980361353889	0.000942489125	0.00105050057778
ò	0.705710700556	0.219408015552	0.0373548736093	0.0234259846167	0.0070159348363	0.002022482683	0.000401590668207	0.000182150127907	0.000404857725926	0.000357001216296	0.000123639773556	0.00020061025663	7.5926171e-05	0.000109000863074	0.000444413852111	3.80216991852e-05	0.000195746457815	0.000132654039259	0.000958929917963	0.000504749321667	0.000932698997927
r	0.597072743519	0.297283478517	0.0415340878698	0.0390603395389	0.0152193829454	0.00375073879433	0.000505314389402	0.000447661632636	0.000950267758642	0.000636362738765	0.000200091354519	0.00018181496221	9.14711056667e-05	0.000134272019691	0.00052310459337	4.87701157284e-05	0.000149980110605	0.00014167559142	0.000631640905988	0.000275414470556	0.00116138267131
a	0.42071212984	0.405430712839	0.0622753526233	0.0669394578463	0.0296175753151	0.00492811109811	0.000561191553134	0.00102043665421	0.00189058921955	0.00124751797959	0.000745670658173	0.000340591950737	0.000324834005222	0.000334070076564	0.000575736854457	0.000132753505243	0.000218974403535	0.00016895861714	0.000904609735329	0.000214627873519	0.00141611879044
e	0.14802059728	0.48264267428	0.256825420874	0.0670235972821	0.0272061252717	0.00307595799937	0.000654240074378	0.00109058237807	0.00164533432985	0.00108800732653	0.00103052350939	0.000641273823579	0.000548287535074	0.000412332265521	0.000331827814819	0.000222424215081	0.000372901557845	0.000167859219047	0.00186350457844	0.00096903285784	0.00416754876348
v	0.0581003164267	0.485878638093	0.393884306958	0.036699136094	0.0106134600572	0.00162937313312	0.000619371494793	0.00053282955369	0.00068654077995	0.000454145370177	0.000567137898463	0.000534022654526	0.000382052016025	0.000241802911174	0.000264589378273	0.00016602078936	0.000369894265948	0.000157766824682	0.00187961452615	0.00126711856261	0.00507190052116
ò	0.0247236096756	0.622260022698	0.313728715653	0.0278489570313	0.00479623968573	0.000713137854373	0.000345967418264	0.000223770535563	0.000304517393317	0.000187416797392	0.000214903139821	0.000309032581509	0.000143412814008	9.16709813913e-05	0.000150544155091	6.49080621867e-05	0.000187559651983	7.9826689794e-05	0.00107547779538	0.000558151954203	0.00199218987372
à	0.0145263394252	0.492465590899	0.454409985218	0.0194316996771	0.00270123582858	0.000752343594791	0.000571987156088	0.000536741561854	0.000477266517772	0.000283794365131	0.000628702448274	0.00133550052717	0.000624447909003	0.00015177668213	0.000378318770697	9.31541054622e-05	0.00192528726733	8.1240186498e-05	0.00504275288513	0.00159754620807	0.00198432205791
r	0.0110401773751	0.270979236966	0.625151361739	0.0650905678924	0.00822830267619	0.000792894631597	0.000635720118696	0.000623857974951	0.000522624959257	0.00031636006171	0.000752981955425	0.00158327293339	0.000777535882168	0.000172008233377	0.000458742763566	0.000102062512154	0.00249002231144	8.4068952166e-05	0.00621476819504	0.00197318576936	0.00201026422597
t	0.0054905650917	0.190261518989	0.443921911913	0.250405355964	0.0454299385587	0.0155702431439	0.00420202030623	0.00795515944598	0.00526140880642	0.00340403804057	0.00518765535781	0.0019607900688	0.00245630660656	0.00119916383713	0.000801356471189	0.000129957677718	0.00303115639281	0.000244554650722	0.00926331129835	0.00138644318979	0.00243715681532
e	0.00273977133057	0.10014288733	0.231989665304	0.479633271988	0.103244532853	0.0209436966146	0.00550673740208	0.010772165482	0.00730612946881	0.00465071292686	0.0068118157526	0.00219841980627	0.00307296390885	0.00158821158571	0.00092881170373	0.000158735935906	0.00326641303094	0.000306758241907	0.0110036753661	0.00116299553993	0.00257161078511
n	0.00192394021019	0.0484316167767	0.195376771768	0.558094407329	0.149777644284	0.0160120257715	0.00287246566736	0.00481646792733	0.00374109052294	0.00261110988895	0.0026233389842	0.000866885646423	0.00121836755295	0.0011023534019	0.00131497028124	0.000171198528635	0.00131381192031	0.00123267643897	0.0047148649987	0.00068560022331	0.0010983545317
a	0.00129873793673	0.0260196892589	0.149251317256	0.57252811911	0.216139491428	0.0147482849238	0.00237707308912	0.00304245220911	0.00239849217431	0.00192325006298	0.00120100770473	0.000348688606474	0.00057922634765	0.000936269060633	0.00143088288141	0.000188006872878	0.000624616398437	0.00154092637966	0.00197262497623	0.00049456033777	0.0009562745339
s	0.00138288314558	0.012021335253	0.101057052419	0.588389139703	0.262415227143	0.0176077566413	0.00308096199637	0.00219200873637	0.0019476915581	0.00148522502099	0.000609910788243	0.000180809698825	0.00030743512255	0.000801498346878	0.00104662824814	0.000299761047626	0.000361664661146	0.00200305859322	0.00112323310208	0.000532104175923	0.0011546227113
