 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.93352801	0.055867084	0.0024541877	0.00081430864	0.00046111685	0.00069508335	0.00169169155	0.0044885507
g	0.91046919	0.0703209306667	0.00405322433333	0.00101726534667	0.000473919636667	0.00116460633	0.00424606948333	0.00825474403333
r	0.617520086	0.345794909556	0.00419794744444	0.00548665644889	0.00506100606556	0.00377279761	0.0109684473278	0.00719810247778
a	0.269377058	0.515123649852	0.0892774614815	0.0099431718163	0.0173450266885	0.0328040292033	0.0633276057759	0.00280198709259
t	0.149652738667	0.546370183284	0.146153338827	0.00796462760543	0.0182575557295	0.0488218190678	0.0794942209253	0.0032854886642
s	0.0539113170557	0.720267014428	0.0855979392757	0.0477636815351	0.0175606827432	0.0321379040226	0.0382579756418	0.00450346065473
a	0.0546862758519	0.518281438143	0.236267187759	0.0665015825117	0.0295452915811	0.0324098150075	0.0592847895473	0.00302359568491
è	0.0740552806173	0.194993214448	0.51323749592	0.0317602981706	0.0341717548604	0.0389719836692	0.106119704516	0.00669025076164
n	0.0458193560724	0.067508679016	0.691579845307	0.0306895803902	0.0389370529535	0.0308912242231	0.085968460172	0.00860582842055
a	0.0244611922241	0.031305991472	0.628277795102	0.0341426751301	0.122289029651	0.056525427741	0.0966821953907	0.00631571914018
n	0.017630519008	0.027654054824	0.441627745034	0.11599770771	0.19367709655	0.087766579247	0.108027138464	0.00761914021339
g	0.008698067736	0.0363075642747	0.288300831011	0.28972514257	0.232997565517	0.074752779749	0.0608832008213	0.00833484640446
r	0.00512051664533	0.0349794037582	0.120561126337	0.482828780857	0.257290868506	0.0498747322497	0.0357667602738	0.0135778448015
à	0.00264398471511	0.0188410960527	0.048944448779	0.408721996952	0.442880162835	0.0452204430832	0.0201561757579	0.0125916868572
m	0.00149333388504	0.00706501267757	0.0263452519263	0.216008935651	0.661358370945	0.0517238986944	0.030187945586	0.0058171967424
m	0.000866338375013	0.00256592800919	0.0163190641088	0.152220655217	0.730921806982	0.0526023448981	0.0391951451953	0.00530866684747
a	0.004977637125	0.0043797869264	0.0198958725029	0.072066251739	0.696183168994	0.140592045966	0.0570245497318	0.00488067761582
u	0.027200639375	0.0088741843088	0.025769107501	0.030946265213	0.419512203998	0.192491161989	0.288729534577	0.00647692747194
d	0.0307012026917	0.0127022491029	0.0156054305837	0.011937628771	0.215387512333	0.301358960663	0.405838631526	0.00646841355731
e	0.0272262037972	0.0101663194343	0.0113158782779	0.00525418277367	0.138104669444	0.398794620221	0.405824510509	0.0033136434191
r	0.0256518388857	0.0105450752114	0.0096515660293	0.00291540757456	0.069969423148	0.40671760674	0.466323893503	0.00822519330637
f	0.00887059955857	0.0108918124705	0.00385305937977	0.00293525389152	0.208419039049	0.41731224558	0.337562974501	0.0101550013021
ù	0.00361436379619	0.0043790529235	0.00273451802659	0.00342621013051	0.248212219016	0.465825338527	0.265824308167	0.00598397373403
m	0.00164588265873	0.0018036985595	0.00186515444886	0.0038264180435	0.107519035672	0.517792099509	0.357075759389	0.00847194134468
m	0.000982030679577	0.0008138941915	0.00107550682295	0.00446927578117	0.0673007538907	0.521375119836	0.383416369796	0.0205670334482
u	0.0159800225932	0.00846957651717	0.032695626641	0.0452010103604	0.0608196732969	0.484508506612	0.329840816599	0.0224847288161
</S>	0.0308700697966	0.0162734347586	0.0642722533205	0.0852057551802	0.0631452416485	0.407113803306	0.318107283299	0.015012099908
