 	voglio	che	Maria	venga	domani	</S>
i	0.96610745	0.0037610692	0.020065987	0.0012889687	0.0058424045	0.0029341044
t	0.84068745	0.0101962403333	0.108520133333	0.00264849183333	0.0332841895	0.00466348823333
è	0.786921083333	0.0247993747778	0.136958997778	0.00320849474444	0.0434615928333	0.00465048051111
l	0.674342927778	0.227134721593	0.064969202926	0.00495230721481	0.0185518556111	0.0100489852704
o	0.342590122593	0.579492007198	0.033071002442	0.0153296017383	0.0147736978704	0.0147435467568
i	0.131241864198	0.503209828066	0.307266865281	0.0193495482461	0.0250978039568	0.0138340665856
M	0.050135268066	0.248843605022	0.568230855094	0.0736202617487	0.0412179323189	0.0179520511952
a	0.044226846022	0.168862310007	0.375732731698	0.11322488725	0.0579517631063	0.240001438065
r	0.0408932745407	0.0946233200023	0.336023590566	0.116631162417	0.104876151035	0.306952502022
ì	0.0173221893802	0.193772165001	0.434036983522	0.145309097472	0.102977373678	0.106582223341
a	0.0123379924601	0.212783890667	0.348437061174	0.191371275824	0.191101801226	0.043967989447
n	0.00845959472003	0.0795451900557	0.382691833725	0.205889135275	0.302719540409	0.0206946667157
a	0.00733847880668	0.0352340718519	0.325364410242	0.200390238425	0.220091470136	0.211581297472
r	0.00681053208223	0.0201529560173	0.187325569081	0.268393956142	0.239482986712	0.277833990991
t	0.00261518988408	0.00849260257243	0.133176774927	0.219257602047	0.217502282037	0.418955535497
i	0.00742040967136	0.0339568816908	0.0456048218757	0.239212750682	0.172877267146	0.500927856832
à	0.00933459172379	0.0425269925636	0.0233342912919	0.249862864894	0.466651489049	0.208289788277
v	0.00364454764126	0.0152424135545	0.017964382764	0.114611138965	0.76602799635	0.0825095784257
v	0.00140790720709	0.00556396421817	0.00914391399467	0.0695278079883	0.564780712117	0.349575774142
r	0.00054984422003	0.00227848995606	0.00321625795156	0.0360817836628	0.199431575706	0.758442131381
i	0.00244078199768	0.00956102353535	0.00339763736385	0.0544652865543	0.185480190235	0.74465514046
</S>	0.00458604479884	0.0178736757677	0.00517072543193	0.0891982482772	0.267660105117	0.61551124023
