 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.82235214	0.1347469985	0.00866127365	0.0029267498	0.00044824456	0.00115157561	0.00044150494	0.000583328967	0.002475262735	0.00511921133	0.00781573188	0.01327789885
j	0.520073487667	0.418932282833	0.01754215055	0.00394296973333	0.000622302496667	0.00141832733667	0.000548335743333	0.000698387132333	0.00271612857833	0.00603846701	0.00787710249333	0.0195900256167
i	0.206891648222	0.659363727611	0.02030886785	0.00425330001111	0.00171743407556	0.00146740001222	0.00140012759778	0.000906328787444	0.00202920859278	0.00635593923667	0.00452785569778	0.0907781858722
n	0.0889691664073	0.621108209204	0.134227761283	0.0108411341037	0.00276668162519	0.00210518597074	0.00257986809926	0.00176654746248	0.00265031273093	0.00995042807889	0.00702611106593	0.116008612957
è	0.0365513478691	0.702320769735	0.179220044428	0.0120248513012	0.00187573988506	0.00168726813325	0.00190597320109	0.00153039882036	0.00201440616821	0.00782269774963	0.00625016840064	0.0467963696757
k	0.0136081683897	0.828389556578	0.122371088809	0.00970266136707	0.00253679023835	0.00070446851075	0.000823086001697	0.000546278194653	0.000692694336303	0.00267978264988	0.00210262761055	0.0158428384652
a	0.00866178649657	0.585932565526	0.330673519603	0.0561731081224	0.00443917524612	0.00403268736025	0.000740303633899	0.000351281096551	0.000405967647768	0.00164380155996	0.00076632627185	0.00617950320507
è	0.0101552084989	0.239706796842	0.443487029868	0.253424812707	0.00936079724871	0.00686705658675	0.00216930944463	0.00161040964218	0.00202134109592	0.0112100021867	0.00422166722728	0.015765611235
n	0.0077063994663	0.0986020089473	0.378043633289	0.433794660902	0.0315269690829	0.00550612322892	0.00265423791488	0.00196744948073	0.00246501607531	0.0139938195489	0.00536247358576	0.0183772391583
e	0.00731038945543	0.0493033083158	0.29152487243	0.570787130301	0.045506324361	0.0133673223096	0.00210583687163	0.00116335719358	0.00134028106844	0.00698604166963	0.00197386557192	0.00863129113277
k	0.00699494181848	0.0260520114386	0.139959807143	0.627760186767	0.160138182787	0.0218204021032	0.00280279335721	0.00144890286453	0.00134687578948	0.00491324145654	0.00121236225731	0.00555032447759
a	0.00469580960616	0.0162711948129	0.068588164381	0.648856495589	0.219046960929	0.0255644807011	0.00293964758574	0.00144197635484	0.00116277190649	0.00355995071885	0.000973176532437	0.0068994327592
p	0.00395127906872	0.0115918996043	0.035358303127	0.614637265196	0.271346786976	0.043265817567	0.00397514049525	0.00209643231828	0.00165798467883	0.00342871107295	0.00104631382415	0.00764414255307
à	0.00241959548957	0.0083333708681	0.0174088653757	0.472512521732	0.433519682325	0.0502936815223	0.00470527493175	0.00216639227276	0.00164307159961	0.00260695549098	0.00097198275805	0.00341866351769
c	0.00155900609652	0.00567031908937	0.00877655312523	0.356824803911	0.577317080775	0.0368655105074	0.00717075131058	0.00135057475759	0.00076921211987	0.00170806777699	0.000470276992683	0.00151786448923
e	0.00175859156551	0.00301952742979	0.00772958270841	0.21612892797	0.614700693592	0.118936291169	0.0191659271035	0.00746412475253	0.00443226791996	0.00413443857233	0.000682319320894	0.00184731627974
n	0.00188353484184	0.0023418450766	0.00706129693614	0.129375822657	0.616430164531	0.183709187056	0.0309778917012	0.0124982335842	0.00734665997332	0.00521173819078	0.00109125927363	0.00207236063991
a	0.00225449106728	0.00335926635887	0.00836995834538	0.0875220708857	0.566000064844	0.263971105685	0.0346422165671	0.0117925295281	0.00637876255777	0.00505571406359	0.00127903799121	0.00937478242664
p	0.00252424008909	0.00451496228629	0.00881420121513	0.0554814109619	0.501560264948	0.345372291895	0.0437913765224	0.0132269358427	0.00618073161926	0.00507222615453	0.00147208156374	0.0119893008089
u	0.0037187609297	0.00580957492876	0.00869645783838	0.0404094343206	0.416566848316	0.433729953965	0.0494677378408	0.0130229819476	0.00546564893975	0.00665348051818	0.00272418858791	0.0137349542696
l	0.0040257413899	0.00539472250959	0.00848134127946	0.0318111447735	0.289673959439	0.518127917988	0.0801638016136	0.0259469099825	0.00993065284658	0.00732931023939	0.00382158819597	0.0152929340899
i	0.0026481692433	0.00422244123653	0.00631547109315	0.0189872965912	0.243036709813	0.537316482663	0.116025780538	0.0335444803275	0.0120540217155	0.00723379814646	0.00350309349866	0.0151122586966
z	0.00234358404777	0.00547331984551	0.00580815019772	0.0134977630971	0.200002469938	0.535821927554	0.159492780179	0.0395490394425	0.0130077830052	0.00724423864882	0.00307278643289	0.0146861696655
z	0.00208066901592	0.0066222168485	0.00386341689924	0.00966007259903	0.273003783313	0.432114752518	0.199338196726	0.0451588938142	0.0147008686684	0.00432048348294	0.00301723861096	0.0061194583885
è	0.00169651955197	0.00494312551617	0.00284868081975	0.00745152016634	0.237362740438	0.385716470839	0.268862642242	0.0612602099381	0.0181611302228	0.00632185982765	0.00298887897032	0.00238626394283
s	0.00067730876399	0.00176707654872	0.00117034234325	0.00398362402211	0.170323826146	0.33593188028	0.364314320747	0.0796362179794	0.0203986637409	0.00760625877588	0.0121154152234	0.00207508206094
s	0.00028845842633	0.000688522659573	0.000594000674417	0.00259578619404	0.150088906715	0.23048500676	0.384275496916	0.100827475993	0.0257812545803	0.0129448177586	0.0288744040745	0.0625558673536
i	0.000395099423777	0.000409237146524	0.00132219200147	0.00253668918468	0.0652354005717	0.196722892253	0.361282698972	0.187159968664	0.0593942575268	0.0173410672529	0.0258347172248	0.0823657923845
è	0.00104928535126	0.000565556675508	0.00305410876716	0.00475932389489	0.0256379676239	0.251139394084	0.273973976324	0.284488472888	0.0962988325089	0.015172750751	0.0133367376083	0.0305235942282
n	0.00106180526375	0.000570849105169	0.00273063664572	0.0043155577983	0.0127403881413	0.313238104695	0.218962215441	0.292626534296	0.11828554417	0.0116622571503	0.0111149240361	0.0126911769527
a	0.00115102026792	0.00063101814839	0.00357435227191	0.00357491453277	0.0121843055471	0.248562544898	0.28156011848	0.292924668099	0.119216324723	0.0159959019501	0.00997121151203	0.0106536650276
p	0.00145580148931	0.0023519867828	0.00417396559064	0.00350997347759	0.0142699891824	0.137305101633	0.37343390616	0.3147654427	0.113510978241	0.01742369975	0.00784729237068	0.0099519206592
u	0.00233416349644	0.00327937259427	0.00629598769688	0.00446706112586	0.0146444267275	0.094505007211	0.324500495387	0.3616856009	0.14500334608	0.0270993176833	0.0105421233236	0.0056431285364
l	0.00244539363215	0.00241202323142	0.00681862319896	0.00459691855529	0.0111630742425	0.0587857340703	0.227192925129	0.418838753633	0.214547558693	0.0331967115611	0.0146408451079	0.00536146431213
i	0.00199698954405	0.00234544891047	0.00549146603299	0.00333537459843	0.00898147041417	0.0348304863568	0.18044661171	0.435195117878	0.265696562898	0.0394015918537	0.017264354036	0.00501457157071
z	0.00236268628135	0.00724751730349	0.00579519357766	0.00339768809948	0.0111465438047	0.0235134807856	0.142719593903	0.426336172626	0.303347510966	0.0468788766179	0.021506056012	0.00574872119024
z	0.00195284126045	0.0085083760345	0.00358075462589	0.00279473486649	0.0102859299349	0.0214313122619	0.134792004634	0.411261990875	0.342405333655	0.0317369448726	0.0263619043373	0.00488788426341
è	0.00115910091482	0.00342513091117	0.00191297493196	0.00197974381883	0.00540145492163	0.0184064480873	0.0864578475447	0.349464703625	0.433039707885	0.0614917099575	0.0345274517791	0.00273374325447
s	0.000407760630273	0.00115839634106	0.00068261394632	0.00072052312461	0.00210800515054	0.0085962355291	0.0711330851816	0.282984564542	0.442810015962	0.0875905533192	0.097389905593	0.00441836271816
s	0.000160143708091	0.00040939934802	0.000308864707773	0.00031628696987	0.00120426983018	0.0049965231097	0.0721580363939	0.280592411514	0.336447671987	0.0712569537731	0.132264345198	0.0998850792394
i	0.00022323467003	0.00019789612934	0.000779091215924	0.000881390229957	0.00169461859006	0.00593687513657	0.0412642654646	0.239300733838	0.385178257329	0.090581870591	0.102189955066	0.131771796413
o	0.00107326872334	0.00171545322645	0.00405504910531	0.00432463654332	0.00652826029669	0.0138135697122	0.0263001881549	0.185427834613	0.45072845911	0.127251980197	0.119882515022	0.058898777471
s	0.00169823747445	0.00481342657548	0.00523104170177	0.00516388121444	0.00978809876556	0.0133456070374	0.0225330127183	0.167255204871	0.480446283037	0.125139792066	0.131076471674	0.0335089238237
p	0.00119209188482	0.00433524064849	0.00263163960059	0.00243371910481	0.00637891272185	0.00646301417913	0.0185831922394	0.15027233829	0.565617884346	0.0924553973553	0.135083123891	0.0145534137079
ì	0.000537227638273	0.00155597265883	0.00109686287353	0.0011490692216	0.00274418736728	0.00366320799304	0.0104436744798	0.10204398043	0.513241351449	0.169612913785	0.186474157964	0.00743737560263
t	0.000192981443924	0.000539737802943	0.00039483453451	0.0004225642202	0.00108164630243	0.00155635079101	0.00566905739327	0.0610802191433	0.348719730483	0.233404091262	0.338938135988	0.00800066346754
i	0.00150364419581	0.000955168764981	0.00344317811484	0.00221247269973	0.00433850828748	0.00554596049034	0.0160671326311	0.0572914960478	0.223241523494	0.284876873754	0.390093828663	0.0104301848225
