 	non	mi	aspetti	che	non	vengo	</S>
m	0.40505945	0.441772035	0.0774452176	0.0071101362	0.02481173035	0.024715735375	0.01908572935
ì	0.1897924645	0.648712178333	0.0821956105333	0.0105938480667	0.02489231035	0.0251285908917	0.0186850084167
m	0.0801901686667	0.701393526111	0.143972501511	0.0198193726889	0.0205868760167	0.0249687427306	0.0090688174389
e	0.0610513072222	0.49595846537	0.234282910504	0.124201271896	0.0303278706722	0.0380818862435	0.016096282813
m	0.0530734974074	0.270393863457	0.383671010168	0.190185433965	0.0414321342241	0.0426378997478	0.0186061279377
ì	0.0310002079358	0.104769398819	0.383492541389	0.374629677988	0.0453578190747	0.0508376125826	0.00991272241257
n	0.0159295861119	0.0453857036063	0.22492902513	0.578561292663	0.0614574506916	0.0593319891942	0.0144049722375
e	0.0144791270373	0.0413353692021	0.15463076671	0.609209950888	0.0648824142305	0.0980611663981	0.0174012337458
k	0.0112046500124	0.037808415834	0.0621370259033	0.674538950296	0.0795841987435	0.125525122133	0.00920165768193
a	0.0164489373375	0.029062403378	0.0264379123011	0.715809763432	0.0813779839145	0.119403404044	0.0114595976606
e	0.0344619037792	0.0345350107927	0.0149271524337	0.615770874477	0.144737372305	0.103265826015	0.0523018642202
n	0.0320593313597	0.0226250484642	0.0098422450779	0.473280878159	0.194067397435	0.204929063338	0.0631960430734
è	0.0202158365532	0.0208243133547	0.0064309150593	0.42084811272	0.106205538145	0.397908071113	0.0275671956911
r	0.0144051636177	0.0183095274282	0.0043758749031	0.29553668424	0.0596012450483	0.589393857038	0.018377622897
k	0.0232606709726	0.00998373145273	0.00716286908437	0.21413998808	0.118385021683	0.595855895679	0.0312117756323
u	0.0300377086575	0.0190547281509	0.0143664506948	0.16735613536	0.128943160561	0.608559575226	0.0316821812108
m	0.0238440562192	0.018982290817	0.0178004292316	0.0716457442867	0.159562836854	0.671674091742	0.0364905344036
e	0.0489485340731	0.037339030039	0.0168234304105	0.0646773712622	0.168821804951	0.628045330581	0.0353445033679
</S>	0.0718820990365	0.0642288200195	0.0148073242052	0.0890813806311	0.0956057564755	0.64567776529	0.0187168425339
