 	forse	non	li	ha	a	casa	</S>
f	0.988732245	0.00030878089	6.51217715e-05	0.0003968813	0.00089409709	0.002271710665	0.00733121045
ò	0.988271821667	0.000546571123333	0.000334831913833	0.000516347276667	0.00102656069667	0.002225429555	0.00707840964
r	0.979447293889	0.00274768514111	0.00107017013794	0.00132431163556	0.00236628333222	0.00794690461833	0.00509725237
s	0.645431033296	0.15399553938	0.0418458783793	0.0302513151785	0.0855144770107	0.0316220908728	0.0113395934567
i	0.219332564265	0.239376889793	0.109942142793	0.133696045059	0.21465239567	0.0606390919576	0.0223608544856
e	0.118200329255	0.126152753264	0.288892394264	0.144655677686	0.184316380557	0.0512618109859	0.0865206714952
t	0.181304986418	0.057681127088	0.317260268088	0.095742688562	0.0956207388523	0.141904542329	0.110485701498
u	0.162368723006	0.0347187663627	0.195769172696	0.190451696187	0.126157329617	0.19579279411	0.094741568166
s	0.0826036585353	0.0213008708209	0.138652614232	0.318012092062	0.145848093206	0.200663248037	0.0929194350553
è	0.0545563475118	0.0107102874736	0.0654690914107	0.491852077354	0.131342741069	0.194123751012	0.0519456920184
c	0.0186858423206	0.00688651675787	0.0386339281369	0.679143102451	0.128210010356	0.105218725337	0.0232218568061
h	0.00631535376687	0.00690232001929	0.0279604717123	0.744391290817	0.127233556785	0.0754805711123	0.011716417602
i	0.00220792199896	0.0134852413398	0.0203556001708	0.673366850272	0.202522552262	0.0815664610374	0.00649536496733
è	0.0275579435663	0.0136585260466	0.0078587967236	0.467138746757	0.267911377421	0.200267845012	0.0156067948891
s	0.0359569904454	0.00681186681553	0.00290396182453	0.242720735586	0.23937867914	0.453406025004	0.0188217701964
s	0.0120464004668	0.00892563647184	0.00349489192484	0.191462888529	0.255952419713	0.513137815001	0.0149799649655
u	0.00429977408393	0.0191985791573	0.00448166117495	0.17942784151	0.269873549904	0.503990611667	0.0187279839885
</S>	0.00255246134196	0.0241031445786	0.00344167118748	0.125874188755	0.239194864952	0.585853055834	0.0189805989942
