 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.93238895	0.0163055045	0.0030130058	0.00149133815	0.000604262095	0.00028285229	0.00057010424	0.000355866485	0.00012132057	0.00038526633	0.000222131302	0.0001443042175	0.000714545345	0.000961231165	0.002443300715	0.00985401637	0.0301420808
ò	0.92229195	0.0267725731667	0.0037125821	0.00122716088333	0.000569377415	0.0002491944	0.00056079226	0.00034475554	8.92076236667e-05	0.000364904643333	0.000199713171	0.000123798252167	0.000702336675	0.000919911164	0.00234808362033	0.00971600779667	0.0298076911267
t	0.919751016667	0.0541524180556	0.0082201432	0.00141050006111	0.000474778755	0.00018164351	0.000239194343333	0.000144101479333	5.24583735556e-05	0.000154054911111	8.02087156667e-05	5.5855190389e-05	0.000289832351667	0.000349252327	0.00082446697111	0.00337401933889	0.0102460762822
t	0.654732892222	0.144065661352	0.1215374414	0.00646700462037	0.0232639487517	0.0121965506233	0.0110913886911	0.00543482321411	0.000568426659852	0.00289680030037	0.00101713437689	0.00089144016013	0.00324769638389	0.001423491039	0.00155107850604	0.00458312651296	0.00503113497407
e	0.281889930741	0.419243770451	0.1908017538	0.0141377068735	0.0319147062506	0.0164814743411	0.014943321397	0.00731561007804	0.000745560144617	0.00389143994012	0.0013372558523	0.00118379958471	0.00427485623463	0.001807501003	0.00187111805201	0.00496818823099	0.00319204013136
j	0.107048973014	0.68742624015	0.145727397933	0.0166068022912	0.0146364190835	0.0072750059137	0.005799786099	0.00285575346601	0.00200489203954	0.00178708512004	0.000917924310767	0.000852134426237	0.00170807883821	0.000860008891	0.000796137064003	0.00200633988033	0.00169107731712
è	0.039252597238	0.75422698005	0.162401235978	0.0170315014304	0.00995921236117	0.0044491872379	0.00271264206633	0.001305211912	0.00244948307651	0.00102603899001	0.000771094270256	0.000737478863079	0.00080188416607	0.000504284791333	0.000359325396334	0.000953581222777	0.00105831580904
n	0.0152648462127	0.70957539335	0.241837558659	0.0145939361435	0.00867530112039	0.00268764171263	0.00215924345544	0.000858630760667	0.00098001316217	0.00063462724667	0.000373447833419	0.000310681728693	0.00041241889869	0.000251164118111	0.000171351012445	0.000434978860259	0.000778781706347
n	0.00601685300423	0.549951531117	0.362236512886	0.0107790367145	0.0136328417068	0.00529686027088	0.0120773876851	0.00997134238689	0.000842888560723	0.00583887968222	0.00259932702114	0.00224232862956	0.0076631012429	0.00225983566604	0.00316057680615	0.00408938638675	0.00134131746878
o	0.00448232950141	0.319051885706	0.546476554295	0.0355035699048	0.0201813572356	0.00774106509029	0.0150071807617	0.012970244129	0.000790400673574	0.00761419546074	0.00329350455038	0.00290647037652	0.0101225452943	0.00294132155535	0.00418750987872	0.00527713297892	0.00145270392293
m	0.0038817457338	0.147112275569	0.717807601432	0.0676264833016	0.0299918037452	0.0065544718301	0.00655036878723	0.00498625400967	0.000754080877858	0.00305398665358	0.00138623330679	0.00119653540884	0.0036417143781	0.00113312547178	0.00151583824624	0.00195874694297	0.000848684447643
