 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.53188879	0.211436586	0.0075800834	0.010837536	0.00372359855	0.0128656757	0.0182127388	0.13050865615	0.026160315	0.04678603905
d	0.2275014633	0.515697928667	0.00798428013333	0.00869437866667	0.00367843561667	0.0119394132333	0.0191457192667	0.132802049383	0.0258374527767	0.0467188269633
r	0.0811156180667	0.809037189556	0.00847927737778	0.00564288728889	0.00221877707222	0.00696903127777	0.0094594008889	0.0520366767943	0.00898163150223	0.0160594143778
e	0.0340675482222	0.906951359852	0.00891033945926	0.0033559020963	0.00215168725741	0.00422947309259	0.0063927260963	0.0250667892648	0.00324526163408	0.00562881735127
f	0.0134388146207	0.926182269951	0.0218121068198	0.0078965446321	0.00180433365247	0.00821535049753	0.00545796259877	0.0118463940216	0.00124417906136	0.00210196611909
f	0.0068942348869	0.893999823317	0.0434821322733	0.0108703276107	0.00321461665082	0.0128625814992	0.0134682080996	0.0131447899405	0.000935097703787	0.00112814304636
ì	0.00565005389563	0.885226374439	0.0530220914244	0.0062685319369	0.00595663421694	0.00833231639973	0.0174430530332	0.0167714709802	0.000718005813262	0.000611457064787
m	0.00396991333188	0.906872658146	0.0447495651415	0.0057939553123	0.00669641493898	0.00351086873324	0.0098268444444	0.0156375996601	0.00105086491642	0.00189133128426
m	0.00606898621063	0.780265309382	0.0637184257138	0.0290692874374	0.026085530513	0.00525470361108	0.00919057058147	0.0234657215534	0.0534862978721	0.00339518522809
u	0.00755371173688	0.455052523127	0.189694621905	0.119608452479	0.0555806948377	0.0124854762037	0.0213947751938	0.0653504255178	0.0709208143907	0.00235850612936
f	0.00490467101229	0.188503368709	0.446994927302	0.16662626916	0.0491853202792	0.0214816504012	0.0254419423979	0.0691107375059	0.0261576095636	0.00159351496312
ù	0.0029602823041	0.0804535532363	0.604303732434	0.186877351387	0.0399250740931	0.0228965978004	0.0184612151326	0.032238476502	0.0106094732812	0.00127423023104
e	0.00297820696803	0.0401753357454	0.462203260811	0.392874383796	0.0375005136977	0.0270562019335	0.0130489418109	0.0184457913673	0.00436295218707	0.00135436198701
p	0.00700990465601	0.0213543019818	0.40149598027	0.453560354599	0.0441055302326	0.0524543316445	0.00869434113697	0.0073656709891	0.00238150161902	0.00157805646234
p	0.008514683552	0.0104218509273	0.51764738009	0.3057463782	0.0912272367442	0.0496710712148	0.00866224747899	0.0057967893297	0.00146189469634	0.00085048254078
ò	0.00442601127733	0.00592083557577	0.403126808363	0.3791946594	0.144038442248	0.0463880844049	0.010064831493	0.0054675519099	0.00103854771545	0.000334215505927
r	0.00184616518578	0.00323743875859	0.270140781121	0.422680286467	0.212256684083	0.0600363614683	0.013551735831	0.00856583443663	0.00604064112182	0.00164404524098
k	0.00224564306193	0.00278571455286	0.219193793707	0.344041438822	0.279139081361	0.0479370428228	0.0134949499437	0.0126518424789	0.0358847500406	0.0426257684137
e	0.00238157585398	0.00411980465095	0.102732966569	0.362258956274	0.291891643787	0.0997448466076	0.0192284586479	0.0213075998263	0.0414491816802	0.0548850008279
t	0.00210159408466	0.00388354365032	0.0550781158563	0.364538005425	0.263149367929	0.215634518869	0.0351066495493	0.0228282846088	0.0185371920601	0.0191427417326
e	0.00469567099489	0.00586985565011	0.0415777709521	0.235077826475	0.33780495931	0.266545072956	0.0675252998498	0.0188535625363	0.01198137152	0.0100685920109
e	0.0108914353316	0.00895305478337	0.0213473042174	0.146353796825	0.339942463103	0.327576897652	0.0901015912833	0.0234238641788	0.0106104095067	0.0207991626703
t	0.0132033694439	0.00613870816112	0.0107059066391	0.147242286942	0.245820614368	0.421893689217	0.101543521761	0.0234316363929	0.00844972530223	0.0215705474734
è	0.0078218422313	0.00382096355371	0.0065211691797	0.087706782314	0.207934854789	0.445875526406	0.20516765392	0.0224128344643	0.00507956400074	0.00765881147447
l	0.00298339092377	0.00266772278457	0.00543018669323	0.0406074387713	0.170744808263	0.401479165469	0.331690311307	0.0262673251548	0.0138232094336	0.00430641889149
i	0.00187854580459	0.00551274619486	0.00587937423108	0.0263999465904	0.136950076088	0.312770151823	0.421696263769	0.0548287100516	0.0271479411445	0.00693623529716
n	0.00509752800153	0.00664531909829	0.00473141047703	0.0216582965301	0.108850882029	0.287824750608	0.41553261459	0.110614806684	0.0309134167148	0.00813100299905
a	0.00693687000051	0.00534739439943	0.00382543979234	0.0169278277767	0.0887458680097	0.234455633536	0.481114584863	0.127224650895	0.0288981689049	0.00652361523302
d	0.0105295746668	0.00492289546648	0.00330986823078	0.00825644719223	0.0534576433366	0.153766707845	0.524705454954	0.202285802298	0.0317327133016	0.00703292007767
