 	questo	muro	vuole	uno	specchio	</S>
c	0.98301037	0.010153096	0.002640372	6.123752e-05	0.00358435525	0.000550565185
ì	0.98702799	0.00765110186667	0.0026006654	8.45540016667e-05	0.00233966876667	0.000295995253667
t	0.983024596667	0.00689593998889	0.00471275286667	0.000410070283889	0.00219239260556	0.00276422048656
t	0.664382678889	0.0128532344963	0.00661712718889	0.295514295595	0.00567517786852	0.0149574801622
o	0.25410780963	0.168667767499	0.048699581963	0.471408201865	0.0300287886228	0.0270878537207
t	0.11936099821	0.465863369166	0.101670827321	0.235077635588	0.0546257728743	0.0234014069069
ì	0.0590197814033	0.648186829722	0.141891725774	0.086860441496	0.0522400166248	0.011801207369
c	0.0257687938011	0.652924983241	0.205633711925	0.0415636031653	0.0630388945416	0.0110700091897
h	0.0112580896604	0.433544295414	0.166710269642	0.316320859055	0.0561680078472	0.0159984830632
o	0.0059137299468	0.180842939471	0.195115228881	0.469910823018	0.134133612282	0.0140836703544
t	0.0047658088156	0.0790519615903	0.49577774296	0.226421092006	0.183093457427	0.0108899174515
è	0.0025967152852	0.0294594052968	0.746019247653	0.103825135002	0.110891421142	0.0072080497505
l	0.0012340820284	0.0121623108323	0.816021782551	0.085658618334	0.0793824000473	0.00554081041683
i	0.0028336617628	0.0243294716774	0.605494044184	0.078819034778	0.257183091016	0.0313407393723
è	0.00509973025427	0.0314712712258	0.302531838061	0.0504364822927	0.569525410339	0.0409352814574
n	0.00387221921809	0.0153412916086	0.254934909354	0.0288574794642	0.64170018678	0.0552939021525
a	0.0047318418727	0.0175553324029	0.230554733118	0.0256867451547	0.606373378927	0.115097974051
n	0.0050716059909	0.017626415601	0.129881098039	0.0169596687182	0.726408959642	0.104052270684
j	0.00259709269697	0.00783349100033	0.0632935553463	0.0941929012394	0.666944146547	0.165138846228
a	0.00484127406566	0.0149262440001	0.0642744554488	0.145016892413	0.582666208849	0.188274958076
l	0.00510416801189	0.0155676816784	0.0543884795063	0.0777598551043	0.772959279616	0.0742205633587
ì	0.00253266996063	0.00635005507113	0.0236719585254	0.0371134406681	0.894088803205	0.0362430574529
</S>	0.00248833718032	0.00490437878556	0.0199088777627	0.0351314553341	0.904506001602	0.0330609012265
