 	il	dito	si	gonfiò	</S>
o	0.52586368	0.36634009	0.036320205	0.0579459175	0.01353008975
d	0.225361481333	0.663939963333	0.0333087053333	0.0644045798333	0.0129852982167
à	0.082268280111	0.828490487778	0.0205371767778	0.0630510872778	0.00565299170557
t	0.035529959037	0.879507129259	0.0209726312593	0.0555778204259	0.00841246323519
t	0.0213187103457	0.628252453086	0.0398060317531	0.0569592514753	0.253663570412
i	0.0251223524486	0.362405127695	0.189644888584	0.0763623238251	0.346465335137
l	0.0207140214495	0.392047475898	0.252876986195	0.178404151275	0.155957345046
o	0.0118645711165	0.299294921299	0.275332192065	0.295698957092	0.117809320015
è	0.00868940677217	0.121983536433	0.453872604022	0.330508982364	0.084945469005
p	0.00334374508072	0.0441088556777	0.459577168007	0.458508234121	0.0344620056683
r	0.00172837778357	0.0177565336259	0.349775412669	0.446858664707	0.183881015556
i	0.00415446526119	0.00962397640863	0.50124276089	0.242837048236	0.242141755185
m	0.0045278934804	0.00622384333621	0.496578200297	0.373575606079	0.119094485062
m	0.0018879423668	0.00289024857874	0.430337680099	0.461404688693	0.103479458354
è	0.0064508049356	0.00798899079291	0.6532117267	0.255978406231	0.0763700737847
n	0.0076952703032	0.0094181753743	0.5477799789	0.26206114541	0.173045435595
o	0.0781021227591	0.0359408339014	0.325246379633	0.310719351803	0.249991295198
</S>	0.15234286138	0.0669274594507	0.315375814817	0.264798800901	0.200555032599
