 	tutto	il	cibo	vuole	girato	</S>
ò	0.99643265	0.000228293245	0.0006187115	0.001052810965	0.00057742156	0.001090043016
l	0.984052816667	0.001429449035	0.00694407736667	0.006362928765	0.00047071918	0.000739931349333
o	0.658614400889	0.0452212779117	0.200199486456	0.0908665129217	0.00370571578	0.00139256198311
o	0.255520084296	0.162506992637	0.377710405485	0.141732237641	0.0313111255933	0.0312190984277
m	0.112671786432	0.342645814212	0.362227421828	0.100032079214	0.0398647401978	0.0425581193092
a	0.045260015144	0.317154244737	0.388190563943	0.127963269738	0.0537287583993	0.0677031496031
r	0.0202249541813	0.127266443912	0.578902821314	0.143410061913	0.0560490345331	0.074146716501
ì	0.00759322409377	0.0826762389707	0.763114727105	0.101793765971	0.0195914733777	0.025230610767
o	0.00691171459792	0.0681204759902	0.609477802368	0.292217738657	0.00815494545923	0.0151173312223
t	0.00921719986597	0.0265156185634	0.328618467456	0.609301929552	0.0129923700197	0.0133543730741
è	0.00665989575532	0.00965046552113	0.171716912485	0.785527543184	0.0180369773399	0.00840814045803
l	0.00328412464511	0.00384314556038	0.094667611495	0.783271614395	0.0983896124466	0.0165438692527
i	0.00435710780837	0.0120053984735	0.0973877178317	0.717670051465	0.136325161816	0.0322545684176
v	0.00492987026946	0.0150688708912	0.0834442612772	0.676326880488	0.186957644939	0.0332724788059
o	0.00681344775649	0.0207977163637	0.102626045759	0.563785250163	0.27993846498	0.0260390842686
t	0.00804818891883	0.0225913042212	0.11048409192	0.474587766721	0.32417840166	0.0601102554229
i	0.00537054330628	0.0129184828404	0.0607313399733	0.400821325574	0.450214323887	0.069944012141
m	0.00356415853209	0.0122354629468	0.0411032725244	0.232701912358	0.667307041296	0.0430881693803
m	0.00449635827403	0.0178818723156	0.0360417707081	0.115761686286	0.790100360432	0.0357179334601
è	0.0105046420913	0.0243871274385	0.041509231236	0.109545940429	0.769457633477	0.04459539982
n	0.00928562019377	0.0157933234112	0.0218226974387	0.0736301528097	0.822956867826	0.0565113166067
o	0.0201113338946	0.0734337254021	0.0623146585062	0.106263046937	0.695320889275	0.0425563262022
</S>	0.0355493334473	0.138911937701	0.113528879253	0.171525668469	0.508401059638	0.0320831041011
