 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.63141224	0.0516255225	0.0060592518	0.00277659795	0.004459724	0.0081163576	0.01997173285	0.27557858715
n	0.3293087515	0.345414914167	0.00615047493333	0.00298683705	0.00490773066667	0.0105433028667	0.02474546095	0.275942525717
è	0.113147573	0.731754214722	0.0182473183111	0.00323619675	0.00604289145556	0.0128869482889	0.0166153913167	0.0980694405723
r	0.0420186338333	0.858460504907	0.0264538531037	0.00387150545	0.00934830038519	0.0124030480963	0.00950756100557	0.0379366018574
t	0.0319589904444	0.663237468302	0.171227416701	0.01398360615	0.0133408974617	0.0559416823654	0.0309991799019	0.0193107712858
i	0.0310490264815	0.369059856101	0.3889463289	0.0346829153833	0.0282241854872	0.0949164674551	0.0402576549673	0.0128635636619
s	0.0192747031605	0.3297244087	0.4250133563	0.0557746184611	0.0424838714957	0.0659190668184	0.0553991816558	0.0064108102873
t	0.0204969480535	0.2329979479	0.533672588767	0.065494179487	0.0336590454986	0.0440213566061	0.0639618548853	0.00569610936243
e	0.0250713586845	0.0883353663	0.505479419589	0.223155983162	0.0493681444995	0.0727314888687	0.0317056272951	0.00415265355414
s	0.0211828232282	0.0419236261	0.245567823196	0.414213694387	0.111657818167	0.0858692529562	0.0731078620984	0.00647715685138
e	0.0226405004094	0.0242613093667	0.121309221065	0.425339211462	0.213432109389	0.0769992809854	0.0880562433661	0.0279621899505
t	0.0237960004698	0.0149389756222	0.0605212070217	0.426909217154	0.297481359796	0.0812849203285	0.0622618504554	0.0328065055502
t	0.0166794078233	0.00673208737407	0.0330251640072	0.524399425718	0.269950423265	0.0746454601095	0.0596179351518	0.0149500882501
à	0.00982780267443	0.00318209379136	0.0254830010024	0.505863985239	0.271412774422	0.139746786703	0.0377258217173	0.0067577033867
e	0.0201865822915	0.0140159625971	0.0190688006675	0.29456711708	0.444659798141	0.164145954234	0.0301250665724	0.0132306789322
v	0.0276808480972	0.0177855239324	0.0144700267892	0.149150607693	0.599203152714	0.144325653411	0.0314916765241	0.0158924998441
ò	0.0135953724824	0.00726241624413	0.00825916316307	0.085417312231	0.604277104238	0.241140131137	0.033971935508	0.00607658748137
s	0.00465566011247	0.00331895629804	0.00522857378769	0.036498442077	0.478357634746	0.371969263712	0.096319151836	0.00365235866046
t	0.00175340928582	0.00138818413935	0.00646684966256	0.0219816736923	0.319630744915	0.434796524571	0.162813103945	0.0511695703868
e	0.00133679200861	0.00210828306978	0.0324366922209	0.0178666545641	0.192456626972	0.447712434857	0.237544644648	0.0685378837956
m	0.00366544550287	0.00225420075659	0.0403031185736	0.013667433688	0.102747744324	0.487330628286	0.299675738216	0.0503556349319
a	0.00513289943429	0.00704909898553	0.0220964106912	0.0196737237293	0.0676283914413	0.388920509429	0.447752179405	0.0417467233773
r	0.0043654618781	0.00856695956518	0.0125197572971	0.0191609353431	0.0374935731471	0.193166959143	0.700688246468	0.0240380708591
è	0.00287631901603	0.00310683017173	0.00476200799903	0.00694608478103	0.0173531396157	0.0958636550477	0.850941305489	0.0181506456864
o	0.024246033262	0.0192525864706	0.0287453411663	0.0325091994937	0.0479646207719	0.0769326030159	0.760916465163	0.0094331166288
</S>	0.047010106631	0.0366337632353	0.0545137205831	0.0609689897468	0.083686982886	0.089169484508	0.618849142582	0.0091677493144
