 	mi	si	gonfiò	il	dito	</S>
m	0.522820413	0.020405826	0.054783001	0.00245259505	0.22401741575	0.17552080935
u	0.273994983	0.080484642	0.165956423667	0.00457324318333	0.26773116525	0.207259598117
p	0.162882421467	0.255537774	0.305054341222	0.00540316022778	0.16886380175	0.102258514372
r	0.0598105816223	0.528285958	0.268242987074	0.0101154270759	0.0913675594833	0.0421774267907
ì	0.0284513655408	0.599498789333	0.295636685691	0.0182250070253	0.0356683140611	0.0225197723969
s	0.0150529016803	0.478020503111	0.43029298523	0.0293784370084	0.024637018687	0.022618117599
t	0.00872233439343	0.35656735437	0.420388241743	0.0310566320028	0.020151829229	0.1631135712
i	0.0393546181311	0.218305191457	0.321866013914	0.130758100334	0.060371100743	0.2293449504
t	0.0467160663304	0.113150107119	0.179488429638	0.396252006778	0.131133030248	0.133260353467
o	0.0763517040635	0.0752514723397	0.121106871546	0.388218903926	0.212850216749	0.126220817822
d	0.0861723261712	0.0615709374899	0.091950894582	0.261587779642	0.388433115583	0.110284932607
à	0.0473104618737	0.0293003412066	0.057300040594	0.227575023214	0.580954071861	0.0575600752023
t	0.0344373033012	0.0185101119822	0.045893499698	0.125212164405	0.74048871062	0.0354582637341
t	0.0129637745771	0.0070653369074	0.0181000489993	0.0679685728017	0.561802434207	0.332099898911
i	0.022870338659	0.00977096696913	0.0190263409331	0.0407405956006	0.401826022069	0.505765759637
l	0.024873989611	0.00992230588471	0.0172642237944	0.0487265742002	0.613805487356	0.285407391212
o	0.060787138595	0.0338733941899	0.0409090447481	0.0418941454001	0.629037575785	0.193498668404
</S>	0.109098009297	0.0627348120949	0.0731055273741	0.0294033252001	0.536491687893	0.189166624202
