 	questa	canzone	ee	l'	ha	scritta	un	poeta	</S>
t	0.99089343	0.0024715504	0.00093779052	0.00011783053	0.00034857684	0.000223344295	0.00028386559	0.001983200335	0.00274044235
ù	0.992120343333	0.00199188213333	0.00063521446	9.3575254e-05	0.000255297103333	0.000201207875	0.000238208306667	0.002001255845	0.0024630516298
t	0.992317181111	0.00347773384444	0.00078888466	0.000122008182	0.000528285037778	0.000150282825	0.000410018035556	0.00125183628167	0.0009537569564
t	0.71524812037	0.0377322366148	0.00483235402	0.135632764314	0.00702562654593	0.0601794994183	0.0233720336452	0.0146340263606	0.00134336468547
o	0.32956147679	0.277592602205	0.03947809434	0.184329702105	0.0207871368486	0.0857678158061	0.0347867978817	0.0251970087869	0.00249937879516
t	0.159216437597	0.594937834068	0.0822594364467	0.0653088410683	0.0230824222829	0.0343001328354	0.0178633505272	0.0203693695956	0.00266214659839
r	0.0717924305323	0.679367411356	0.0704086941489	0.0565818700561	0.0188874590943	0.0598820025118	0.0200269237424	0.0202296765319	0.00282350836613
a	0.0330377875108	0.739543647119	0.0503591977163	0.055088850452	0.0150977670314	0.0696829091706	0.0190860800808	0.015841806944	0.00226189184204
v	0.0158247860703	0.69976985904	0.205899273572	0.021173512584	0.0124971170105	0.0246941625902	0.00921541452693	0.00968713908133	0.00123869550068
ù	0.0067299568901	0.60635671968	0.338855874524	0.0132540268613	0.0128234573368	0.00860673375007	0.00568543060898	0.00680983139378	0.000877966606893
d	0.00305585681003	0.621001873227	0.315962914841	0.0306285229538	0.0116523894456	0.00610559360336	0.00367919363633	0.00629665049793	0.0016170426423
i	0.00249571048334	0.410934575409	0.418583174947	0.0512760459846	0.0845211818152	0.00546537266779	0.0164117828788	0.00765144116598	0.0026607689141
e	0.0116942531611	0.16454596047	0.547619964982	0.0767108903282	0.113913531272	0.0355248383559	0.0216987234596	0.0199469243887	0.00834492533803
e	0.0225547077204	0.08126534949	0.493086634994	0.0743191287761	0.112869327757	0.0613976227853	0.0284910163199	0.0794170434629	0.0465991831127
t	0.0210737515735	0.04085494083	0.392496258331	0.104067844925	0.160963692586	0.0854601609284	0.0323280367733	0.103815095154	0.0589402570376
o	0.0132780111912	0.04672202961	0.350619932777	0.109173544642	0.266053447529	0.0812379259761	0.0282114069244	0.0682331313847	0.0364706320125
n	0.00710763426373	0.0437532364367	0.263050768926	0.094467541214	0.438265755843	0.0519947243254	0.0321105303081	0.0421757427949	0.0270741296708
è	0.00361260683791	0.0180274988456	0.140476687642	0.0940731570713	0.626311301948	0.0436645131085	0.035044606436	0.024058909265	0.0147307467903
g	0.0016639898793	0.00867184714853	0.070287031214	0.0613317140238	0.757806513983	0.0333675817028	0.0389060451453	0.0207896480883	0.00717563616343
r	0.000728542070767	0.00394621488284	0.0381181146047	0.0733743463413	0.660197727994	0.109900936234	0.0628155130484	0.0319158360294	0.0190027770545
a	0.000677251484589	0.00254885649428	0.0207446204016	0.0614521034471	0.572791435998	0.126917714078	0.155069044349	0.0370967636765	0.0227022191182
t	0.000681923134863	0.00167047182476	0.0126259979672	0.0303962358157	0.425737501999	0.334102906693	0.155040906116	0.0307028358922	0.00904120887273
s	0.000380104404954	0.00090123653492	0.0047041904224	0.0202384322719	0.196193277333	0.643885905564	0.077188243372	0.0344945816307	0.0220139970242
e	0.000785592054985	0.00346409321164	0.0111103254075	0.0187276560906	0.165301302444	0.462912957855	0.265555177791	0.0433579058769	0.0287849406747
è	0.00134782421833	0.00575314327055	0.0313432678025	0.0131197659302	0.231625560815	0.157643496452	0.503589892597	0.036476074959	0.0191009142249
n	0.00101105252144	0.00369527550352	0.0290757542008	0.00487572007673	0.210456270272	0.118678856651	0.565442030866	0.0526369039863	0.014128077875
a	0.00131579975581	0.00307082038117	0.0150544390003	0.0213066208922	0.124567731757	0.108304945217	0.626436676955	0.0843363626621	0.0156066040917
p	0.0016460684186	0.00314411766039	0.0105552482001	0.0291985780641	0.073276530919	0.122209888072	0.604386725652	0.137530957554	0.0180519646972
o	0.00158836847287	0.00517281375346	0.00980213560003	0.0149020001214	0.0509864836397	0.124910942291	0.545331275217	0.237376049185	0.00992999006573
è	0.00147359655096	0.00616202475115	0.0135052168667	0.00811437974047	0.0548738302132	0.0433201887303	0.650074671739	0.214607723062	0.00786837052191
t	0.00065475343432	0.00269848571372	0.0089026576989	0.00326322793349	0.0352570682277	0.0166897254101	0.609626003913	0.315773097687	0.0071349496073
a	0.00152321623544	0.00372992953457	0.0101507313096	0.0131739356312	0.0359608598992	0.0092342389367	0.484747221304	0.434571079229	0.00690876830243
</S>	0.00270795691772	0.00608549276729	0.0157844866548	0.0246394378156	0.0538995549496	0.00735190396835	0.503816840652	0.376007359615	0.00970697315121
