 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.987912785	0.006081536	0.00078290225	0.00019887751	0.00025824621	5.6607582e-05	0.001396181185	0.00023626248	0.0030767108
à	0.982756405	0.0116041166667	0.000626214716667	0.000186032393333	0.000277085323333	4.7922212e-05	0.001548687415	0.000184413039	0.00276917526233
o	0.853368868333	0.0687022378889	0.00435150940556	0.00906943593778	0.00507507302778	0.012539543472	0.0230923305917	0.00193038156867	0.0218706042498
c	0.493026109444	0.403106649296	0.00661478146852	0.0120702568459	0.00667936382593	0.016699024174	0.0304508136306	0.00266682900289	0.0286861107833
e	0.185679389815	0.771773936432	0.00574586482284	0.0046258926153	0.00283551625864	0.005895408718	0.0117989034102	0.00107668144096	0.0105683643611
r	0.076793709605	0.892214298811	0.0142391696076	0.00219711502843	0.00168607941955	0.00228735896467	0.00543800627007	0.000854563906987	0.0042897221437
k	0.0285607520017	0.927646079604	0.0282315278692	0.00410846969948	0.00333163440652	0.00115347910356	0.00320457345669	0.00192750070233	0.00183602669457
è	0.0120095887339	0.931134853201	0.0388197659564	0.00649982399983	0.00527909656884	0.000866512221187	0.00271740688556	0.00185128114411	0.000821733404857
o	0.0121037918446	0.8660789644	0.0874146219855	0.00678639943328	0.00738024018961	0.00255320772706	0.0102487653619	0.0043027078247	0.00313133028495
n	0.0122080338815	0.734182721467	0.211002930662	0.00884789781109	0.00706041462987	0.00309760578235	0.0130340713206	0.0059840008749	0.00458231292832
t	0.00541863912717	0.513971040489	0.386288463554	0.0512073822704	0.0166480497766	0.00733169896745	0.0110460663069	0.00502330032497	0.00306536347611
a	0.00410697944239	0.252746441163	0.608246224518	0.0831842774235	0.0251198469255	0.00929800808915	0.0113619296023	0.00397951052499	0.00195678377537
è	0.0051201681808	0.106952139721	0.723242724839	0.0866164824745	0.0314282666418	0.014286943463	0.0130147347008	0.0119888294917	0.00734968787512
n	0.00406607448027	0.0497510412403	0.709782274946	0.127019947492	0.0491167405473	0.018588517821	0.0124888104669	0.0198792141639	0.00930733873504
a	0.00222378971342	0.0247405857468	0.565835968315	0.237750365831	0.120311498516	0.016781887607	0.0100055550556	0.0151026150546	0.00724768268835
m	0.00157640734447	0.0113036599823	0.335141919438	0.435060131944	0.159730654505	0.0297905575357	0.00970147815187	0.0103959331515	0.00729923896278
à	0.00076636512149	0.0050520578941	0.175950847479	0.518380377315	0.238763409835	0.0430415925119	0.00809341618396	0.00645624138383	0.00349566902759
k	0.000417031007163	0.0021754459447	0.10134261016	0.468186375772	0.296975246612	0.117133020837	0.00742406996132	0.00392875096128	0.0024174390492
i	0.000617071235721	0.00202557612823	0.07385935572	0.378193135257	0.345646852204	0.176880796946	0.0130982778871	0.00584878028709	0.00383016534973
n	0.000721785981907	0.00211172330941	0.04165711924	0.340663318419	0.399259127401	0.151811552315	0.018292407629	0.0416536977624	0.00382926921658
a	0.00206562096397	0.0034367303698	0.0309591987467	0.283004269473	0.4756072658	0.111085002438	0.0353962418763	0.0522815139208	0.00616418757219
k	0.00267472309799	0.00432126958993	0.0223244385822	0.195788339824	0.549375031933	0.131588585813	0.0446230686254	0.0413263993069	0.00797817009073
a	0.00587401724266	0.00781771032998	0.0199366078607	0.157884763275	0.546572587311	0.145761805271	0.0683050475418	0.0406630044356	0.00718447459691
k	0.00697715309422	0.00913528177666	0.0183458366202	0.108084561092	0.50848369577	0.164463998424	0.0849793571806	0.0904804894785	0.0090496255323
u	0.00994636604474	0.0123170949256	0.0194974605401	0.0885568270307	0.43978671859	0.174317756141	0.130205130394	0.115257457493	0.0101151905108
n	0.0107433913049	0.0127279362552	0.0185719219134	0.0587422996769	0.32382207953	0.112714644047	0.143201823465	0.308609846831	0.0108660931703
s	0.00372533340497	0.00471873066507	0.00776419680447	0.031308474559	0.204832029843	0.300357246682	0.0680463618217	0.370215788944	0.00903191525677
u	0.00234318914832	0.00493838485502	0.0191629730348	0.0408063255197	0.204295493281	0.443579512227	0.0717071579406	0.200766482981	0.0124005332856
m	0.00189176703611	0.00522132535167	0.0224785528783	0.0450045051732	0.143032075427	0.496846944076	0.0882926193135	0.174303015994	0.0229291887619
è	0.00148493446537	0.00290038011722	0.0088240114261	0.0248712790577	0.0781082594757	0.438637654692	0.301589983104	0.124213416998	0.0193700834873
i	0.00375183095512	0.00992575263907	0.020038079742	0.0230733636859	0.0667465548252	0.184116698231	0.380658981035	0.302685222333	0.00900357759577
o	0.00423932381837	0.0126125531797	0.027155834414	0.0193190302286	0.0480746809417	0.0841742827437	0.209594187012	0.575591707444	0.0192384770653
l	0.00287001800612	0.00846257669323	0.0165584659713	0.00915365194287	0.0251801523139	0.0466577245812	0.149583622337	0.719700112481	0.0218337192218
ì	0.00211854126871	0.00640584819774	0.00963743059043	0.00511779764762	0.016281394438	0.0243640798604	0.126727480779	0.798334780827	0.0110126612739
b	0.000983707646237	0.00266357479258	0.00420657994014	0.00289846291587	0.00906147347933	0.0153943426201	0.16070006026	0.796406506942	0.00768527582463
e	0.000781033272079	0.00196343989086	0.00356836612338	0.00779224553862	0.00896557382644	0.0141397872067	0.20316660342	0.750198182314	0.00942474034154
n	0.000673465486026	0.00174052611695	0.00350065140779	0.00928278244621	0.00904503714215	0.0181057217356	0.165926074473	0.777675727438	0.0140499837805
z	0.000364673580675	0.00100041157565	0.0022216461026	0.0046039646154	0.00580316964738	0.0299856849119	0.084542327491	0.851710975813	0.0197671145935
ì	0.000356391850225	0.00084346010855	0.0020589833342	0.00388882693847	0.00549295294913	0.029437183504	0.098636248497	0.785309678604	0.0739762435312
n	0.000294448033408	0.000567776579517	0.0013209556014	0.00266633257949	0.00381807891638	0.0149993431347	0.211884546166	0.659388679535	0.105059839177
a	0.00649043099447	0.0103229267365	0.0227223563238	0.0410149305932	0.0369049825721	0.0422682194782	0.244203558722	0.515038403178	0.0810341977257
</S>	0.0127660904972	0.0202798193682	0.0446640961619	0.0803994852966	0.0712326962861	0.0731393372391	0.200163084361	0.422653766589	0.0747016138628
