 	il	lenzuolo	vuole	lavato	</S>
o	0.592025845	0.090475121	0.1650528315	0.131015652	0.02143060865
p	0.294700102	0.195001800333	0.3314541205	0.145110090667	0.0337339188833
l	0.104096078167	0.385843810111	0.398230630167	0.0870097025557	0.0248197692944
a	0.0584145612223	0.552580386704	0.326126066722	0.0521992205186	0.0106797242648
ù	0.0442596117408	0.677184632235	0.233740945574	0.0359157051729	0.0088990739216
n	0.0179701941803	0.784781497412	0.150433345191	0.0355077960576	0.0113071423072
a	0.0194819073268	0.728620389137	0.148521725064	0.0924184220192	0.0109575237691
t	0.0191925487956	0.489722576379	0.342188358355	0.141766124006	0.00713037705637
è	0.00870809095187	0.28856149546	0.569067952785	0.129876744669	0.00378572981879
l	0.00527473261729	0.205285828487	0.636074620928	0.143102728223	0.0102621169396
i	0.0117732235058	0.127071890496	0.517583000309	0.321902472741	0.0216694519799
p	0.0138676704686	0.0557260294987	0.36509958677	0.54323265758	0.02207409766
l	0.00616570178953	0.0241845098329	0.265165168923	0.531253472527	0.173231161553
i	0.0136758115965	0.022388392611	0.139109848974	0.593259410842	0.231566532518
m	0.0159422362655	0.0189213513037	0.064758735658	0.747818070281	0.152559606173
è	0.0092733814885	0.0139918872012	0.0478805702193	0.80457035676	0.124283794391
n	0.00609889766283	0.0132137723004	0.0444909397398	0.803253835587	0.13294253713
o	0.0204174617209	0.0299590033335	0.106867641247	0.712539675196	0.13021618671
</S>	0.0373937458605	0.0502601666668	0.179341090623	0.659766257598	0.073238684855
