 	io	non	ho	niente	da	mangiare	</S>
e	0.993225455	0.0017335812	0.00074841374	0.000482709178	0.00026545012	0.00099213484	0.0025521756
v	0.986931871667	0.00164758423333	0.000939043606667	0.000338596718	0.000341871996667	0.00584648458	0.0039545221
ò	0.975547323889	0.00927213644444	0.00241320220222	0.000499004159333	0.000889355052222	0.00801967202667	0.00335942261333
e	0.72395324463	0.0255326381481	0.0200955518674	0.00634501381978	0.0281956598507	0.0369403915089	0.158937612451
n	0.337747601543	0.0266375610494	0.294390833956	0.0229123456066	0.0386100723836	0.0622796858363	0.21742190715
è	0.137520871848	0.0177116890165	0.655128944652	0.0500693852022	0.0184648825612	0.0415093854454	0.0795948206
c	0.0525574782827	0.0140208096722	0.749560534884	0.0713743084007	0.0189783728537	0.0650778633151	0.0284306039167
h	0.0185964211776	0.0189072695574	0.682793931628	0.141778059467	0.0445725616179	0.0806035777717	0.0127481619389
o	0.00659292477587	0.0179494784525	0.421276322209	0.449383439822	0.054257824206	0.0444427129239	0.00609725971297
t	0.00304468912529	0.0100250087508	0.16408209407	0.665999979941	0.0483945360687	0.102860601308	0.00559304150432
ì	0.00191551810843	0.0073565410836	0.0757671278567	0.711032846647	0.0710596910229	0.127433271769	0.00543498373477
p	0.00105977415614	0.00407830909453	0.0313634287856	0.800064068882	0.0905815190076	0.0679126732563	0.00494022014492
o	0.00116511267205	0.0130531802648	0.0284462442619	0.626906589627	0.180787541669	0.130337662419	0.0193036770483
t	0.00119714375735	0.0157810287549	0.0240562569873	0.306942219876	0.324532597223	0.304358167473	0.0231325971494
i	0.00199741935245	0.0185830102516	0.0235744512291	0.127303364292	0.348719229074	0.463405522491	0.0164170268498
n	0.00219477164315	0.0190750294839	0.0230803903097	0.051672446364	0.324735923025	0.565236387497	0.0140050874166
a	0.00198140344005	0.0118661848946	0.0145616166699	0.0195218660547	0.269637241008	0.674530949166	0.00790076380553
f	0.00190305946468	0.0100492714649	0.01183854204	0.0090562406849	0.192385447003	0.769509569722	0.00525789623518
à	0.000854445862893	0.00548340632163	0.00506579516333	0.00494714979497	0.129976547668	0.849250509907	0.00442214084506
o	0.00151260407763	0.0680711004405	0.0318930597211	0.0329363474983	0.129163231223	0.718989049969	0.0174345789484
</S>	0.00228523973882	0.13174686522	0.0599472448606	0.0623691037492	0.176664640612	0.536643864985	0.0303430279742
