 	la	pasta	vuole	sale	</S>
i	0.9466772	0.0387187145	0.00346673665	0.00466360385	0.00647366735
p	0.844654233333	0.0813773381667	0.02207146805	0.0425548441833	0.00934210978333
à	0.700627944444	0.190737266056	0.0443112560167	0.0561176607278	0.00820590489444
s	0.449838408148	0.459654362019	0.0546492343389	0.0245691219093	0.0112889149315
t	0.174648134083	0.74070368734	0.0490567017796	0.0117851697698	0.0238063306438
a	0.0761984873943	0.60243939578	0.26959270426	0.0296224067233	0.0221469855479
t	0.0430969739648	0.253777496927	0.62370020142	0.0658117055744	0.013613579516
è	0.0157811500549	0.096981095309	0.808894133807	0.0678550808581	0.010488504272
l	0.0065440803783	0.0362367031363	0.878540987936	0.0630861926194	0.015592038524
i	0.0105162869194	0.0174320637454	0.652281019312	0.28872728754	0.031043389508
à	0.0120193522598	0.0107225002018	0.285032141437	0.66602142918	0.0262046521693
l	0.00436627295327	0.00383030144393	0.109736545812	0.83799887306	0.0440680830564
a	0.00524191323109	0.00289838143798	0.0707617089373	0.85528952102	0.0658085000188
</S>	0.00823141911555	0.00373254451899	0.0716733294686	0.85842863051	0.0579340585094
