 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.978996	0.0026686104	0.000254572243	0.0081860883	0.0015447959	0.003030220358	0.00151529372	0.00131312078	0.002491268
f	0.9728012	0.004571568	0.000153213506333	0.0141505396333	0.00147766533333	0.001376913958	0.00146798342667	0.00158726009333	0.00241367061667
è	0.970105153333	0.007717341	0.000131351338778	0.0167161675444	0.00131896641778	0.000895070286	0.000827413572223	0.00115460447444	0.00113393902222
n	0.890446371111	0.086337538	0.00116500423959	0.0115488771815	0.00200728181259	0.000993382395333	0.00204980076741	0.00393953430148	0.00151220600741
e	0.554553887037	0.386593026	0.00551654427986	0.0109602263938	0.00594956087086	0.00947291039844	0.0145877453558	0.0105854791005	0.00178061628914
t	0.208812945346	0.655589585333	0.0161178284266	0.0242304701313	0.0142204442903	0.0142067011328	0.0227111037853	0.0424043230335	0.00170659791638
e	0.092372196782	0.708536738444	0.0352158541422	0.0419567310438	0.0183432310968	0.0202174623776	0.0271572355951	0.0513492180112	0.00485130883879
k	0.0485307232607	0.548654282815	0.0709677767141	0.0983843513479	0.0506475566989	0.0317249407925	0.0326903055317	0.112220713004	0.0061793322796
a	0.0289610467536	0.342945747605	0.152075204238	0.177405157116	0.065950130233	0.0386759615975	0.0400200505106	0.134092856335	0.0198738570932
o	0.0249671102512	0.212286568202	0.166380554746	0.368691885705	0.058867741411	0.0444697111992	0.0407302335035	0.0575273367783	0.0260788611977
l	0.0127882907504	0.083274591734	0.101959324915	0.518658961902	0.13687325047	0.0640872053997	0.0259589481678	0.0446225049261	0.0117769653992
à	0.00770494825013	0.042254060578	0.0813103229717	0.522499687301	0.163556766823	0.113282248467	0.0235388870559	0.040156229642	0.00569690583307
d	0.00594697508338	0.0282649610927	0.0819999256572	0.5918610791	0.115063902274	0.121242922822	0.0235376716853	0.028002255214	0.00408029997769
r	0.00275692447446	0.0159506524309	0.138110471886	0.4495362297	0.0958714454247	0.153992920941	0.0386807292284	0.0493860470713	0.0557145458259
o	0.00288377540482	0.021490341977	0.172199760629	0.1886210699	0.0958745131416	0.207649483647	0.134779569743	0.0985195170238	0.0779819676086
m	0.00318782843494	0.020967741459	0.107685921876	0.182199819967	0.159932661047	0.202074241216	0.160865978581	0.130368745675	0.0327170778695
b	0.00299931931165	0.0141749506197	0.0481356709587	0.211431746656	0.194626757016	0.205329930405	0.13019200486	0.164993821892	0.0281158099565
ì	0.00269693288722	0.0106292855399	0.0234796296529	0.137663325552	0.152422442339	0.156174130135	0.32989839162	0.161040727297	0.0259951553855
k	0.00132568011241	0.00444059872663	0.0125655726176	0.104047571851	0.13251395078	0.161342550045	0.392878457207	0.177462612432	0.0134230111952
e	0.00410922340414	0.0146622571222	0.0505593862725	0.082874940617	0.11642566026	0.185762083348	0.216819862402	0.263065180811	0.0657213787317
a	0.0116481148014	0.0295968340407	0.0620722285575	0.0580563802057	0.139020486753	0.126094091116	0.110069193134	0.37777653027	0.0856661035772
p	0.0108679002005	0.0221342767136	0.0213675683518	0.0441897064019	0.124068883918	0.0711987330387	0.0471651337113	0.623506116757	0.0355016148357
ò	0.00404440680017	0.00795496073787	0.0071620945116	0.0183571638006	0.0468009218727	0.0266070554462	0.0238895299038	0.852950125586	0.0122336331219
t	0.00158697609006	0.00283078718796	0.0024262080052	0.00771064715353	0.0179603095909	0.00968906424873	0.0124356481013	0.940390391862	0.0049698449073
t	0.000749896666687	0.00156859663799	0.0011390567414	0.00325185980451	0.00920258859697	0.00745737974958	0.0102954565004	0.843033247287	0.123301833636
u	0.00366795950223	0.00770526731266	0.0108695178471	0.0123418154682	0.062703488199	0.0270515099165	0.0527092928335	0.639164165762	0.183786964545
</S>	0.00666470075111	0.0137164731563	0.0206855919236	0.0221749207341	0.116145164099	0.0442769384583	0.0932702964167	0.558839357881	0.124226562272
