 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.98346305	0.013700756	0.000881825745	0.00078901181	9.6097711e-05	9.615005325e-05	9.10173895e-05	5.522988e-05	0.00025084228	0.0005760100775
s	0.957082496667	0.0360932143333	0.002612617945	0.00178163691	0.000169284171	0.000103023766583	0.000111601282833	7.228777e-05	0.00154583590333	0.000427969764167
e	0.706293232222	0.252526721444	0.0256843824817	0.00851643610333	0.001573865657	0.00101387306219	0.000342394294278	0.000965816313333	0.00217855150111	0.000904711874722
l	0.362950457407	0.554128287148	0.0497812908272	0.0138030273678	0.00228598738567	0.00159399572073	0.00102161419809	0.00134356817778	0.0117481219004	0.00134367695824
a	0.168574912802	0.747848995716	0.0516045002757	0.0117232227893	0.00148664632856	0.00102195313358	0.00107395588936	0.000700039025927	0.0148482470001	0.00111753321941
n	0.0646958832673	0.796554131905	0.102739563425	0.0147021385964	0.00134047660952	0.000993322271193	0.00133178865312	0.000555575735309	0.0161393773667	0.000947735939803
a	0.0262625724224	0.816049877302	0.121634071142	0.0144986393988	0.00114544223651	0.000948778207064	0.00138561197437	0.000494359155103	0.0164677282022	0.0011129240466
v	0.0122065646741	0.780604809101	0.153231967047	0.0195333569996	0.00179413927884	0.00151071151902	0.00209414741479	0.000562909728368	0.0273563574807	0.00110505084887
r	0.0069951484247	0.671868376367	0.198406249016	0.0245260586665	0.00493534395961	0.00682887780634	0.00405507693826	0.00829615534279	0.0715164891602	0.00257224528296
ì	0.00342806464157	0.540691155456	0.328579229672	0.0250564838888	0.0111108419865	0.00841231703545	0.00336352541275	0.0116239273809	0.0650117476534	0.00272271665765
k	0.00164247122719	0.411799278485	0.480789416557	0.0349205092963	0.0213342183288	0.00678941811182	0.00251892457092	0.0074543590603	0.0296832948178	0.00306810791588
o	0.0063809459224	0.279683229495	0.508909182186	0.0668690864321	0.0604462851096	0.0216580067039	0.014823728857	0.0120328673534	0.0224847992726	0.00671187777196
a	0.0104748079741	0.120179647165	0.420594630729	0.293351228811	0.0785078627032	0.0244191313346	0.0186782724523	0.0114132970511	0.0149610082575	0.00742013192399
f	0.00739583899137	0.058543434055	0.261448843576	0.551769942937	0.0659702072344	0.0136562732115	0.00965756715077	0.00439935581703	0.0227734165858	0.004385110418
ù	0.00666206766379	0.0302480990183	0.199244464525	0.623643560979	0.0844096444115	0.0170996290705	0.00691347381692	0.00227980313901	0.0262779141953	0.00322130574933
