 	vuole	vuole	mangiato	caldo	</S>
t	0.9702755	0.0196264955	0.00321723645	0.000692664385	0.0061880177
è	0.974753716667	0.0171339638333	0.00298643121667	0.000408922325	0.004716956645
l	0.971210755556	0.0159017896111	0.00767281593889	0.00190649698167	0.00330816109333
i	0.704693975185	0.10058129187	0.175490244313	0.0157759002272	0.00345858293111
t	0.347879108395	0.36989468729	0.257026631438	0.0218719672424	0.0033275647437
è	0.178785259465	0.638648909097	0.164175657146	0.0153978085808	0.00299235441457
l	0.078034393155	0.698574183032	0.137169192382	0.0604301985269	0.0257920813049
i	0.0379370947183	0.511444557677	0.280704457461	0.131845302842	0.0380686041016
f	0.0185217626728	0.409860149226	0.44153004582	0.111098775947	0.0189892323672
a	0.0110691596576	0.336380729742	0.52408774194	0.095010543649	0.0334517827891
m	0.00851317598587	0.144958880581	0.54545903398	0.249198511216	0.0518703955964
è	0.00478969156196	0.067092147527	0.611643117993	0.283171970405	0.0333030984321
n	0.00292092956065	0.0336039268423	0.630963649331	0.314788503468	0.0177230063774
o	0.00525045576022	0.0285933986141	0.43350273311	0.514657947823	0.0179954477925
t	0.00608514968674	0.0246330875047	0.253842831037	0.694882382608	0.0205565432642
r	0.00231364166225	0.00893467416823	0.114443131679	0.854499460869	0.0198091294214
e	0.00220888508742	0.00586296442274	0.075582901893	0.902925053623	0.0134202211405
m	0.00213958645247	0.00475969477091	0.0589953290643	0.916741297874	0.0173640687135
m	0.00112475804082	0.0022165794203	0.0251028041214	0.953995562625	0.0175602371378
ò	0.00598935068027	0.0110554823401	0.0339287307071	0.935932804208	0.0130935939459
</S>	0.0108770273401	0.0201778021701	0.0484026153536	0.904196102104	0.016346442973
