 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.80991176	0.16107632	0.0010925958	0.000631629025	0.002389934085	0.00109645025	0.00127648275	0.000293431125	0.00056154068	0.000735775035	0.00190682852	0.0190272208
a	0.510711581333	0.452585933333	0.00318710193333	0.000614257861667	0.00379046086167	0.00105333337	0.00103459240333	0.000300953825	0.000873583926667	0.00139824741167	0.00514530034	0.0193046352333
p	0.175088731911	0.802093744444	0.00364636193778	0.000376349961556	0.00299387223056	0.000400038698	0.00075079204111	0.000247176958333	0.000754467107556	0.00129587708389	0.0054218949	0.0069307216911
e	0.059282689337	0.929185148148	0.00237785967259	0.000470105541519	0.00154226215352	0.000448051620667	0.000502113783703	0.000127519107444	0.000318909224519	0.000520506547963	0.00220848342667	0.0030163796437
d	0.0205688435457	0.966383369383	0.0035592535242	0.000781159597173	0.00130750855117	0.000472755198222	0.00207718481123	0.000165250583815	0.000307667771506	0.000407601455988	0.00201034738222	0.00195909531457
ì	0.0071420267719	0.979119243128	0.0053448267414	0.000975442982391	0.00104837802706	0.000175498990407	0.00261877410874	0.000144871787605	0.000264107618502	0.000317417028329	0.00184629560274	0.00100313246719
a	0.0077486976473	0.930408681043	0.0089712669138	0.0206107505275	0.0105907744857	0.00522058649647	0.00138797017458	0.0018845873222	0.00239479729417	0.00352512975244	0.00399709377625	0.00325960918473
e	0.0134759318824	0.598073417681	0.0162150629713	0.215145693509	0.0382755464952	0.0152495918322	0.00172912722486	0.00494878267407	0.00922516643139	0.0144847567508	0.0289696685921	0.0442072057282
s	0.0150344482941	0.297841143227	0.0170689108238	0.375897564503	0.0870018201651	0.0168781539441	0.012284484075	0.00457855922469	0.0121641041438	0.0188844632503	0.078614502864	0.0637518582427
ò	0.0153529874314	0.203365560409	0.0111984340413	0.488176954834	0.116395920055	0.0155273123147	0.016113249825	0.00334432634156	0.00935427638127	0.0135468214168	0.075746142288	0.0318780484142
z	0.0107462484305	0.0882594595697	0.00683595901377	0.717469068278	0.0971735010183	0.0131042004382	0.00688543540833	0.00265538113385	0.00566289554042	0.0077655959456	0.030909253196	0.0125330588314
